"kommune_nr","spraaknivaa","provetype","enhet","aar","tabellvariabel","tabell_navn"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"","ikke_vurdert","muntlig","prosent","2015","","norsk_prover"
"0101","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0104","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0105","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0106","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0124","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0231","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0214","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0216","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0217","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0219","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0220","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0221","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0226","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0228","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0230","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0231","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0233","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0235","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0301","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0402","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0403","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0412","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0415","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0417","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0425","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0427","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0428","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0430","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0432","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0434","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0437","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0501","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0502","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0513","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0514","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0515","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0516","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0517","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0520","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0521","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0528","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0529","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0533","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0536","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0538","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0540","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0542","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0543","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0545","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0602","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0604","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0605","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0617","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0619","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0623","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0624","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0625","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0626","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0628","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0633","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0701","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0704","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0706","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0709","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0713","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0805","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0806","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0807","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0814","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0815","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0817","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0819","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0821","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0822","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0826","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0828","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0901","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0904","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0906","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0926","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0928","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0937","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0940","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"0941","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1001","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1002","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1003","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1004","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1014","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1017","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1026","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1027","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1032","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1037","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1046","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1101","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1102","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1103","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1106","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1112","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1119","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1121","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1122","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1124","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1130","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1134","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1135","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1146","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1149","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1160","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1201","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1211","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1216","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1219","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1221","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1224","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1228","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1231","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1235","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1238","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1241","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1243","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1244","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1245","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1246","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1247","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1259","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1263","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1401","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1411","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1413","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1416","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1420","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1424","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1428","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1432","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1439","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1443","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1445","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1449","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1502","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1504","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1505","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1514","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1515","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1516","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1517","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1519","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1520","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1525","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1528","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1534","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1535","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1539","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1548","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1551","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1557","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1560","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1563","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1566","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1571","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1601","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1612","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1617","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1621","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1624","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1630","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1635","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1638","ikke_vurdert","lytting","prosent","2015","5","norsk_prover"
"1640","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1653","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1702","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1703","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1711","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1714","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1719","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1721","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1736","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1750","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1751","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1756","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1804","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1805","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1813","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1818","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1820","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1822","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1824","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1826","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1827","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1828","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1832","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1833","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1834","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1838","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1840","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1841","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1848","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1849","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1850","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1851","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1854","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1860","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1865","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1866","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1867","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1868","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1870","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1871","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1903","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1902","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1919","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1922","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1923","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1924","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1927","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1929","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1931","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1933","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1939","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1940","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1941","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"1942","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"2003","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"2004","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"2011","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"2012","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"2020","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"2023","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"2025","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"2028","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"2030","ikke_vurdert","lytting","prosent","2015",":","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
"","ikke_vurdert","lytting","prosent","2015","","norsk_prover"
