"aar","bydel_nr","vreg_2","kjonn","enhet","tabellvariabel","tabell_navn","fylke_nr","naringsregion_nr","kommune_nr"
2014,"NULL","1","alle","personer","656","befolkning_verdensregion_2","NULL","NULL","1620"
2014,"NULL","2","0","personer","82","befolkning_verdensregion_2","NULL","NULL","1620"
2014,"NULL","2","1","personer","26","befolkning_verdensregion_2","NULL","NULL","1620"
2014,"NULL","2","alle","personer","108","befolkning_verdensregion_2","NULL","NULL","1620"
2014,"NULL","1","0","personer","58","befolkning_verdensregion_2","NULL","NULL","1621"
2014,"NULL","1","1","personer","90","befolkning_verdensregion_2","NULL","NULL","1621"
2014,"NULL","1","alle","personer","148","befolkning_verdensregion_2","NULL","NULL","1621"
2014,"NULL","2","0","personer","74","befolkning_verdensregion_2","NULL","NULL","1621"
2014,"NULL","2","1","personer","21","befolkning_verdensregion_2","NULL","NULL","1621"
2014,"NULL","2","alle","personer","95","befolkning_verdensregion_2","NULL","NULL","1621"
2014,"NULL","1","0","personer","35","befolkning_verdensregion_2","NULL","NULL","1622"
2014,"NULL","1","1","personer","47","befolkning_verdensregion_2","NULL","NULL","1622"
2014,"NULL","1","alle","personer","82","befolkning_verdensregion_2","NULL","NULL","1622"
2014,"NULL","2","0","personer","29","befolkning_verdensregion_2","NULL","NULL","1622"
2014,"NULL","2","1","personer","16","befolkning_verdensregion_2","NULL","NULL","1622"
2014,"NULL","2","alle","personer","45","befolkning_verdensregion_2","NULL","NULL","1622"
2014,"NULL","1","0","personer","115","befolkning_verdensregion_2","NULL","NULL","1624"
2014,"NULL","1","1","personer","273","befolkning_verdensregion_2","NULL","NULL","1624"
2014,"NULL","1","alle","personer","388","befolkning_verdensregion_2","NULL","NULL","1624"
2014,"NULL","2","0","personer","71","befolkning_verdensregion_2","NULL","NULL","1624"
2014,"NULL","2","1","personer","38","befolkning_verdensregion_2","NULL","NULL","1624"
2014,"NULL","2","alle","personer","109","befolkning_verdensregion_2","NULL","NULL","1624"
2014,"NULL","1","0","personer","64","befolkning_verdensregion_2","NULL","NULL","1627"
2014,"NULL","1","1","personer","94","befolkning_verdensregion_2","NULL","NULL","1627"
2014,"NULL","1","alle","personer","158","befolkning_verdensregion_2","NULL","NULL","1627"
2014,"NULL","2","0","personer","58","befolkning_verdensregion_2","NULL","NULL","1627"
2014,"NULL","2","1","personer","16","befolkning_verdensregion_2","NULL","NULL","1627"
2014,"NULL","2","alle","personer","74","befolkning_verdensregion_2","NULL","NULL","1627"
2014,"NULL","1","0","personer","30","befolkning_verdensregion_2","NULL","NULL","1630"
2014,"NULL","1","1","personer","34","befolkning_verdensregion_2","NULL","NULL","1630"
2014,"NULL","1","alle","personer","64","befolkning_verdensregion_2","NULL","NULL","1630"
2014,"NULL","2","0","personer","21","befolkning_verdensregion_2","NULL","NULL","1630"
2014,"NULL","2","1","personer","10","befolkning_verdensregion_2","NULL","NULL","1630"
2014,"NULL","2","alle","personer","31","befolkning_verdensregion_2","NULL","NULL","1630"
2014,"NULL","1","0","personer","25","befolkning_verdensregion_2","NULL","NULL","1632"
2014,"NULL","1","1","personer","34","befolkning_verdensregion_2","NULL","NULL","1632"
2014,"NULL","1","alle","personer","59","befolkning_verdensregion_2","NULL","NULL","1632"
2014,"NULL","2","0","personer","9","befolkning_verdensregion_2","NULL","NULL","1632"
2014,"NULL","2","1","personer","3","befolkning_verdensregion_2","NULL","NULL","1632"
2014,"NULL","2","alle","personer","12","befolkning_verdensregion_2","NULL","NULL","1632"
2014,"NULL","1","0","personer","10","befolkning_verdensregion_2","NULL","NULL","1633"
2014,"NULL","1","1","personer","13","befolkning_verdensregion_2","NULL","NULL","1633"
2014,"NULL","1","alle","personer","23","befolkning_verdensregion_2","NULL","NULL","1633"
2014,"NULL","2","0","personer","0","befolkning_verdensregion_2","NULL","NULL","1633"
2014,"NULL","2","1","personer","3","befolkning_verdensregion_2","NULL","NULL","1633"
2014,"NULL","2","alle","personer","3","befolkning_verdensregion_2","NULL","NULL","1633"
2014,"NULL","1","0","personer","118","befolkning_verdensregion_2","NULL","NULL","1634"
2014,"NULL","1","1","personer","175","befolkning_verdensregion_2","NULL","NULL","1634"
2014,"NULL","1","alle","personer","293","befolkning_verdensregion_2","NULL","NULL","1634"
2014,"NULL","2","0","personer","112","befolkning_verdensregion_2","NULL","NULL","1634"
2014,"NULL","2","1","personer","80","befolkning_verdensregion_2","NULL","NULL","1634"
2014,"NULL","2","alle","personer","192","befolkning_verdensregion_2","NULL","NULL","1634"
2014,"NULL","1","0","personer","32","befolkning_verdensregion_2","NULL","NULL","1635"
2014,"NULL","1","1","personer","35","befolkning_verdensregion_2","NULL","NULL","1635"
2014,"NULL","1","alle","personer","67","befolkning_verdensregion_2","NULL","NULL","1635"
2014,"NULL","2","0","personer","11","befolkning_verdensregion_2","NULL","NULL","1635"
2014,"NULL","2","1","personer","8","befolkning_verdensregion_2","NULL","NULL","1635"
2014,"NULL","2","alle","personer","19","befolkning_verdensregion_2","NULL","NULL","1635"
2014,"NULL","1","0","personer","50","befolkning_verdensregion_2","NULL","NULL","1636"
2014,"NULL","1","1","personer","98","befolkning_verdensregion_2","NULL","NULL","1636"
2014,"NULL","1","alle","personer","148","befolkning_verdensregion_2","NULL","NULL","1636"
2014,"NULL","2","0","personer","33","befolkning_verdensregion_2","NULL","NULL","1636"
2014,"NULL","2","1","personer","10","befolkning_verdensregion_2","NULL","NULL","1636"
2014,"NULL","2","alle","personer","43","befolkning_verdensregion_2","NULL","NULL","1636"
2014,"NULL","1","0","personer","120","befolkning_verdensregion_2","NULL","NULL","1638"
2014,"NULL","1","1","personer","168","befolkning_verdensregion_2","NULL","NULL","1638"
2014,"NULL","1","alle","personer","288","befolkning_verdensregion_2","NULL","NULL","1638"
2014,"NULL","2","0","personer","248","befolkning_verdensregion_2","NULL","NULL","1638"
2014,"NULL","2","1","personer","180","befolkning_verdensregion_2","NULL","NULL","1638"
2014,"NULL","2","alle","personer","428","befolkning_verdensregion_2","NULL","NULL","1638"
2014,"NULL","1","0","personer","113","befolkning_verdensregion_2","NULL","NULL","1640"
2014,"NULL","1","1","personer","102","befolkning_verdensregion_2","NULL","NULL","1640"
2014,"NULL","1","alle","personer","215","befolkning_verdensregion_2","NULL","NULL","1640"
2014,"NULL","2","0","personer","70","befolkning_verdensregion_2","NULL","NULL","1640"
2014,"NULL","2","1","personer","59","befolkning_verdensregion_2","NULL","NULL","1640"
2014,"NULL","2","alle","personer","129","befolkning_verdensregion_2","NULL","NULL","1640"
2014,"NULL","1","0","personer","33","befolkning_verdensregion_2","NULL","NULL","1644"
2014,"NULL","1","1","personer","33","befolkning_verdensregion_2","NULL","NULL","1644"
2014,"NULL","1","alle","personer","66","befolkning_verdensregion_2","NULL","NULL","1644"
2014,"NULL","2","0","personer","14","befolkning_verdensregion_2","NULL","NULL","1644"
2014,"NULL","2","1","personer","7","befolkning_verdensregion_2","NULL","NULL","1644"
2014,"NULL","2","alle","personer","21","befolkning_verdensregion_2","NULL","NULL","1644"
2014,"NULL","1","0","personer","298","befolkning_verdensregion_2","NULL","NULL","1648"
2014,"NULL","1","1","personer","307","befolkning_verdensregion_2","NULL","NULL","1648"
2014,"NULL","1","alle","personer","605","befolkning_verdensregion_2","NULL","NULL","1648"
2014,"NULL","2","0","personer","56","befolkning_verdensregion_2","NULL","NULL","1648"
2014,"NULL","2","1","personer","54","befolkning_verdensregion_2","NULL","NULL","1648"
2014,"NULL","2","alle","personer","110","befolkning_verdensregion_2","NULL","NULL","1648"
2014,"NULL","1","0","personer","183","befolkning_verdensregion_2","NULL","NULL","1653"
2014,"NULL","1","1","personer","334","befolkning_verdensregion_2","NULL","NULL","1653"
2014,"NULL","1","alle","personer","517","befolkning_verdensregion_2","NULL","NULL","1653"
2014,"NULL","2","0","personer","217","befolkning_verdensregion_2","NULL","NULL","1653"
2014,"NULL","2","1","personer","168","befolkning_verdensregion_2","NULL","NULL","1653"
2014,"NULL","2","alle","personer","385","befolkning_verdensregion_2","NULL","NULL","1653"
2014,"NULL","1","0","personer","68","befolkning_verdensregion_2","NULL","NULL","1657"
2014,"NULL","1","1","personer","108","befolkning_verdensregion_2","NULL","NULL","1657"
2014,"NULL","1","alle","personer","176","befolkning_verdensregion_2","NULL","NULL","1657"
2014,"NULL","2","0","personer","76","befolkning_verdensregion_2","NULL","NULL","1657"
2014,"NULL","2","1","personer","49","befolkning_verdensregion_2","NULL","NULL","1657"
2014,"NULL","2","alle","personer","125","befolkning_verdensregion_2","NULL","NULL","1657"
2014,"NULL","1","0","personer","102","befolkning_verdensregion_2","NULL","NULL","1662"
2014,"NULL","1","1","personer","157","befolkning_verdensregion_2","NULL","NULL","1662"
2014,"NULL","1","alle","personer","259","befolkning_verdensregion_2","NULL","NULL","1662"
2014,"NULL","2","0","personer","68","befolkning_verdensregion_2","NULL","NULL","1662"
2014,"NULL","2","1","personer","48","befolkning_verdensregion_2","NULL","NULL","1662"
2014,"NULL","2","alle","personer","116","befolkning_verdensregion_2","NULL","NULL","1662"
2014,"NULL","1","0","personer","239","befolkning_verdensregion_2","NULL","NULL","1663"
2014,"NULL","1","1","personer","401","befolkning_verdensregion_2","NULL","NULL","1663"
2014,"NULL","1","alle","personer","640","befolkning_verdensregion_2","NULL","NULL","1663"
2014,"NULL","2","0","personer","194","befolkning_verdensregion_2","NULL","NULL","1663"
2014,"NULL","2","1","personer","130","befolkning_verdensregion_2","NULL","NULL","1663"
2014,"NULL","2","alle","personer","324","befolkning_verdensregion_2","NULL","NULL","1663"
2014,"NULL","1","0","personer","54","befolkning_verdensregion_2","NULL","NULL","1664"
2014,"NULL","1","1","personer","75","befolkning_verdensregion_2","NULL","NULL","1664"
2014,"NULL","1","alle","personer","129","befolkning_verdensregion_2","NULL","NULL","1664"
2014,"NULL","2","0","personer","32","befolkning_verdensregion_2","NULL","NULL","1664"
2014,"NULL","2","1","personer","14","befolkning_verdensregion_2","NULL","NULL","1664"
2014,"NULL","2","alle","personer","46","befolkning_verdensregion_2","NULL","NULL","1664"
2014,"NULL","1","0","personer","18","befolkning_verdensregion_2","NULL","NULL","1665"
2014,"NULL","1","1","personer","11","befolkning_verdensregion_2","NULL","NULL","1665"
2014,"NULL","1","alle","personer","29","befolkning_verdensregion_2","NULL","NULL","1665"
2014,"NULL","2","0","personer","6","befolkning_verdensregion_2","NULL","NULL","1665"
2014,"NULL","2","1","personer","0","befolkning_verdensregion_2","NULL","NULL","1665"
2014,"NULL","2","alle","personer","6","befolkning_verdensregion_2","NULL","NULL","1665"
2014,"NULL","1","0","personer","223","befolkning_verdensregion_2","NULL","NULL","1702"
2014,"NULL","1","1","personer","325","befolkning_verdensregion_2","NULL","NULL","1702"
2014,"NULL","1","alle","personer","548","befolkning_verdensregion_2","NULL","NULL","1702"
2014,"NULL","2","0","personer","366","befolkning_verdensregion_2","NULL","NULL","1702"
2014,"NULL","2","1","personer","352","befolkning_verdensregion_2","NULL","NULL","1702"
2014,"NULL","2","alle","personer","718","befolkning_verdensregion_2","NULL","NULL","1702"
2014,"NULL","1","0","personer","142","befolkning_verdensregion_2","NULL","NULL","1703"
2014,"NULL","1","1","personer","151","befolkning_verdensregion_2","NULL","NULL","1703"
2014,"NULL","1","alle","personer","293","befolkning_verdensregion_2","NULL","NULL","1703"
2014,"NULL","2","0","personer","320","befolkning_verdensregion_2","NULL","NULL","1703"
2014,"NULL","2","1","personer","259","befolkning_verdensregion_2","NULL","NULL","1703"
2014,"NULL","2","alle","personer","579","befolkning_verdensregion_2","NULL","NULL","1703"
2014,"NULL","1","0","personer","43","befolkning_verdensregion_2","NULL","NULL","1711"
2014,"NULL","1","1","personer","49","befolkning_verdensregion_2","NULL","NULL","1711"
2014,"NULL","1","alle","personer","92","befolkning_verdensregion_2","NULL","NULL","1711"
2014,"NULL","2","0","personer","79","befolkning_verdensregion_2","NULL","NULL","1711"
2014,"NULL","2","1","personer","65","befolkning_verdensregion_2","NULL","NULL","1711"
2014,"NULL","2","alle","personer","144","befolkning_verdensregion_2","NULL","NULL","1711"
2014,"NULL","1","0","personer","204","befolkning_verdensregion_2","NULL","NULL","1714"
2014,"NULL","1","1","personer","305","befolkning_verdensregion_2","NULL","NULL","1714"
2014,"NULL","1","alle","personer","509","befolkning_verdensregion_2","NULL","NULL","1714"
2014,"NULL","2","0","personer","514","befolkning_verdensregion_2","NULL","NULL","1714"
2014,"NULL","2","1","personer","359","befolkning_verdensregion_2","NULL","NULL","1714"
2014,"NULL","2","alle","personer","873","befolkning_verdensregion_2","NULL","NULL","1714"
2014,"NULL","1","0","personer","67","befolkning_verdensregion_2","NULL","NULL","1717"
2014,"NULL","1","1","personer","74","befolkning_verdensregion_2","NULL","NULL","1717"
2014,"NULL","1","alle","personer","141","befolkning_verdensregion_2","NULL","NULL","1717"
2014,"NULL","2","0","personer","23","befolkning_verdensregion_2","NULL","NULL","1717"
2014,"NULL","2","1","personer","11","befolkning_verdensregion_2","NULL","NULL","1717"
2014,"NULL","2","alle","personer","34","befolkning_verdensregion_2","NULL","NULL","1717"
2014,"NULL","1","0","personer","39","befolkning_verdensregion_2","NULL","NULL","1718"
2014,"NULL","1","1","personer","58","befolkning_verdensregion_2","NULL","NULL","1718"
2014,"NULL","1","alle","personer","97","befolkning_verdensregion_2","NULL","NULL","1718"
2014,"NULL","2","0","personer","62","befolkning_verdensregion_2","NULL","NULL","1718"
2014,"NULL","2","1","personer","41","befolkning_verdensregion_2","NULL","NULL","1718"
2014,"NULL","2","alle","personer","103","befolkning_verdensregion_2","NULL","NULL","1718"
2014,"NULL","1","0","personer","250","befolkning_verdensregion_2","NULL","NULL","1719"
2014,"NULL","1","1","personer","356","befolkning_verdensregion_2","NULL","NULL","1719"
2014,"NULL","1","alle","personer","606","befolkning_verdensregion_2","NULL","NULL","1719"
2014,"NULL","2","0","personer","374","befolkning_verdensregion_2","NULL","NULL","1719"
2014,"NULL","2","1","personer","295","befolkning_verdensregion_2","NULL","NULL","1719"
2014,"NULL","2","alle","personer","669","befolkning_verdensregion_2","NULL","NULL","1719"
2014,"NULL","1","0","personer","98","befolkning_verdensregion_2","NULL","NULL","1721"
2014,"NULL","1","1","personer","376","befolkning_verdensregion_2","NULL","NULL","1721"
2014,"NULL","1","alle","personer","474","befolkning_verdensregion_2","NULL","NULL","1721"
2014,"NULL","2","0","personer","254","befolkning_verdensregion_2","NULL","NULL","1721"
2014,"NULL","2","1","personer","180","befolkning_verdensregion_2","NULL","NULL","1721"
2014,"NULL","2","alle","personer","434","befolkning_verdensregion_2","NULL","NULL","1721"
2014,"NULL","1","0","personer","42","befolkning_verdensregion_2","NULL","NULL","1724"
2014,"NULL","1","1","personer","136","befolkning_verdensregion_2","NULL","NULL","1724"
2014,"NULL","1","alle","personer","178","befolkning_verdensregion_2","NULL","NULL","1724"
2014,"NULL","2","0","personer","34","befolkning_verdensregion_2","NULL","NULL","1724"
2014,"NULL","2","1","personer","33","befolkning_verdensregion_2","NULL","NULL","1724"
2014,"NULL","2","alle","personer","67","befolkning_verdensregion_2","NULL","NULL","1724"
2014,"NULL","1","0","personer","18","befolkning_verdensregion_2","NULL","NULL","1725"
2014,"NULL","1","1","personer","24","befolkning_verdensregion_2","NULL","NULL","1725"
2014,"NULL","1","alle","personer","42","befolkning_verdensregion_2","NULL","NULL","1725"
2014,"NULL","2","0","personer","20","befolkning_verdensregion_2","NULL","NULL","1725"
2014,"NULL","2","1","personer","3","befolkning_verdensregion_2","NULL","NULL","1725"
2014,"NULL","2","alle","personer","23","befolkning_verdensregion_2","NULL","NULL","1725"
2014,"NULL","1","0","personer","36","befolkning_verdensregion_2","NULL","NULL","1736"
2014,"NULL","1","1","personer","22","befolkning_verdensregion_2","NULL","NULL","1736"
2014,"NULL","1","alle","personer","58","befolkning_verdensregion_2","NULL","NULL","1736"
2014,"NULL","2","0","personer","10","befolkning_verdensregion_2","NULL","NULL","1736"
2014,"NULL","2","1","personer","6","befolkning_verdensregion_2","NULL","NULL","1736"
2014,"NULL","2","alle","personer","16","befolkning_verdensregion_2","NULL","NULL","1736"
2014,"NULL","1","0","personer","47","befolkning_verdensregion_2","NULL","NULL","1738"
2014,"NULL","1","1","personer","29","befolkning_verdensregion_2","NULL","NULL","1738"
2014,"NULL","1","alle","personer","76","befolkning_verdensregion_2","NULL","NULL","1738"
2014,"NULL","2","0","personer","4","befolkning_verdensregion_2","NULL","NULL","1738"
2014,"NULL","2","1","personer","0","befolkning_verdensregion_2","NULL","NULL","1738"
2014,"NULL","2","alle","personer","4","befolkning_verdensregion_2","NULL","NULL","1738"
2014,"NULL","1","0","personer","14","befolkning_verdensregion_2","NULL","NULL","1739"
2014,"NULL","1","1","personer","15","befolkning_verdensregion_2","NULL","NULL","1739"
2014,"NULL","1","alle","personer","29","befolkning_verdensregion_2","NULL","NULL","1739"
2014,"NULL","2","0","personer","4","befolkning_verdensregion_2","NULL","NULL","1739"
2014,"NULL","2","1","personer","3","befolkning_verdensregion_2","NULL","NULL","1739"
2014,"NULL","2","alle","personer","7","befolkning_verdensregion_2","NULL","NULL","1739"
2014,"NULL","1","0","personer","20","befolkning_verdensregion_2","NULL","NULL","1740"
2014,"NULL","1","1","personer","8","befolkning_verdensregion_2","NULL","NULL","1740"
2014,"NULL","1","alle","personer","28","befolkning_verdensregion_2","NULL","NULL","1740"
2014,"NULL","2","0","personer","6","befolkning_verdensregion_2","NULL","NULL","1740"
2014,"NULL","2","1","personer","3","befolkning_verdensregion_2","NULL","NULL","1740"
2014,"NULL","2","alle","personer","9","befolkning_verdensregion_2","NULL","NULL","1740"
2014,"NULL","1","0","personer","30","befolkning_verdensregion_2","NULL","NULL","1742"
2014,"NULL","1","1","personer","37","befolkning_verdensregion_2","NULL","NULL","1742"
2014,"NULL","1","alle","personer","67","befolkning_verdensregion_2","NULL","NULL","1742"
2014,"NULL","2","0","personer","62","befolkning_verdensregion_2","NULL","NULL","1742"
2014,"NULL","2","1","personer","112","befolkning_verdensregion_2","NULL","NULL","1742"
2014,"NULL","2","alle","personer","174","befolkning_verdensregion_2","NULL","NULL","1742"
2014,"NULL","1","0","personer","18","befolkning_verdensregion_2","NULL","NULL","1743"
2014,"NULL","1","1","personer","18","befolkning_verdensregion_2","NULL","NULL","1743"
2014,"NULL","1","alle","personer","36","befolkning_verdensregion_2","NULL","NULL","1743"
2014,"NULL","2","0","personer","3","befolkning_verdensregion_2","NULL","NULL","1743"
2014,"NULL","2","1","personer","3","befolkning_verdensregion_2","NULL","NULL","1743"
2014,"NULL","2","alle","personer","6","befolkning_verdensregion_2","NULL","NULL","1743"
2014,"NULL","1","0","personer","54","befolkning_verdensregion_2","NULL","NULL","1744"
2014,"NULL","1","1","personer","67","befolkning_verdensregion_2","NULL","NULL","1744"
2014,"NULL","1","alle","personer","121","befolkning_verdensregion_2","NULL","NULL","1744"
2014,"NULL","2","0","personer","34","befolkning_verdensregion_2","NULL","NULL","1744"
2014,"NULL","2","1","personer","36","befolkning_verdensregion_2","NULL","NULL","1744"
2014,"NULL","2","alle","personer","70","befolkning_verdensregion_2","NULL","NULL","1744"
2014,"NULL","1","0","personer","19","befolkning_verdensregion_2","NULL","NULL","1748"
2014,"NULL","1","1","personer","20","befolkning_verdensregion_2","NULL","NULL","1748"
2014,"NULL","1","alle","personer","39","befolkning_verdensregion_2","NULL","NULL","1748"
2014,"NULL","2","0","personer","7","befolkning_verdensregion_2","NULL","NULL","1748"
2014,"NULL","2","1","personer","0","befolkning_verdensregion_2","NULL","NULL","1748"
2014,"NULL","2","alle","personer","7","befolkning_verdensregion_2","NULL","NULL","1748"
2014,"NULL","1","0","personer","31","befolkning_verdensregion_2","NULL","NULL","1749"
2014,"NULL","1","1","personer","43","befolkning_verdensregion_2","NULL","NULL","1749"
2014,"NULL","1","alle","personer","74","befolkning_verdensregion_2","NULL","NULL","1749"
2014,"NULL","2","0","personer","13","befolkning_verdensregion_2","NULL","NULL","1749"
2014,"NULL","2","1","personer","3","befolkning_verdensregion_2","NULL","NULL","1749"
2014,"NULL","2","alle","personer","16","befolkning_verdensregion_2","NULL","NULL","1749"
2014,"NULL","1","0","personer","71","befolkning_verdensregion_2","NULL","NULL","1750"
2014,"NULL","1","1","personer","123","befolkning_verdensregion_2","NULL","NULL","1750"
2014,"NULL","1","alle","personer","194","befolkning_verdensregion_2","NULL","NULL","1750"
2014,"NULL","2","0","personer","93","befolkning_verdensregion_2","NULL","NULL","1750"
2014,"NULL","2","1","personer","43","befolkning_verdensregion_2","NULL","NULL","1750"
2014,"NULL","2","alle","personer","136","befolkning_verdensregion_2","NULL","NULL","1750"
2014,"NULL","1","0","personer","70","befolkning_verdensregion_2","NULL","NULL","1751"
2014,"NULL","1","1","personer","85","befolkning_verdensregion_2","NULL","NULL","1751"
2014,"NULL","1","alle","personer","155","befolkning_verdensregion_2","NULL","NULL","1751"
2014,"NULL","2","0","personer","81","befolkning_verdensregion_2","NULL","NULL","1751"
2014,"NULL","2","1","personer","61","befolkning_verdensregion_2","NULL","NULL","1751"
2014,"NULL","2","alle","personer","142","befolkning_verdensregion_2","NULL","NULL","1751"
2014,"NULL","1","0","personer","13","befolkning_verdensregion_2","NULL","NULL","1755"
2014,"NULL","1","1","personer","7","befolkning_verdensregion_2","NULL","NULL","1755"
2014,"NULL","1","alle","personer","20","befolkning_verdensregion_2","NULL","NULL","1755"
2014,"NULL","2","0","personer","9","befolkning_verdensregion_2","NULL","NULL","1755"
2014,"NULL","2","1","personer","0","befolkning_verdensregion_2","NULL","NULL","1755"
2014,"NULL","2","alle","personer","9","befolkning_verdensregion_2","NULL","NULL","1755"
2014,"NULL","1","0","personer","77","befolkning_verdensregion_2","NULL","NULL","1756"
2014,"NULL","1","1","personer","96","befolkning_verdensregion_2","NULL","NULL","1756"
2014,"NULL","1","alle","personer","173","befolkning_verdensregion_2","NULL","NULL","1756"
2014,"NULL","2","0","personer","71","befolkning_verdensregion_2","NULL","NULL","1756"
2014,"NULL","2","1","personer","51","befolkning_verdensregion_2","NULL","NULL","1756"
2014,"NULL","2","alle","personer","122","befolkning_verdensregion_2","NULL","NULL","1756"
2014,"NULL","1","0","personer","676","befolkning_verdensregion_2","NULL","NULL","1804"
2014,"NULL","1","1","personer","959","befolkning_verdensregion_2","NULL","NULL","1804"
2014,"NULL","1","alle","personer","1635","befolkning_verdensregion_2","NULL","NULL","1804"
2014,"NULL","2","0","personer","1108","befolkning_verdensregion_2","NULL","NULL","1804"
2014,"NULL","2","1","personer","979","befolkning_verdensregion_2","NULL","NULL","1804"
2014,"NULL","2","alle","personer","2087","befolkning_verdensregion_2","NULL","NULL","1804"
2014,"NULL","1","0","personer","344","befolkning_verdensregion_2","NULL","NULL","1805"
2014,"NULL","1","1","personer","512","befolkning_verdensregion_2","NULL","NULL","1805"
2014,"NULL","1","alle","personer","856","befolkning_verdensregion_2","NULL","NULL","1805"
2014,"NULL","2","0","personer","485","befolkning_verdensregion_2","NULL","NULL","1805"
2014,"NULL","2","1","personer","474","befolkning_verdensregion_2","NULL","NULL","1805"
2014,"NULL","2","alle","personer","959","befolkning_verdensregion_2","NULL","NULL","1805"
2014,"NULL","1","0","personer","15","befolkning_verdensregion_2","NULL","NULL","1811"
2014,"NULL","1","1","personer","19","befolkning_verdensregion_2","NULL","NULL","1811"
2014,"NULL","1","alle","personer","34","befolkning_verdensregion_2","NULL","NULL","1811"
2014,"NULL","2","0","personer","5","befolkning_verdensregion_2","NULL","NULL","1811"
2014,"NULL","2","1","personer","4","befolkning_verdensregion_2","NULL","NULL","1811"
2014,"NULL","2","alle","personer","9","befolkning_verdensregion_2","NULL","NULL","1811"
2014,"NULL","1","0","personer","21","befolkning_verdensregion_2","NULL","NULL","1812"
2014,"NULL","1","1","personer","24","befolkning_verdensregion_2","NULL","NULL","1812"
2014,"NULL","1","alle","personer","45","befolkning_verdensregion_2","NULL","NULL","1812"
2014,"NULL","2","0","personer","42","befolkning_verdensregion_2","NULL","NULL","1812"
2014,"NULL","2","1","personer","27","befolkning_verdensregion_2","NULL","NULL","1812"
2014,"NULL","2","alle","personer","69","befolkning_verdensregion_2","NULL","NULL","1812"
2014,"NULL","1","0","personer","97","befolkning_verdensregion_2","NULL","NULL","1813"
2014,"NULL","1","1","personer","99","befolkning_verdensregion_2","NULL","NULL","1813"
2014,"NULL","1","alle","personer","196","befolkning_verdensregion_2","NULL","NULL","1813"
2014,"NULL","2","0","personer","172","befolkning_verdensregion_2","NULL","NULL","1813"
2014,"NULL","2","1","personer","115","befolkning_verdensregion_2","NULL","NULL","1813"
2014,"NULL","2","alle","personer","287","befolkning_verdensregion_2","NULL","NULL","1813"
2014,"NULL","1","0","personer","13","befolkning_verdensregion_2","NULL","NULL","1815"
2014,"NULL","1","1","personer","13","befolkning_verdensregion_2","NULL","NULL","1815"
2014,"NULL","1","alle","personer","26","befolkning_verdensregion_2","NULL","NULL","1815"
2014,"NULL","2","0","personer","16","befolkning_verdensregion_2","NULL","NULL","1815"
2014,"NULL","2","1","personer","3","befolkning_verdensregion_2","NULL","NULL","1815"
2014,"NULL","2","alle","personer","19","befolkning_verdensregion_2","NULL","NULL","1815"
2014,"NULL","1","0","personer","8","befolkning_verdensregion_2","NULL","NULL","1816"
2014,"NULL","1","1","personer","15","befolkning_verdensregion_2","NULL","NULL","1816"
2014,"NULL","1","alle","personer","23","befolkning_verdensregion_2","NULL","NULL","1816"
2014,"NULL","2","0","personer","8","befolkning_verdensregion_2","NULL","NULL","1816"
2014,"NULL","2","1","personer","0","befolkning_verdensregion_2","NULL","NULL","1816"
2014,"NULL","2","alle","personer","8","befolkning_verdensregion_2","NULL","NULL","1816"
2014,"NULL","1","0","personer","58","befolkning_verdensregion_2","NULL","NULL","1818"
2014,"NULL","1","1","personer","95","befolkning_verdensregion_2","NULL","NULL","1818"
2014,"NULL","1","alle","personer","153","befolkning_verdensregion_2","NULL","NULL","1818"
2014,"NULL","2","0","personer","29","befolkning_verdensregion_2","NULL","NULL","1818"
2014,"NULL","2","1","personer","25","befolkning_verdensregion_2","NULL","NULL","1818"
2014,"NULL","2","alle","personer","54","befolkning_verdensregion_2","NULL","NULL","1818"
2014,"NULL","1","0","personer","112","befolkning_verdensregion_2","NULL","NULL","1820"
2014,"NULL","1","1","personer","144","befolkning_verdensregion_2","NULL","NULL","1820"
2014,"NULL","1","alle","personer","256","befolkning_verdensregion_2","NULL","NULL","1820"
2014,"NULL","2","0","personer","200","befolkning_verdensregion_2","NULL","NULL","1820"
2014,"NULL","2","1","personer","196","befolkning_verdensregion_2","NULL","NULL","1820"
2014,"NULL","2","alle","personer","396","befolkning_verdensregion_2","NULL","NULL","1820"
2014,"NULL","1","0","personer","25","befolkning_verdensregion_2","NULL","NULL","1822"
2014,"NULL","1","1","personer","26","befolkning_verdensregion_2","NULL","NULL","1822"
2014,"NULL","1","alle","personer","51","befolkning_verdensregion_2","NULL","NULL","1822"
2014,"NULL","2","0","personer","74","befolkning_verdensregion_2","NULL","NULL","1822"
2014,"NULL","2","1","personer","62","befolkning_verdensregion_2","NULL","NULL","1822"
2014,"NULL","2","alle","personer","136","befolkning_verdensregion_2","NULL","NULL","1822"
2014,"NULL","1","0","personer","112","befolkning_verdensregion_2","NULL","NULL","1824"
2014,"NULL","1","1","personer","162","befolkning_verdensregion_2","NULL","NULL","1824"
2014,"NULL","1","alle","personer","274","befolkning_verdensregion_2","NULL","NULL","1824"
2014,"NULL","2","0","personer","207","befolkning_verdensregion_2","NULL","NULL","1824"
2014,"NULL","2","1","personer","209","befolkning_verdensregion_2","NULL","NULL","1824"
2014,"NULL","2","alle","personer","416","befolkning_verdensregion_2","NULL","NULL","1824"
2014,"NULL","1","0","personer","30","befolkning_verdensregion_2","NULL","NULL","1825"
