"aar","bydel_nr","innvgrunn_6","kjonn","tabellvariabel","tabell_navn","enhet"
"2008","030105","arbeid","alle","77","sysselsatte_innvandringsgrunn","prosent"
"2010","030114","alle","1","68","sysselsatte_innvandringsgrunn","prosent"
"2013","030114","alle","0","58","sysselsatte_innvandringsgrunn","prosent"
"2008","030113","alle","0","53","sysselsatte_innvandringsgrunn","prosent"
"2009","030111","alle","0","50","sysselsatte_innvandringsgrunn","prosent"
"2013","030117","alle","0","46","sysselsatte_innvandringsgrunn","prosent"
"2008","030101","arbeid","1","76","sysselsatte_innvandringsgrunn","prosent"
"2009","030105","familie","alle","50","sysselsatte_innvandringsgrunn","prosent"
"2010","030110","familie","alle","51","sysselsatte_innvandringsgrunn","prosent"
"2006","030101","arbeid","1","71","sysselsatte_innvandringsgrunn","prosent"
"2007","030111","alle","1","65","sysselsatte_innvandringsgrunn","prosent"
"2010","030105","uoppgitt","0","65","sysselsatte_innvandringsgrunn","prosent"
"2010","030106","uoppgitt","0","65","sysselsatte_innvandringsgrunn","prosent"
"2014","030101","flukt","alle","51","sysselsatte_innvandringsgrunn","prosent"
"2007","030106","familie","alle","56","sysselsatte_innvandringsgrunn","prosent"
"2014","030107","uoppgitt","1","65","sysselsatte_innvandringsgrunn","prosent"
"2007","030101","uoppgitt","0","68","sysselsatte_innvandringsgrunn","prosent"
"2006","030116","alle","alle","60","sysselsatte_innvandringsgrunn","prosent"
"2008","030111","alle","0","53","sysselsatte_innvandringsgrunn","prosent"
"2009","030106","arbeid","alle","76","sysselsatte_innvandringsgrunn","prosent"
"2009","030108","uoppgitt","1","65","sysselsatte_innvandringsgrunn","prosent"
"2014","030114","alle","0","57","sysselsatte_innvandringsgrunn","prosent"
"2009","030105","arbeid","alle","75","sysselsatte_innvandringsgrunn","prosent"
"2009","030112","alle","1","68","sysselsatte_innvandringsgrunn","prosent"
"2013","030109","familie","alle","52","sysselsatte_innvandringsgrunn","prosent"
"2006","030103","arbeid","1","70","sysselsatte_innvandringsgrunn","prosent"
"2009","030101","arbeid","1","74","sysselsatte_innvandringsgrunn","prosent"
"2009","030107","familie","alle","53","sysselsatte_innvandringsgrunn","prosent"
"2011","030110","familie","alle","50","sysselsatte_innvandringsgrunn","prosent"
"2008","030112","alle","1","72","sysselsatte_innvandringsgrunn","prosent"
"2014","030103","familie","0","47","sysselsatte_innvandringsgrunn","prosent"
"2014","030108","uoppgitt","1","66","sysselsatte_innvandringsgrunn","prosent"
"2011","030106","arbeid","1","78","sysselsatte_innvandringsgrunn","prosent"
"2011","030108","familie","alle","51","sysselsatte_innvandringsgrunn","prosent"
"2006","030104","flukt","alle","53","sysselsatte_innvandringsgrunn","prosent"
"2013","00","annet","alle","55","sysselsatte_innvandringsgrunn","prosent"
"2014","030199","alle","1","37","sysselsatte_innvandringsgrunn","prosent"
"2013","030106","uoppgitt","0","66","sysselsatte_innvandringsgrunn","prosent"
"2008","030105","familie","alle","54","sysselsatte_innvandringsgrunn","prosent"
"2011","030106","uoppgitt","0","67","sysselsatte_innvandringsgrunn","prosent"
"2013","030107","arbeid","1","79","sysselsatte_innvandringsgrunn","prosent"
"2014","030117","alle","0","47","sysselsatte_innvandringsgrunn","prosent"
"2008","030103","uoppgitt","0","63","sysselsatte_innvandringsgrunn","prosent"
"2011","030107","uoppgitt","1","64","sysselsatte_innvandringsgrunn","prosent"
"2007","030110","uoppgitt","alle","62","sysselsatte_innvandringsgrunn","prosent"
"2012","030107","uoppgitt","1","66","sysselsatte_innvandringsgrunn","prosent"
"2007","030109","uoppgitt","alle","63","sysselsatte_innvandringsgrunn","prosent"
"2009","030102","uoppgitt","0","66","sysselsatte_innvandringsgrunn","prosent"
"2013","030108","uoppgitt","1","66","sysselsatte_innvandringsgrunn","prosent"
"2009","030113","alle","0","53","sysselsatte_innvandringsgrunn","prosent"
"2012","030106","uoppgitt","0","67","sysselsatte_innvandringsgrunn","prosent"
"2012","030199","alle","1","36","sysselsatte_innvandringsgrunn","prosent"
"2010","030104","arbeid","1","75","sysselsatte_innvandringsgrunn","prosent"
"2009","030102","arbeid","alle","74","sysselsatte_innvandringsgrunn","prosent"
"2009","030106","familie","alle","52","sysselsatte_innvandringsgrunn","prosent"
"2011","030115","alle","1","70","sysselsatte_innvandringsgrunn","prosent"
"2013","030108","arbeid","1","80","sysselsatte_innvandringsgrunn","prosent"
"2006","030109","familie","alle","51","sysselsatte_innvandringsgrunn","prosent"
"2007","030101","flukt","alle","52","sysselsatte_innvandringsgrunn","prosent"
"2008","030109","uoppgitt","alle","65","sysselsatte_innvandringsgrunn","prosent"
"2011","030102","arbeid","1","79","sysselsatte_innvandringsgrunn","prosent"
"2013","030107","uoppgitt","1","67","sysselsatte_innvandringsgrunn","prosent"
"2010","030111","alle","0","51","sysselsatte_innvandringsgrunn","prosent"
"2006","030117","alle","1","62","sysselsatte_innvandringsgrunn","prosent"
"2007","030101","uoppgitt","1","65","sysselsatte_innvandringsgrunn","prosent"
"2007","030103","uoppgitt","0","62","sysselsatte_innvandringsgrunn","prosent"
"2008","030107","familie","alle","55","sysselsatte_innvandringsgrunn","prosent"
"2010","030107","familie","alle","52","sysselsatte_innvandringsgrunn","prosent"
"2012","030114","alle","1","69","sysselsatte_innvandringsgrunn","prosent"
"2013","030101","familie","0","47","sysselsatte_innvandringsgrunn","prosent"
"2010","030108","uoppgitt","1","66","sysselsatte_innvandringsgrunn","prosent"
"2012","030108","familie","alle","52","sysselsatte_innvandringsgrunn","prosent"
"2006","030108","arbeid","alle","75","sysselsatte_innvandringsgrunn","prosent"
"2008","030102","arbeid","alle","79","sysselsatte_innvandringsgrunn","prosent"
"2010","030105","familie","alle","51","sysselsatte_innvandringsgrunn","prosent"
"2012","030115","alle","1","70","sysselsatte_innvandringsgrunn","prosent"
"2008","030102","familie","alle","53","sysselsatte_innvandringsgrunn","prosent"
"2009","030111","alle","1","59","sysselsatte_innvandringsgrunn","prosent"
"2007","030104","uoppgitt","1","67","sysselsatte_innvandringsgrunn","prosent"
"2006","030113","alle","1","66","sysselsatte_innvandringsgrunn","prosent"
"2011","030105","arbeid","1","79","sysselsatte_innvandringsgrunn","prosent"
"2008","030104","uoppgitt","1","68","sysselsatte_innvandringsgrunn","prosent"
"2012","030108","uoppgitt","1","67","sysselsatte_innvandringsgrunn","prosent"
"2010","030112","alle","1","69","sysselsatte_innvandringsgrunn","prosent"
"2014","030105","uoppgitt","0","68","sysselsatte_innvandringsgrunn","prosent"
"2008","030103","flukt","alle","57","sysselsatte_innvandringsgrunn","prosent"
"2012","030111","alle","0","50","sysselsatte_innvandringsgrunn","prosent"
"2007","030116","alle","alle","63","sysselsatte_innvandringsgrunn","prosent"
"2008","030101","uoppgitt","0","70","sysselsatte_innvandringsgrunn","prosent"
"2011","030107","arbeid","alle","75","sysselsatte_innvandringsgrunn","prosent"
"2007","030103","flukt","alle","58","sysselsatte_innvandringsgrunn","prosent"
"2012","030110","familie","alle","52","sysselsatte_innvandringsgrunn","prosent"
"2008","030101","uoppgitt","1","66","sysselsatte_innvandringsgrunn","prosent"
"2011","030114","alle","1","70","sysselsatte_innvandringsgrunn","prosent"
"2013","030105","uoppgitt","0","67","sysselsatte_innvandringsgrunn","prosent"
"2013","030108","familie","alle","52","sysselsatte_innvandringsgrunn","prosent"
"2012","030106","arbeid","1","78","sysselsatte_innvandringsgrunn","prosent"
"2009","030102","familie","alle","52","sysselsatte_innvandringsgrunn","prosent"
"2009","030104","uoppgitt","0","63","sysselsatte_innvandringsgrunn","prosent"
"2011","030108","uoppgitt","1","67","sysselsatte_innvandringsgrunn","prosent"
"2008","030104","arbeid","alle","74","sysselsatte_innvandringsgrunn","prosent"
"2013","030199","alle","alle","34","sysselsatte_innvandringsgrunn","prosent"
"2006","030109","alle","0","51","sysselsatte_innvandringsgrunn","prosent"
"2014","030109","familie","alle","53","sysselsatte_innvandringsgrunn","prosent"
"2011","030105","uoppgitt","0","67","sysselsatte_innvandringsgrunn","prosent"
"2009","030106","uoppgitt","1","65","sysselsatte_innvandringsgrunn","prosent"
"2010","030113","alle","0","54","sysselsatte_innvandringsgrunn","prosent"
"2012","030112","alle","1","70","sysselsatte_innvandringsgrunn","prosent"
"2010","030105","arbeid","alle","73","sysselsatte_innvandringsgrunn","prosent"
"2013","030115","alle","1","68","sysselsatte_innvandringsgrunn","prosent"
"2014","00","annet","alle","56","sysselsatte_innvandringsgrunn","prosent"
"2008","030101","flukt","alle","52","sysselsatte_innvandringsgrunn","prosent"
"2008","030106","familie","alle","58","sysselsatte_innvandringsgrunn","prosent"
"2010","030102","familie","alle","50","sysselsatte_innvandringsgrunn","prosent"
"2010","030102","uoppgitt","0","67","sysselsatte_innvandringsgrunn","prosent"
"2012","030105","uoppgitt","0","69","sysselsatte_innvandringsgrunn","prosent"
"2014","030104","uoppgitt","0","65","sysselsatte_innvandringsgrunn","prosent"
"2008","030103","uoppgitt","1","67","sysselsatte_innvandringsgrunn","prosent"
"2010","030106","arbeid","alle","76","sysselsatte_innvandringsgrunn","prosent"
"2007","030104","flukt","alle","57","sysselsatte_innvandringsgrunn","prosent"
"2014","030109","arbeid","alle","79","sysselsatte_innvandringsgrunn","prosent"
"2009","030102","uoppgitt","1","62","sysselsatte_innvandringsgrunn","prosent"
"2011","030111","alle","0","52","sysselsatte_innvandringsgrunn","prosent"
"2008","030111","alle","1","63","sysselsatte_innvandringsgrunn","prosent"
"2014","030101","familie","0","49","sysselsatte_innvandringsgrunn","prosent"
"2009","030116","alle","alle","59","sysselsatte_innvandringsgrunn","prosent"
"2007","030103","uoppgitt","1","66","sysselsatte_innvandringsgrunn","prosent"
"2009","030117","alle","1","60","sysselsatte_innvandringsgrunn","prosent"
"2011","030107","familie","alle","54","sysselsatte_innvandringsgrunn","prosent"
"2014","030107","arbeid","1","78","sysselsatte_innvandringsgrunn","prosent"
"2010","030106","familie","alle","53","sysselsatte_innvandringsgrunn","prosent"
"2007","030104","familie","alle","52","sysselsatte_innvandringsgrunn","prosent"
"2010","030104","uoppgitt","0","63","sysselsatte_innvandringsgrunn","prosent"
"2011","030108","arbeid","alle","79","sysselsatte_innvandringsgrunn","prosent"
"2006","030106","arbeid","alle","73","sysselsatte_innvandringsgrunn","prosent"
"2011","030105","familie","alle","51","sysselsatte_innvandringsgrunn","prosent"
"2011","030112","alle","1","70","sysselsatte_innvandringsgrunn","prosent"
"2007","030117","alle","1","64","sysselsatte_innvandringsgrunn","prosent"
"2013","030111","alle","0","53","sysselsatte_innvandringsgrunn","prosent"
"2011","030103","arbeid","1","78","sysselsatte_innvandringsgrunn","prosent"
"2012","030107","familie","alle","54","sysselsatte_innvandringsgrunn","prosent"
"2008","030116","alle","alle","62","sysselsatte_innvandringsgrunn","prosent"
"2013","030114","alle","1","71","sysselsatte_innvandringsgrunn","prosent"
"2006","030105","arbeid","alle","75","sysselsatte_innvandringsgrunn","prosent"
"2006","030108","familie","alle","52","sysselsatte_innvandringsgrunn","prosent"
"2013","030110","familie","alle","53","sysselsatte_innvandringsgrunn","prosent"
"2008","030117","alle","1","63","sysselsatte_innvandringsgrunn","prosent"
"2007","030101","familie","alle","55","sysselsatte_innvandringsgrunn","prosent"
"2013","030107","familie","alle","54","sysselsatte_innvandringsgrunn","prosent"
"2012","030104","uoppgitt","0","65","sysselsatte_innvandringsgrunn","prosent"
"2012","030102","uoppgitt","0","69","sysselsatte_innvandringsgrunn","prosent"
"2014","030115","alle","1","69","sysselsatte_innvandringsgrunn","prosent"
"2010","030111","alle","1","61","sysselsatte_innvandringsgrunn","prosent"
"2013","030102","uoppgitt","0","67","sysselsatte_innvandringsgrunn","prosent"
"2007","030113","alle","1","69","sysselsatte_innvandringsgrunn","prosent"
"2009","030105","uoppgitt","1","66","sysselsatte_innvandringsgrunn","prosent"
"2014","030108","familie","alle","54","sysselsatte_innvandringsgrunn","prosent"
"2008","030103","arbeid","alle","79","sysselsatte_innvandringsgrunn","prosent"
"2010","030117","alle","1","60","sysselsatte_innvandringsgrunn","prosent"
"2010","030102","uoppgitt","1","64","sysselsatte_innvandringsgrunn","prosent"
"2014","030106","uoppgitt","1","68","sysselsatte_innvandringsgrunn","prosent"
"2013","030112","alle","1","71","sysselsatte_innvandringsgrunn","prosent"
"2008","030104","flukt","alle","58","sysselsatte_innvandringsgrunn","prosent"
"2010","030101","arbeid","1","75","sysselsatte_innvandringsgrunn","prosent"
"2014","030107","familie","alle","54","sysselsatte_innvandringsgrunn","prosent"
"2012","030105","familie","alle","52","sysselsatte_innvandringsgrunn","prosent"
"2011","030106","familie","alle","54","sysselsatte_innvandringsgrunn","prosent"
"2007","030109","alle","0","53","sysselsatte_innvandringsgrunn","prosent"
"2009","030104","arbeid","alle","76","sysselsatte_innvandringsgrunn","prosent"
"2010","030102","arbeid","alle","77","sysselsatte_innvandringsgrunn","prosent"
"2009","030103","arbeid","alle","75","sysselsatte_innvandringsgrunn","prosent"
"2010","030116","alle","alle","60","sysselsatte_innvandringsgrunn","prosent"
"2011","030102","uoppgitt","0","68","sysselsatte_innvandringsgrunn","prosent"
"2014","030111","alle","0","53","sysselsatte_innvandringsgrunn","prosent"
"2006","030105","familie","alle","52","sysselsatte_innvandringsgrunn","prosent"
"2013","030104","uoppgitt","0","66","sysselsatte_innvandringsgrunn","prosent"
"2014","030112","alle","1","72","sysselsatte_innvandringsgrunn","prosent"
"2012","030102","arbeid","1","79","sysselsatte_innvandringsgrunn","prosent"
"2009","030104","familie","alle","49","sysselsatte_innvandringsgrunn","prosent"
"2012","030105","arbeid","1","82","sysselsatte_innvandringsgrunn","prosent"
"2014","030114","alle","1","71","sysselsatte_innvandringsgrunn","prosent"
"2013","030106","uoppgitt","1","67","sysselsatte_innvandringsgrunn","prosent"
"2006","030110","familie","alle","51","sysselsatte_innvandringsgrunn","prosent"
"2012","030107","arbeid","alle","78","sysselsatte_innvandringsgrunn","prosent"
"2014","030108","arbeid","1","82","sysselsatte_innvandringsgrunn","prosent"
"2014","030110","familie","alle","53","sysselsatte_innvandringsgrunn","prosent"
"2011","030102","familie","alle","52","sysselsatte_innvandringsgrunn","prosent"
"2006","030114","alle","alle","61","sysselsatte_innvandringsgrunn","prosent"
"2014","030102","uoppgitt","0","69","sysselsatte_innvandringsgrunn","prosent"
"2007","030107","uoppgitt","alle","63","sysselsatte_innvandringsgrunn","prosent"
"2008","030107","uoppgitt","alle","64","sysselsatte_innvandringsgrunn","prosent"
"2012","030113","alle","0","56","sysselsatte_innvandringsgrunn","prosent"
"2010","030106","uoppgitt","1","69","sysselsatte_innvandringsgrunn","prosent"
"2011","030113","alle","0","58","sysselsatte_innvandringsgrunn","prosent"
"2009","030103","uoppgitt","0","62","sysselsatte_innvandringsgrunn","prosent"
"2007","030103","familie","alle","55","sysselsatte_innvandringsgrunn","prosent"
"2013","030106","arbeid","1","80","sysselsatte_innvandringsgrunn","prosent"
"2011","030117","alle","1","61","sysselsatte_innvandringsgrunn","prosent"
"2011","030104","uoppgitt","0","66","sysselsatte_innvandringsgrunn","prosent"
"2012","030106","familie","alle","55","sysselsatte_innvandringsgrunn","prosent"
"2012","030117","alle","1","60","sysselsatte_innvandringsgrunn","prosent"
"2011","030106","uoppgitt","1","67","sysselsatte_innvandringsgrunn","prosent"
"2006","030110","alle","0","49","sysselsatte_innvandringsgrunn","prosent"
"2012","030106","uoppgitt","1","68","sysselsatte_innvandringsgrunn","prosent"
"2012","030102","familie","alle","52","sysselsatte_innvandringsgrunn","prosent"
"2006","030102","arbeid","alle","73","sysselsatte_innvandringsgrunn","prosent"
"2006","030115","alle","alle","59","sysselsatte_innvandringsgrunn","prosent"
"2010","030104","familie","alle","49","sysselsatte_innvandringsgrunn","prosent"
"2009","030101","uoppgitt","0","67","sysselsatte_innvandringsgrunn","prosent"
"2012","030108","arbeid","alle","80","sysselsatte_innvandringsgrunn","prosent"
"2006","030107","familie","alle","51","sysselsatte_innvandringsgrunn","prosent"
"2009","030101","familie","alle","50","sysselsatte_innvandringsgrunn","prosent"
"2008","030104","familie","alle","52","sysselsatte_innvandringsgrunn","prosent"
"2014","030103","uoppgitt","0","62","sysselsatte_innvandringsgrunn","prosent"
"2008","030101","arbeid","alle","77","sysselsatte_innvandringsgrunn","prosent"
"2010","030103","uoppgitt","0","62","sysselsatte_innvandringsgrunn","prosent"
"2010","030105","uoppgitt","1","67","sysselsatte_innvandringsgrunn","prosent"
"2013","030105","familie","alle","53","sysselsatte_innvandringsgrunn","prosent"
"2013","030106","familie","alle","54","sysselsatte_innvandringsgrunn","prosent"
"2012","030111","alle","1","65","sysselsatte_innvandringsgrunn","prosent"
"2008","030101","familie","alle","52","sysselsatte_innvandringsgrunn","prosent"
"2007","030108","uoppgitt","alle","65","sysselsatte_innvandringsgrunn","prosent"
"2011","030116","alle","alle","61","sysselsatte_innvandringsgrunn","prosent"
"2013","030103","uoppgitt","0","62","sysselsatte_innvandringsgrunn","prosent"
"2006","030107","alle","0","50","sysselsatte_innvandringsgrunn","prosent"
"2008","030108","uoppgitt","alle","67","sysselsatte_innvandringsgrunn","prosent"
"2013","030107","arbeid","alle","79","sysselsatte_innvandringsgrunn","prosent"
"2012","030103","uoppgitt","0","63","sysselsatte_innvandringsgrunn","prosent"
"2011","030102","uoppgitt","1","67","sysselsatte_innvandringsgrunn","prosent"
"2012","030103","arbeid","1","81","sysselsatte_innvandringsgrunn","prosent"
"2009","030113","alle","1","67","sysselsatte_innvandringsgrunn","prosent"
"2013","030113","alle","0","57","sysselsatte_innvandringsgrunn","prosent"
"2009","030103","familie","alle","51","sysselsatte_innvandringsgrunn","prosent"
"2009","030104","uoppgitt","1","64","sysselsatte_innvandringsgrunn","prosent"
"2011","030111","alle","1","64","sysselsatte_innvandringsgrunn","prosent"
"2008","030113","alle","1","69","sysselsatte_innvandringsgrunn","prosent"
"2011","030104","arbeid","1","79","sysselsatte_innvandringsgrunn","prosent"
"2013","030105","uoppgitt","1","70","sysselsatte_innvandringsgrunn","prosent"
"2014","030105","uoppgitt","1","69","sysselsatte_innvandringsgrunn","prosent"
"2013","030117","alle","1","62","sysselsatte_innvandringsgrunn","prosent"
"2006","030112","alle","alle","62","sysselsatte_innvandringsgrunn","prosent"
"2012","030116","alle","alle","61","sysselsatte_innvandringsgrunn","prosent"
"2013","030102","familie","alle","50","sysselsatte_innvandringsgrunn","prosent"
"2011","030104","familie","alle","51","sysselsatte_innvandringsgrunn","prosent"
"2014","030106","familie","alle","53","sysselsatte_innvandringsgrunn","prosent"
"2010","030103","arbeid","alle","75","sysselsatte_innvandringsgrunn","prosent"
"2013","030111","alle","1","64","sysselsatte_innvandringsgrunn","prosent"
"2014","030111","alle","1","64","sysselsatte_innvandringsgrunn","prosent"
"2010","030101","familie","alle","51","sysselsatte_innvandringsgrunn","prosent"
"2006","030102","familie","alle","52","sysselsatte_innvandringsgrunn","prosent"
"2013","030105","arbeid","1","80","sysselsatte_innvandringsgrunn","prosent"
"2008","030109","alle","0","56","sysselsatte_innvandringsgrunn","prosent"
"2009","030101","arbeid","alle","75","sysselsatte_innvandringsgrunn","prosent"
"2009","030110","uoppgitt","alle","60","sysselsatte_innvandringsgrunn","prosent"
"2011","030106","arbeid","alle","78","sysselsatte_innvandringsgrunn","prosent"
"2011","030103","uoppgitt","0","64","sysselsatte_innvandringsgrunn","prosent"
"2012","030102","uoppgitt","1","69","sysselsatte_innvandringsgrunn","prosent"
"2012","030105","uoppgitt","1","70","sysselsatte_innvandringsgrunn","prosent"
"2014","030117","alle","1","62","sysselsatte_innvandringsgrunn","prosent"
"2012","030199","alle","alle","34","sysselsatte_innvandringsgrunn","prosent"
"2014","030113","alle","0","58","sysselsatte_innvandringsgrunn","prosent"
"2013","030102","uoppgitt","1","70","sysselsatte_innvandringsgrunn","prosent"
"2010","030113","alle","1","67","sysselsatte_innvandringsgrunn","prosent"
"2009","030109","uoppgitt","alle","63","sysselsatte_innvandringsgrunn","prosent"
"2011","030105","uoppgitt","1","69","sysselsatte_innvandringsgrunn","prosent"
"2007","030114","alle","alle","63","sysselsatte_innvandringsgrunn","prosent"
"2010","030104","arbeid","alle","76","sysselsatte_innvandringsgrunn","prosent"
"2008","030103","familie","alle","54","sysselsatte_innvandringsgrunn","prosent"
"2013","030116","alle","alle","61","sysselsatte_innvandringsgrunn","prosent"
"2010","030101","uoppgitt","0","69","sysselsatte_innvandringsgrunn","prosent"
"2014","030104","uoppgitt","1","67","sysselsatte_innvandringsgrunn","prosent"
"2010","030103","familie","alle","52","sysselsatte_innvandringsgrunn","prosent"
"2007","030110","alle","0","52","sysselsatte_innvandringsgrunn","prosent"
"2014","030199","alle","alle","35","sysselsatte_innvandringsgrunn","prosent"
"2014","030106","arbeid","1","82","sysselsatte_innvandringsgrunn","prosent"
"2014","030110","uoppgitt","alle","61","sysselsatte_innvandringsgrunn","prosent"
"2013","030102","arbeid","1","80","sysselsatte_innvandringsgrunn","prosent"
"2010","030104","uoppgitt","1","65","sysselsatte_innvandringsgrunn","prosent"
"2010","030110","uoppgitt","alle","60","sysselsatte_innvandringsgrunn","prosent"
"2009","030109","alle","0","54","sysselsatte_innvandringsgrunn","prosent"
"2007","030115","alle","alle","62","sysselsatte_innvandringsgrunn","prosent"
"2010","030109","uoppgitt","alle","62","sysselsatte_innvandringsgrunn","prosent"
"2014","030105","familie","alle","55","sysselsatte_innvandringsgrunn","prosent"
"2013","030108","arbeid","alle","79","sysselsatte_innvandringsgrunn","prosent"
"2013","030109","uoppgitt","alle","63","sysselsatte_innvandringsgrunn","prosent"
"2009","030101","uoppgitt","1","62","sysselsatte_innvandringsgrunn","prosent"
"2012","030104","familie","alle","50","sysselsatte_innvandringsgrunn","prosent"
"2014","030109","uoppgitt","alle","62","sysselsatte_innvandringsgrunn","prosent"
"2014","030116","alle","alle","62","sysselsatte_innvandringsgrunn","prosent"
"2011","030105","arbeid","alle","78","sysselsatte_innvandringsgrunn","prosent"
"2013","030104","uoppgitt","1","67","sysselsatte_innvandringsgrunn","prosent"
"2014","030102","uoppgitt","1","70","sysselsatte_innvandringsgrunn","prosent"
"2009","030103","uoppgitt","1","64","sysselsatte_innvandringsgrunn","prosent"
"2014","030102","familie","alle","50","sysselsatte_innvandringsgrunn","prosent"
"2006","030106","familie","alle","55","sysselsatte_innvandringsgrunn","prosent"
"2011","030101","familie","alle","51","sysselsatte_innvandringsgrunn","prosent"
"2011","030102","arbeid","alle","80","sysselsatte_innvandringsgrunn","prosent"
"2012","030104","arbeid","1","80","sysselsatte_innvandringsgrunn","prosent"
"2006","030104","arbeid","alle","74","sysselsatte_innvandringsgrunn","prosent"
"2007","030107","alle","0","53","sysselsatte_innvandringsgrunn","prosent"
"2012","030104","uoppgitt","1","68","sysselsatte_innvandringsgrunn","prosent"
"2011","030113","alle","1","67","sysselsatte_innvandringsgrunn","prosent"
"2013","030110","uoppgitt","alle","62","sysselsatte_innvandringsgrunn","prosent"
"2014","030101","uoppgitt","0","69","sysselsatte_innvandringsgrunn","prosent"
"2008","030110","alle","0","53","sysselsatte_innvandringsgrunn","prosent"
"2011","030101","arbeid","1","77","sysselsatte_innvandringsgrunn","prosent"
"2012","030110","uoppgitt","alle","61","sysselsatte_innvandringsgrunn","prosent"
"2012","030106","arbeid","alle","78","sysselsatte_innvandringsgrunn","prosent"
"2011","030101","uoppgitt","0","69","sysselsatte_innvandringsgrunn","prosent"
"2011","030103","familie","alle","52","sysselsatte_innvandringsgrunn","prosent"
"2012","030109","uoppgitt","alle","63","sysselsatte_innvandringsgrunn","prosent"
"2012","030113","alle","1","67","sysselsatte_innvandringsgrunn","prosent"
"2011","030110","uoppgitt","alle","62","sysselsatte_innvandringsgrunn","prosent"
"2006","030101","familie","alle","52","sysselsatte_innvandringsgrunn","prosent"
"2006","030109","alle","1","62","sysselsatte_innvandringsgrunn","prosent"
"2010","030103","uoppgitt","1","64","sysselsatte_innvandringsgrunn","prosent"
"2014","030107","arbeid","alle","78","sysselsatte_innvandringsgrunn","prosent"
"2013","030101","uoppgitt","0","70","sysselsatte_innvandringsgrunn","prosent"
"2013","030103","arbeid","1","79","sysselsatte_innvandringsgrunn","prosent"
"2012","030101","uoppgitt","0","70","sysselsatte_innvandringsgrunn","prosent"
"2010","030109","alle","0","55","sysselsatte_innvandringsgrunn","prosent"
"2011","030104","uoppgitt","1","68","sysselsatte_innvandringsgrunn","prosent"
"2009","030110","alle","0","52","sysselsatte_innvandringsgrunn","prosent"
"2006","030108","alle","0","52","sysselsatte_innvandringsgrunn","prosent"
"2011","030109","uoppgitt","alle","64","sysselsatte_innvandringsgrunn","prosent"
"2012","030101","familie","alle","50","sysselsatte_innvandringsgrunn","prosent"
"2008","030106","uoppgitt","alle","65","sysselsatte_innvandringsgrunn","prosent"
"2006","030101","arbeid","alle","73","sysselsatte_innvandringsgrunn","prosent"
"2007","030112","alle","alle","66","sysselsatte_innvandringsgrunn","prosent"
"2010","030101","uoppgitt","1","64","sysselsatte_innvandringsgrunn","prosent"
"2014","030105","arbeid","1","81","sysselsatte_innvandringsgrunn","prosent"
"2014","030102","arbeid","1","81","sysselsatte_innvandringsgrunn","prosent"
"2006","030105","alle","0","55","sysselsatte_innvandringsgrunn","prosent"
"2014","030103","uoppgitt","1","68","sysselsatte_innvandringsgrunn","prosent"
"2007","030106","uoppgitt","alle","65","sysselsatte_innvandringsgrunn","prosent"
"2012","030103","familie","alle","52","sysselsatte_innvandringsgrunn","prosent"
"2008","030114","alle","alle","64","sysselsatte_innvandringsgrunn","prosent"
"2011","030103","uoppgitt","1","66","sysselsatte_innvandringsgrunn","prosent"
"2012","030103","uoppgitt","1","67","sysselsatte_innvandringsgrunn","prosent"
"2013","030104","familie","alle","53","sysselsatte_innvandringsgrunn","prosent"
"2008","030115","alle","alle","64","sysselsatte_innvandringsgrunn","prosent"
"2013","030103","familie","alle","51","sysselsatte_innvandringsgrunn","prosent"
"2007","030105","uoppgitt","alle","67","sysselsatte_innvandringsgrunn","prosent"
"2013","030103","uoppgitt","1","67","sysselsatte_innvandringsgrunn","prosent"
"2011","030103","arbeid","alle","78","sysselsatte_innvandringsgrunn","prosent"
"2006","030104","familie","alle","51","sysselsatte_innvandringsgrunn","prosent"
"2006","030103","arbeid","alle","72","sysselsatte_innvandringsgrunn","prosent"
"2009","030115","alle","alle","62","sysselsatte_innvandringsgrunn","prosent"
"2013","030113","alle","1","67","sysselsatte_innvandringsgrunn","prosent"
"2010","030110","alle","0","52","sysselsatte_innvandringsgrunn","prosent"
"2010","030101","arbeid","alle","76","sysselsatte_innvandringsgrunn","prosent"
"2006","030106","alle","0","55","sysselsatte_innvandringsgrunn","prosent"
"2009","030114","alle","alle","62","sysselsatte_innvandringsgrunn","prosent"
"2008","030105","uoppgitt","alle","68","sysselsatte_innvandringsgrunn","prosent"
"2012","030105","arbeid","alle","81","sysselsatte_innvandringsgrunn","prosent"
"2014","030108","arbeid","alle","81","sysselsatte_innvandringsgrunn","prosent"
"2011","030109","alle","0","56","sysselsatte_innvandringsgrunn","prosent"
"2014","030104","familie","alle","54","sysselsatte_innvandringsgrunn","prosent"
"2008","030107","alle","0","56","sysselsatte_innvandringsgrunn","prosent"
"2012","030102","arbeid","alle","79","sysselsatte_innvandringsgrunn","prosent"
"2010","030115","alle","alle","62","sysselsatte_innvandringsgrunn","prosent"
"2009","030107","uoppgitt","alle","62","sysselsatte_innvandringsgrunn","prosent"
"2008","030112","alle","alle","65","sysselsatte_innvandringsgrunn","prosent"
"2007","030109","alle","1","65","sysselsatte_innvandringsgrunn","prosent"
"2007","030102","uoppgitt","alle","66","sysselsatte_innvandringsgrunn","prosent"
"2013","030104","arbeid","1","81","sysselsatte_innvandringsgrunn","prosent"
