kommune_nr,innvkat_2,arbeidsalder_18_69,aar,tabellvariabel,tabellnavn,enhet
1243,innvandrere,alle,2010,65.51,sysselsatte_innvkat_alder,prosent
1244,alle,alle,2010,75.15,sysselsatte_innvkat_alder,prosent
1244,befolkningen_ellers,alle,2010,74.59,sysselsatte_innvkat_alder,prosent
1244,innvandrere,alle,2010,80.18,sysselsatte_innvkat_alder,prosent
1245,alle,alle,2010,69.95,sysselsatte_innvkat_alder,prosent
1245,befolkningen_ellers,alle,2010,70.86,sysselsatte_innvkat_alder,prosent
1245,innvandrere,alle,2010,61.49,sysselsatte_innvkat_alder,prosent
1246,alle,alle,2010,71.46,sysselsatte_innvkat_alder,prosent
1246,befolkningen_ellers,alle,2010,71.85,sysselsatte_innvkat_alder,prosent
1246,innvandrere,alle,2010,66.38,sysselsatte_innvkat_alder,prosent
1247,alle,alle,2010,71.69,sysselsatte_innvkat_alder,prosent
1247,befolkningen_ellers,alle,2010,72.15,sysselsatte_innvkat_alder,prosent
1247,innvandrere,alle,2010,65.54,sysselsatte_innvkat_alder,prosent
1251,alle,alle,2010,66.64,sysselsatte_innvkat_alder,prosent
1251,befolkningen_ellers,alle,2010,67.08,sysselsatte_innvkat_alder,prosent
1251,innvandrere,alle,2010,59.77,sysselsatte_innvkat_alder,prosent
1252,alle,alle,2010,68.03,sysselsatte_innvkat_alder,prosent
1252,befolkningen_ellers,alle,2010,67.97,sysselsatte_innvkat_alder,prosent
1252,innvandrere,alle,2010,69.23,sysselsatte_innvkat_alder,prosent
1253,alle,alle,2010,70.44,sysselsatte_innvkat_alder,prosent
1253,befolkningen_ellers,alle,2010,70.78,sysselsatte_innvkat_alder,prosent
1253,innvandrere,alle,2010,65.62,sysselsatte_innvkat_alder,prosent
1256,alle,alle,2010,72.60,sysselsatte_innvkat_alder,prosent
1256,befolkningen_ellers,alle,2010,73.01,sysselsatte_innvkat_alder,prosent
1256,innvandrere,alle,2010,66.33,sysselsatte_innvkat_alder,prosent
1259,alle,alle,2010,67.65,sysselsatte_innvkat_alder,prosent
1259,befolkningen_ellers,alle,2010,67.25,sysselsatte_innvkat_alder,prosent
1259,innvandrere,alle,2010,72.69,sysselsatte_innvkat_alder,prosent
1260,alle,alle,2010,69.43,sysselsatte_innvkat_alder,prosent
1260,befolkningen_ellers,alle,2010,70.08,sysselsatte_innvkat_alder,prosent
1260,innvandrere,alle,2010,63.17,sysselsatte_innvkat_alder,prosent
1263,alle,alle,2010,71.81,sysselsatte_innvkat_alder,prosent
1263,befolkningen_ellers,alle,2010,72.10,sysselsatte_innvkat_alder,prosent
1263,innvandrere,alle,2010,68.06,sysselsatte_innvkat_alder,prosent
1264,alle,alle,2010,70.07,sysselsatte_innvkat_alder,prosent
1264,befolkningen_ellers,alle,2010,70.37,sysselsatte_innvkat_alder,prosent
1264,innvandrere,alle,2010,68.12,sysselsatte_innvkat_alder,prosent
1265,alle,alle,2010,69.02,sysselsatte_innvkat_alder,prosent
1265,befolkningen_ellers,alle,2010,68.72,sysselsatte_innvkat_alder,prosent
1265,innvandrere,alle,2010,73.91,sysselsatte_innvkat_alder,prosent
1266,alle,alle,2010,74.05,sysselsatte_innvkat_alder,prosent
1266,befolkningen_ellers,alle,2010,74.15,sysselsatte_innvkat_alder,prosent
1266,innvandrere,alle,2010,71.05,sysselsatte_innvkat_alder,prosent
1401,alle,alle,2010,69.77,sysselsatte_innvkat_alder,prosent
1401,befolkningen_ellers,alle,2010,71.19,sysselsatte_innvkat_alder,prosent
1401,innvandrere,alle,2010,57.72,sysselsatte_innvkat_alder,prosent
1411,alle,alle,2010,73.73,sysselsatte_innvkat_alder,prosent
1411,befolkningen_ellers,alle,2010,73.29,sysselsatte_innvkat_alder,prosent
1411,innvandrere,alle,2010,81.05,sysselsatte_innvkat_alder,prosent
1412,alle,alle,2010,70.71,sysselsatte_innvkat_alder,prosent
1412,befolkningen_ellers,alle,2010,70.27,sysselsatte_innvkat_alder,prosent
1412,innvandrere,alle,2010,75.47,sysselsatte_innvkat_alder,prosent
1413,alle,alle,2010,67.92,sysselsatte_innvkat_alder,prosent
1413,befolkningen_ellers,alle,2010,67.82,sysselsatte_innvkat_alder,prosent
1413,innvandrere,alle,2010,68.70,sysselsatte_innvkat_alder,prosent
1416,alle,alle,2010,66.33,sysselsatte_innvkat_alder,prosent
1416,befolkningen_ellers,alle,2010,66.78,sysselsatte_innvkat_alder,prosent
1416,innvandrere,alle,2010,60.85,sysselsatte_innvkat_alder,prosent
1417,alle,alle,2010,74.35,sysselsatte_innvkat_alder,prosent
1417,befolkningen_ellers,alle,2010,74.55,sysselsatte_innvkat_alder,prosent
1417,innvandrere,alle,2010,71.64,sysselsatte_innvkat_alder,prosent
1418,alle,alle,2010,73.29,sysselsatte_innvkat_alder,prosent
1418,befolkningen_ellers,alle,2010,72.96,sysselsatte_innvkat_alder,prosent
1418,innvandrere,alle,2010,75.37,sysselsatte_innvkat_alder,prosent
1419,alle,alle,2010,76.18,sysselsatte_innvkat_alder,prosent
1419,befolkningen_ellers,alle,2010,76.14,sysselsatte_innvkat_alder,prosent
1419,innvandrere,alle,2010,76.92,sysselsatte_innvkat_alder,prosent
1420,alle,alle,2010,75.03,sysselsatte_innvkat_alder,prosent
1420,befolkningen_ellers,alle,2010,75.91,sysselsatte_innvkat_alder,prosent
1420,innvandrere,alle,2010,62.68,sysselsatte_innvkat_alder,prosent
1421,alle,alle,2010,74.94,sysselsatte_innvkat_alder,prosent
1421,befolkningen_ellers,alle,2010,74.85,sysselsatte_innvkat_alder,prosent
1421,innvandrere,alle,2010,76.39,sysselsatte_innvkat_alder,prosent
1422,alle,alle,2010,73.06,sysselsatte_innvkat_alder,prosent
1422,befolkningen_ellers,alle,2010,72.79,sysselsatte_innvkat_alder,prosent
1422,innvandrere,alle,2010,76.58,sysselsatte_innvkat_alder,prosent
1424,alle,alle,2010,69.51,sysselsatte_innvkat_alder,prosent
1424,befolkningen_ellers,alle,2010,68.76,sysselsatte_innvkat_alder,prosent
1424,innvandrere,alle,2010,76.57,sysselsatte_innvkat_alder,prosent
1426,alle,alle,2010,72.91,sysselsatte_innvkat_alder,prosent
1426,befolkningen_ellers,alle,2010,73.06,sysselsatte_innvkat_alder,prosent
1426,innvandrere,alle,2010,69.94,sysselsatte_innvkat_alder,prosent
1428,alle,alle,2010,69.07,sysselsatte_innvkat_alder,prosent
1428,befolkningen_ellers,alle,2010,69.35,sysselsatte_innvkat_alder,prosent
1428,innvandrere,alle,2010,62.64,sysselsatte_innvkat_alder,prosent
1429,alle,alle,2010,63.67,sysselsatte_innvkat_alder,prosent
1429,befolkningen_ellers,alle,2010,71.66,sysselsatte_innvkat_alder,prosent
1429,innvandrere,alle,2010,26.13,sysselsatte_innvkat_alder,prosent
1430,alle,alle,2010,74.75,sysselsatte_innvkat_alder,prosent
1430,befolkningen_ellers,alle,2010,74.55,sysselsatte_innvkat_alder,prosent
1430,innvandrere,alle,2010,78.30,sysselsatte_innvkat_alder,prosent
1431,alle,alle,2010,76.86,sysselsatte_innvkat_alder,prosent
1431,befolkningen_ellers,alle,2010,77.26,sysselsatte_innvkat_alder,prosent
1431,innvandrere,alle,2010,69.64,sysselsatte_innvkat_alder,prosent
1432,alle,alle,2010,77.30,sysselsatte_innvkat_alder,prosent
1432,befolkningen_ellers,alle,2010,77.77,sysselsatte_innvkat_alder,prosent
1432,innvandrere,alle,2010,71.27,sysselsatte_innvkat_alder,prosent
1433,alle,alle,2010,76.56,sysselsatte_innvkat_alder,prosent
1433,befolkningen_ellers,alle,2010,76.82,sysselsatte_innvkat_alder,prosent
1433,innvandrere,alle,2010,70.51,sysselsatte_innvkat_alder,prosent
1438,alle,alle,2010,68.88,sysselsatte_innvkat_alder,prosent
1438,befolkningen_ellers,alle,2010,68.70,sysselsatte_innvkat_alder,prosent
1438,innvandrere,alle,2010,70.32,sysselsatte_innvkat_alder,prosent
1439,alle,alle,2010,71.80,sysselsatte_innvkat_alder,prosent
1439,befolkningen_ellers,alle,2010,71.52,sysselsatte_innvkat_alder,prosent
1439,innvandrere,alle,2010,74.51,sysselsatte_innvkat_alder,prosent
1441,alle,alle,2010,71.13,sysselsatte_innvkat_alder,prosent
1441,befolkningen_ellers,alle,2010,71.01,sysselsatte_innvkat_alder,prosent
1441,innvandrere,alle,2010,73.47,sysselsatte_innvkat_alder,prosent
1443,alle,alle,2010,73.36,sysselsatte_innvkat_alder,prosent
1443,befolkningen_ellers,alle,2010,74.18,sysselsatte_innvkat_alder,prosent
1443,innvandrere,alle,2010,61.89,sysselsatte_innvkat_alder,prosent
1444,alle,alle,2010,78.18,sysselsatte_innvkat_alder,prosent
1444,befolkningen_ellers,alle,2010,78.53,sysselsatte_innvkat_alder,prosent
1444,innvandrere,alle,2010,72.34,sysselsatte_innvkat_alder,prosent
1445,alle,alle,2010,74.06,sysselsatte_innvkat_alder,prosent
1445,befolkningen_ellers,alle,2010,74.75,sysselsatte_innvkat_alder,prosent
1445,innvandrere,alle,2010,62.10,sysselsatte_innvkat_alder,prosent
1449,alle,alle,2010,75.83,sysselsatte_innvkat_alder,prosent
1449,befolkningen_ellers,alle,2010,76.38,sysselsatte_innvkat_alder,prosent
1449,innvandrere,alle,2010,72.38,sysselsatte_innvkat_alder,prosent
1502,alle,alle,2010,72.06,sysselsatte_innvkat_alder,prosent
1502,befolkningen_ellers,alle,2010,72.27,sysselsatte_innvkat_alder,prosent
1502,innvandrere,alle,2010,69.56,sysselsatte_innvkat_alder,prosent
1504,alle,alle,2010,72.88,sysselsatte_innvkat_alder,prosent
1504,befolkningen_ellers,alle,2010,73.44,sysselsatte_innvkat_alder,prosent
1504,innvandrere,alle,2010,67.47,sysselsatte_innvkat_alder,prosent
1505,alle,alle,2010,66.95,sysselsatte_innvkat_alder,prosent
1505,befolkningen_ellers,alle,2010,67.40,sysselsatte_innvkat_alder,prosent
1505,innvandrere,alle,2010,62.25,sysselsatte_innvkat_alder,prosent
1511,alle,alle,2010,67.92,sysselsatte_innvkat_alder,prosent
1511,befolkningen_ellers,alle,2010,67.91,sysselsatte_innvkat_alder,prosent
1511,innvandrere,alle,2010,68.06,sysselsatte_innvkat_alder,prosent
1514,alle,alle,2010,69.85,sysselsatte_innvkat_alder,prosent
1514,befolkningen_ellers,alle,2010,68.45,sysselsatte_innvkat_alder,prosent
1514,innvandrere,alle,2010,78.36,sysselsatte_innvkat_alder,prosent
1515,alle,alle,2010,70.99,sysselsatte_innvkat_alder,prosent
1515,befolkningen_ellers,alle,2010,71.14,sysselsatte_innvkat_alder,prosent
1515,innvandrere,alle,2010,69.12,sysselsatte_innvkat_alder,prosent
1516,alle,alle,2010,73.30,sysselsatte_innvkat_alder,prosent
1516,befolkningen_ellers,alle,2010,73.09,sysselsatte_innvkat_alder,prosent
1516,innvandrere,alle,2010,74.39,sysselsatte_innvkat_alder,prosent
1517,alle,alle,2010,70.53,sysselsatte_innvkat_alder,prosent
1517,befolkningen_ellers,alle,2010,70.41,sysselsatte_innvkat_alder,prosent
1517,innvandrere,alle,2010,71.30,sysselsatte_innvkat_alder,prosent
1519,alle,alle,2010,69.34,sysselsatte_innvkat_alder,prosent
1519,befolkningen_ellers,alle,2010,70.58,sysselsatte_innvkat_alder,prosent
1519,innvandrere,alle,2010,53.86,sysselsatte_innvkat_alder,prosent
1520,alle,alle,2010,70.94,sysselsatte_innvkat_alder,prosent
1520,befolkningen_ellers,alle,2010,71.54,sysselsatte_innvkat_alder,prosent
1520,innvandrere,alle,2010,62.05,sysselsatte_innvkat_alder,prosent
1523,alle,alle,2010,73.39,sysselsatte_innvkat_alder,prosent
1523,befolkningen_ellers,alle,2010,73.31,sysselsatte_innvkat_alder,prosent
1523,innvandrere,alle,2010,74.05,sysselsatte_innvkat_alder,prosent
1524,alle,alle,2010,74.84,sysselsatte_innvkat_alder,prosent
1524,befolkningen_ellers,alle,2010,74.71,sysselsatte_innvkat_alder,prosent
1524,innvandrere,alle,2010,76.19,sysselsatte_innvkat_alder,prosent
1525,alle,alle,2010,75.74,sysselsatte_innvkat_alder,prosent
1525,befolkningen_ellers,alle,2010,74.66,sysselsatte_innvkat_alder,prosent
1525,innvandrere,alle,2010,83.67,sysselsatte_innvkat_alder,prosent
1526,alle,alle,2010,75.14,sysselsatte_innvkat_alder,prosent
1526,befolkningen_ellers,alle,2010,74.42,sysselsatte_innvkat_alder,prosent
1526,innvandrere,alle,2010,79.25,sysselsatte_innvkat_alder,prosent
1528,alle,alle,2010,75.90,sysselsatte_innvkat_alder,prosent
1528,befolkningen_ellers,alle,2010,76.26,sysselsatte_innvkat_alder,prosent
1528,innvandrere,alle,2010,72.69,sysselsatte_innvkat_alder,prosent
1529,alle,alle,2010,73.18,sysselsatte_innvkat_alder,prosent
1529,befolkningen_ellers,alle,2010,73.52,sysselsatte_innvkat_alder,prosent
1529,innvandrere,alle,2010,69.33,sysselsatte_innvkat_alder,prosent
1531,alle,alle,2010,72.72,sysselsatte_innvkat_alder,prosent
1531,befolkningen_ellers,alle,2010,72.91,sysselsatte_innvkat_alder,prosent
1531,innvandrere,alle,2010,70.40,sysselsatte_innvkat_alder,prosent
1532,alle,alle,2010,74.02,sysselsatte_innvkat_alder,prosent
1532,befolkningen_ellers,alle,2010,74.00,sysselsatte_innvkat_alder,prosent
1532,innvandrere,alle,2010,74.25,sysselsatte_innvkat_alder,prosent
1534,alle,alle,2010,71.55,sysselsatte_innvkat_alder,prosent
1534,befolkningen_ellers,alle,2010,71.38,sysselsatte_innvkat_alder,prosent
1534,innvandrere,alle,2010,72.80,sysselsatte_innvkat_alder,prosent
1535,alle,alle,2010,67.45,sysselsatte_innvkat_alder,prosent
1535,befolkningen_ellers,alle,2010,67.62,sysselsatte_innvkat_alder,prosent
1535,innvandrere,alle,2010,65.54,sysselsatte_innvkat_alder,prosent
1539,alle,alle,2010,71.80,sysselsatte_innvkat_alder,prosent
1539,befolkningen_ellers,alle,2010,71.74,sysselsatte_innvkat_alder,prosent
1539,innvandrere,alle,2010,72.62,sysselsatte_innvkat_alder,prosent
1543,alle,alle,2010,70.17,sysselsatte_innvkat_alder,prosent
1543,befolkningen_ellers,alle,2010,70.19,sysselsatte_innvkat_alder,prosent
1543,innvandrere,alle,2010,69.51,sysselsatte_innvkat_alder,prosent
1545,alle,alle,2010,74.01,sysselsatte_innvkat_alder,prosent
1545,befolkningen_ellers,alle,2010,74.17,sysselsatte_innvkat_alder,prosent
1545,innvandrere,alle,2010,72.66,sysselsatte_innvkat_alder,prosent
1546,alle,alle,2010,76.74,sysselsatte_innvkat_alder,prosent
1546,befolkningen_ellers,alle,2010,77.23,sysselsatte_innvkat_alder,prosent
1546,innvandrere,alle,2010,73.21,sysselsatte_innvkat_alder,prosent
1547,alle,alle,2010,72.77,sysselsatte_innvkat_alder,prosent
1547,befolkningen_ellers,alle,2010,72.94,sysselsatte_innvkat_alder,prosent
1547,innvandrere,alle,2010,71.09,sysselsatte_innvkat_alder,prosent
1548,alle,alle,2010,71.77,sysselsatte_innvkat_alder,prosent
1548,befolkningen_ellers,alle,2010,71.94,sysselsatte_innvkat_alder,prosent
1548,innvandrere,alle,2010,69.14,sysselsatte_innvkat_alder,prosent
1551,alle,alle,2010,73.63,sysselsatte_innvkat_alder,prosent
1551,befolkningen_ellers,alle,2010,74.17,sysselsatte_innvkat_alder,prosent
1551,innvandrere,alle,2010,64.49,sysselsatte_innvkat_alder,prosent
1554,alle,alle,2010,70.35,sysselsatte_innvkat_alder,prosent
1554,befolkningen_ellers,alle,2010,70.12,sysselsatte_innvkat_alder,prosent
1554,innvandrere,alle,2010,73.31,sysselsatte_innvkat_alder,prosent
1557,alle,alle,2010,74.99,sysselsatte_innvkat_alder,prosent
1557,befolkningen_ellers,alle,2010,75.47,sysselsatte_innvkat_alder,prosent
1557,innvandrere,alle,2010,67.27,sysselsatte_innvkat_alder,prosent
1560,alle,alle,2010,66.28,sysselsatte_innvkat_alder,prosent
1560,befolkningen_ellers,alle,2010,66.55,sysselsatte_innvkat_alder,prosent
1560,innvandrere,alle,2010,63.07,sysselsatte_innvkat_alder,prosent
1563,alle,alle,2010,66.76,sysselsatte_innvkat_alder,prosent
1563,befolkningen_ellers,alle,2010,68.30,sysselsatte_innvkat_alder,prosent
1563,innvandrere,alle,2010,46.38,sysselsatte_innvkat_alder,prosent
1566,alle,alle,2010,70.21,sysselsatte_innvkat_alder,prosent
1566,befolkningen_ellers,alle,2010,70.28,sysselsatte_innvkat_alder,prosent
1566,innvandrere,alle,2010,68.24,sysselsatte_innvkat_alder,prosent
1567,alle,alle,2010,74.95,sysselsatte_innvkat_alder,prosent
1567,befolkningen_ellers,alle,2010,74.82,sysselsatte_innvkat_alder,prosent
1567,innvandrere,alle,2010,86.67,sysselsatte_innvkat_alder,prosent
1571,alle,alle,2010,67.08,sysselsatte_innvkat_alder,prosent
1571,befolkningen_ellers,alle,2010,67.33,sysselsatte_innvkat_alder,prosent
1571,innvandrere,alle,2010,62.30,sysselsatte_innvkat_alder,prosent
1573,alle,alle,2010,68.48,sysselsatte_innvkat_alder,prosent
1573,befolkningen_ellers,alle,2010,68.28,sysselsatte_innvkat_alder,prosent
1573,innvandrere,alle,2010,71.58,sysselsatte_innvkat_alder,prosent
1576,alle,alle,2010,67.97,sysselsatte_innvkat_alder,prosent
1576,befolkningen_ellers,alle,2010,68.36,sysselsatte_innvkat_alder,prosent
1576,innvandrere,alle,2010,62.20,sysselsatte_innvkat_alder,prosent
1601,alle,alle,2010,69.22,sysselsatte_innvkat_alder,prosent
1601,befolkningen_ellers,alle,2010,70.36,sysselsatte_innvkat_alder,prosent
1601,innvandrere,alle,2010,59.98,sysselsatte_innvkat_alder,prosent
1612,alle,alle,2010,67.84,sysselsatte_innvkat_alder,prosent
1612,befolkningen_ellers,alle,2010,68.15,sysselsatte_innvkat_alder,prosent
1612,innvandrere,alle,2010,60.90,sysselsatte_innvkat_alder,prosent
1613,alle,alle,2010,71.57,sysselsatte_innvkat_alder,prosent
1613,befolkningen_ellers,alle,2010,71.88,sysselsatte_innvkat_alder,prosent
1613,innvandrere,alle,2010,65.71,sysselsatte_innvkat_alder,prosent
1617,alle,alle,2010,70.26,sysselsatte_innvkat_alder,prosent
1617,befolkningen_ellers,alle,2010,68.48,sysselsatte_innvkat_alder,prosent
1617,innvandrere,alle,2010,78.95,sysselsatte_innvkat_alder,prosent
1620,alle,alle,2010,69.53,sysselsatte_innvkat_alder,prosent
1620,befolkningen_ellers,alle,2010,68.25,sysselsatte_innvkat_alder,prosent
1620,innvandrere,alle,2010,77.25,sysselsatte_innvkat_alder,prosent
1621,alle,alle,2010,65.44,sysselsatte_innvkat_alder,prosent
1621,befolkningen_ellers,alle,2010,65.10,sysselsatte_innvkat_alder,prosent
1621,innvandrere,alle,2010,73.01,sysselsatte_innvkat_alder,prosent
1622,alle,alle,2010,70.90,sysselsatte_innvkat_alder,prosent
1622,befolkningen_ellers,alle,2010,70.87,sysselsatte_innvkat_alder,prosent
1622,innvandrere,alle,2010,71.43,sysselsatte_innvkat_alder,prosent
1624,alle,alle,2010,66.73,sysselsatte_innvkat_alder,prosent
1624,befolkningen_ellers,alle,2010,67.72,sysselsatte_innvkat_alder,prosent
1624,innvandrere,alle,2010,53.85,sysselsatte_innvkat_alder,prosent
1627,alle,alle,2010,62.42,sysselsatte_innvkat_alder,prosent
1627,befolkningen_ellers,alle,2010,62.47,sysselsatte_innvkat_alder,prosent
1627,innvandrere,alle,2010,60.87,sysselsatte_innvkat_alder,prosent
1630,alle,alle,2010,69.98,sysselsatte_innvkat_alder,prosent
1630,befolkningen_ellers,alle,2010,70.07,sysselsatte_innvkat_alder,prosent
1630,innvandrere,alle,2010,65.96,sysselsatte_innvkat_alder,prosent
1632,alle,alle,2010,68.27,sysselsatte_innvkat_alder,prosent
1632,befolkningen_ellers,alle,2010,67.99,sysselsatte_innvkat_alder,prosent
1632,innvandrere,alle,2010,76.00,sysselsatte_innvkat_alder,prosent
1633,alle,alle,2010,69.68,sysselsatte_innvkat_alder,prosent
1633,befolkningen_ellers,alle,2010,69.96,sysselsatte_innvkat_alder,prosent
1633,innvandrere,alle,2010,50.00,sysselsatte_innvkat_alder,prosent
1634,alle,alle,2010,71.96,sysselsatte_innvkat_alder,prosent
1634,befolkningen_ellers,alle,2010,72.32,sysselsatte_innvkat_alder,prosent
1634,innvandrere,alle,2010,66.44,sysselsatte_innvkat_alder,prosent
1635,alle,alle,2010,71.21,sysselsatte_innvkat_alder,prosent
1635,befolkningen_ellers,alle,2010,71.40,sysselsatte_innvkat_alder,prosent
1635,innvandrere,alle,2010,64.81,sysselsatte_innvkat_alder,prosent
1636,alle,alle,2010,67.40,sysselsatte_innvkat_alder,prosent
1636,befolkningen_ellers,alle,2010,67.32,sysselsatte_innvkat_alder,prosent
1636,innvandrere,alle,2010,70.27,sysselsatte_innvkat_alder,prosent
1638,alle,alle,2010,68.79,sysselsatte_innvkat_alder,prosent
1638,befolkningen_ellers,alle,2010,69.60,sysselsatte_innvkat_alder,prosent
1638,innvandrere,alle,2010,56.09,sysselsatte_innvkat_alder,prosent
1640,alle,alle,2010,72.31,sysselsatte_innvkat_alder,prosent
1640,befolkningen_ellers,alle,2010,72.14,sysselsatte_innvkat_alder,prosent
1640,innvandrere,alle,2010,75.00,sysselsatte_innvkat_alder,prosent
1644,alle,alle,2010,69.27,sysselsatte_innvkat_alder,prosent
1644,befolkningen_ellers,alle,2010,69.19,sysselsatte_innvkat_alder,prosent
1644,innvandrere,alle,2010,71.43,sysselsatte_innvkat_alder,prosent
1648,alle,alle,2010,73.29,sysselsatte_innvkat_alder,prosent
1648,befolkningen_ellers,alle,2010,73.04,sysselsatte_innvkat_alder,prosent
1648,innvandrere,alle,2010,76.03,sysselsatte_innvkat_alder,prosent
1653,alle,alle,2010,70.11,sysselsatte_innvkat_alder,prosent
1653,befolkningen_ellers,alle,2010,70.63,sysselsatte_innvkat_alder,prosent
1653,innvandrere,alle,2010,61.05,sysselsatte_innvkat_alder,prosent
1657,alle,alle,2010,72.48,sysselsatte_innvkat_alder,prosent
1657,befolkningen_ellers,alle,2010,72.80,sysselsatte_innvkat_alder,prosent
1657,innvandrere,alle,2010,62.75,sysselsatte_innvkat_alder,prosent
1662,alle,alle,2010,70.78,sysselsatte_innvkat_alder,prosent
1662,befolkningen_ellers,alle,2010,71.29,sysselsatte_innvkat_alder,prosent
1662,innvandrere,alle,2010,61.84,sysselsatte_innvkat_alder,prosent
1663,alle,alle,2010,69.97,sysselsatte_innvkat_alder,prosent
1663,befolkningen_ellers,alle,2010,70.21,sysselsatte_innvkat_alder,prosent
1663,innvandrere,alle,2010,66.26,sysselsatte_innvkat_alder,prosent
1664,alle,alle,2010,72.19,sysselsatte_innvkat_alder,prosent
1664,befolkningen_ellers,alle,2010,72.37,sysselsatte_innvkat_alder,prosent
1664,innvandrere,alle,2010,67.31,sysselsatte_innvkat_alder,prosent
1665,alle,alle,2010,75.28,sysselsatte_innvkat_alder,prosent
1665,befolkningen_ellers,alle,2010,74.84,sysselsatte_innvkat_alder,prosent
1665,innvandrere,alle,2010,86.96,sysselsatte_innvkat_alder,prosent
1702,alle,alle,2010,67.11,sysselsatte_innvkat_alder,prosent
1702,befolkningen_ellers,alle,2010,67.99,sysselsatte_innvkat_alder,prosent
1702,innvandrere,alle,2010,51.00,sysselsatte_innvkat_alder,prosent
1703,alle,alle,2010,68.94,sysselsatte_innvkat_alder,prosent
1703,befolkningen_ellers,alle,2010,69.91,sysselsatte_innvkat_alder,prosent
1703,innvandrere,alle,2010,54.23,sysselsatte_innvkat_alder,prosent
1711,alle,alle,2010,62.53,sysselsatte_innvkat_alder,prosent
1711,befolkningen_ellers,alle,2010,64.01,sysselsatte_innvkat_alder,prosent
1711,innvandrere,alle,2010,44.68,sysselsatte_innvkat_alder,prosent
1714,alle,alle,2010,68.80,sysselsatte_innvkat_alder,prosent
1714,befolkningen_ellers,alle,2010,69.41,sysselsatte_innvkat_alder,prosent
1714,innvandrere,alle,2010,57.79,sysselsatte_innvkat_alder,prosent
1717,alle,alle,2010,66.45,sysselsatte_innvkat_alder,prosent
1717,befolkningen_ellers,alle,2010,66.76,sysselsatte_innvkat_alder,prosent
1717,innvandrere,alle,2010,61.98,sysselsatte_innvkat_alder,prosent
1718,alle,alle,2010,68.04,sysselsatte_innvkat_alder,prosent
1718,befolkningen_ellers,alle,2010,67.84,sysselsatte_innvkat_alder,prosent
1718,innvandrere,alle,2010,73.12,sysselsatte_innvkat_alder,prosent
1719,alle,alle,2010,67.82,sysselsatte_innvkat_alder,prosent
1719,befolkningen_ellers,alle,2010,68.59,sysselsatte_innvkat_alder,prosent
1719,innvandrere,alle,2010,56.03,sysselsatte_innvkat_alder,prosent
1721,alle,alle,2010,65.87,sysselsatte_innvkat_alder,prosent
1721,befolkningen_ellers,alle,2010,66.69,sysselsatte_innvkat_alder,prosent
1721,innvandrere,alle,2010,48.19,sysselsatte_innvkat_alder,prosent
1723,alle,alle,2010,69.44,sysselsatte_innvkat_alder,prosent
1723,befolkningen_ellers,alle,2010,69.46,sysselsatte_innvkat_alder,prosent
1723,innvandrere,alle,2010,68.75,sysselsatte_innvkat_alder,prosent
1724,alle,alle,2010,58.62,sysselsatte_innvkat_alder,prosent
1724,befolkningen_ellers,alle,2010,60.15,sysselsatte_innvkat_alder,prosent
1724,innvandrere,alle,2010,46.15,sysselsatte_innvkat_alder,prosent
1725,alle,alle,2010,72.03,sysselsatte_innvkat_alder,prosent
1725,befolkningen_ellers,alle,2010,72.05,sysselsatte_innvkat_alder,prosent
1725,innvandrere,alle,2010,71.43,sysselsatte_innvkat_alder,prosent
1729,alle,alle,2010,68.74,sysselsatte_innvkat_alder,prosent
1729,befolkningen_ellers,alle,2010,69.19,sysselsatte_innvkat_alder,prosent
1729,innvandrere,alle,2010,58.05,sysselsatte_innvkat_alder,prosent
1736,alle,alle,2010,72.48,sysselsatte_innvkat_alder,prosent
1736,befolkningen_ellers,alle,2010,72.28,sysselsatte_innvkat_alder,prosent
1736,innvandrere,alle,2010,79.55,sysselsatte_innvkat_alder,prosent
1738,alle,alle,2010,76.20,sysselsatte_innvkat_alder,prosent
1738,befolkningen_ellers,alle,2010,76.25,sysselsatte_innvkat_alder,prosent
1738,innvandrere,alle,2010,75.44,sysselsatte_innvkat_alder,prosent
1739,alle,alle,2010,73.37,sysselsatte_innvkat_alder,prosent
1739,befolkningen_ellers,alle,2010,72.57,sysselsatte_innvkat_alder,prosent
1739,innvandrere,alle,2010,88.89,sysselsatte_innvkat_alder,prosent
1740,alle,alle,2010,67.37,sysselsatte_innvkat_alder,prosent
1740,befolkningen_ellers,alle,2010,67.56,sysselsatte_innvkat_alder,prosent
1740,innvandrere,alle,2010,63.33,sysselsatte_innvkat_alder,prosent
1742,alle,alle,2010,71.43,sysselsatte_innvkat_alder,prosent
1742,befolkningen_ellers,alle,2010,73.13,sysselsatte_innvkat_alder,prosent
1742,innvandrere,alle,2010,46.79,sysselsatte_innvkat_alder,prosent
1743,alle,alle,2010,76.13,sysselsatte_innvkat_alder,prosent
1743,befolkningen_ellers,alle,2010,75.95,sysselsatte_innvkat_alder,prosent
1743,innvandrere,alle,2010,84.21,sysselsatte_innvkat_alder,prosent
1744,alle,alle,2010,74.34,sysselsatte_innvkat_alder,prosent
1744,befolkningen_ellers,alle,2010,74.55,sysselsatte_innvkat_alder,prosent
1744,innvandrere,alle,2010,68.48,sysselsatte_innvkat_alder,prosent
1748,alle,alle,2010,66.88,sysselsatte_innvkat_alder,prosent
1748,befolkningen_ellers,alle,2010,67.04,sysselsatte_innvkat_alder,prosent
