kommune_nr,botid_5,aar,tabellvariabel,tabellnavn,enhet
0701,0_4,2011,52.66,sysselsatte_botid,prosent
0701,10+,2011,59.43,sysselsatte_botid,prosent
0701,5_9,2011,61.40,sysselsatte_botid,prosent
0701,alle,2011,57.68,sysselsatte_botid,prosent
0702,0_4,2011,54.20,sysselsatte_botid,prosent
0702,10+,2011,59.40,sysselsatte_botid,prosent
0702,5_9,2011,62.81,sysselsatte_botid,prosent
0702,alle,2011,58.31,sysselsatte_botid,prosent
0704,0_4,2011,63.49,sysselsatte_botid,prosent
0704,10+,2011,65.88,sysselsatte_botid,prosent
0704,5_9,2011,63.71,sysselsatte_botid,prosent
0704,alle,2011,64.66,sysselsatte_botid,prosent
0706,0_4,2011,60.68,sysselsatte_botid,prosent
0706,10+,2011,58.49,sysselsatte_botid,prosent
0706,5_9,2011,59.12,sysselsatte_botid,prosent
0706,alle,2011,59.26,sysselsatte_botid,prosent
0709,0_4,2011,58.73,sysselsatte_botid,prosent
0709,10+,2011,57.75,sysselsatte_botid,prosent
0709,5_9,2011,63.61,sysselsatte_botid,prosent
0709,alle,2011,59.07,sysselsatte_botid,prosent
0711,0_4,2011,68.37,sysselsatte_botid,prosent
0711,10+,2011,61.42,sysselsatte_botid,prosent
0711,5_9,2011,69.32,sysselsatte_botid,prosent
0711,alle,2011,65.15,sysselsatte_botid,prosent
0713,0_4,2011,67.79,sysselsatte_botid,prosent
0713,10+,2011,68.49,sysselsatte_botid,prosent
0713,5_9,2011,61.62,sysselsatte_botid,prosent
0713,alle,2011,67.21,sysselsatte_botid,prosent
0714,0_4,2011,63.33,sysselsatte_botid,prosent
0714,10+,2011,53.93,sysselsatte_botid,prosent
0714,5_9,2011,86.67,sysselsatte_botid,prosent
0714,alle,2011,62.57,sysselsatte_botid,prosent
0716,0_4,2011,60.27,sysselsatte_botid,prosent
0716,10+,2011,65.11,sysselsatte_botid,prosent
0716,5_9,2011,66.32,sysselsatte_botid,prosent
0716,alle,2011,63.16,sysselsatte_botid,prosent
0719,0_4,2011,69.44,sysselsatte_botid,prosent
0719,10+,2011,57.96,sysselsatte_botid,prosent
0719,5_9,2011,68.89,sysselsatte_botid,prosent
0719,alle,2011,64.66,sysselsatte_botid,prosent
0720,0_4,2011,60.19,sysselsatte_botid,prosent
0720,10+,2011,66.92,sysselsatte_botid,prosent
0720,5_9,2011,55.74,sysselsatte_botid,prosent
0720,alle,2011,61.86,sysselsatte_botid,prosent
0722,0_4,2011,61.08,sysselsatte_botid,prosent
0722,10+,2011,61.04,sysselsatte_botid,prosent
0722,5_9,2011,62.90,sysselsatte_botid,prosent
0722,alle,2011,61.30,sysselsatte_botid,prosent
0723,0_4,2011,54.66,sysselsatte_botid,prosent
0723,10+,2011,64.61,sysselsatte_botid,prosent
0723,5_9,2011,67.21,sysselsatte_botid,prosent
0723,alle,2011,61.00,sysselsatte_botid,prosent
0728,0_4,2011,72.73,sysselsatte_botid,prosent
0728,10+,2011,60.00,sysselsatte_botid,prosent
0728,5_9,2011,83.33,sysselsatte_botid,prosent
0728,alle,2011,68.03,sysselsatte_botid,prosent
0805,0_4,2011,48.49,sysselsatte_botid,prosent
0805,10+,2011,61.13,sysselsatte_botid,prosent
0805,5_9,2011,56.93,sysselsatte_botid,prosent
0805,alle,2011,56.32,sysselsatte_botid,prosent
0806,0_4,2011,45.18,sysselsatte_botid,prosent
0806,10+,2011,58.95,sysselsatte_botid,prosent
0806,5_9,2011,56.82,sysselsatte_botid,prosent
0806,alle,2011,54.85,sysselsatte_botid,prosent
0807,0_4,2011,49.06,sysselsatte_botid,prosent
0807,10+,2011,61.96,sysselsatte_botid,prosent
0807,5_9,2011,71.97,sysselsatte_botid,prosent
0807,alle,2011,58.20,sysselsatte_botid,prosent
0811,0_4,2011,46.00,sysselsatte_botid,prosent
0811,10+,2011,52.63,sysselsatte_botid,prosent
0811,5_9,2011,63.64,sysselsatte_botid,prosent
0811,alle,2011,50.85,sysselsatte_botid,prosent
0814,0_4,2011,46.71,sysselsatte_botid,prosent
0814,10+,2011,59.49,sysselsatte_botid,prosent
0814,5_9,2011,55.70,sysselsatte_botid,prosent
0814,alle,2011,53.97,sysselsatte_botid,prosent
0815,0_4,2011,49.06,sysselsatte_botid,prosent
0815,10+,2011,62.57,sysselsatte_botid,prosent
0815,5_9,2011,71.21,sysselsatte_botid,prosent
0815,alle,2011,58.55,sysselsatte_botid,prosent
0817,0_4,2011,55.74,sysselsatte_botid,prosent
0817,10+,2011,61.97,sysselsatte_botid,prosent
0817,5_9,2011,59.26,sysselsatte_botid,prosent
0817,alle,2011,58.18,sysselsatte_botid,prosent
0819,0_4,2011,52.84,sysselsatte_botid,prosent
0819,10+,2011,56.59,sysselsatte_botid,prosent
0819,5_9,2011,57.45,sysselsatte_botid,prosent
0819,alle,2011,55.37,sysselsatte_botid,prosent
0821,0_4,2011,38.89,sysselsatte_botid,prosent
0821,10+,2011,59.22,sysselsatte_botid,prosent
0821,5_9,2011,62.34,sysselsatte_botid,prosent
0821,alle,2011,49.24,sysselsatte_botid,prosent
0822,0_4,2011,45.79,sysselsatte_botid,prosent
0822,10+,2011,64.52,sysselsatte_botid,prosent
0822,5_9,2011,51.06,sysselsatte_botid,prosent
0822,alle,2011,55.04,sysselsatte_botid,prosent
0826,0_4,2011,47.90,sysselsatte_botid,prosent
0826,10+,2011,74.65,sysselsatte_botid,prosent
0826,5_9,2011,68.12,sysselsatte_botid,prosent
0826,alle,2011,65.27,sysselsatte_botid,prosent
0827,0_4,2011,68.18,sysselsatte_botid,prosent
0827,10+,2011,31.25,sysselsatte_botid,prosent
0827,5_9,2011,75.00,sysselsatte_botid,prosent
0827,alle,2011,56.52,sysselsatte_botid,prosent
0828,0_4,2011,66.04,sysselsatte_botid,prosent
0828,10+,2011,76.79,sysselsatte_botid,prosent
0828,5_9,2011,61.11,sysselsatte_botid,prosent
0828,alle,2011,68.89,sysselsatte_botid,prosent
0829,0_4,2011,66.10,sysselsatte_botid,prosent
0829,10+,2011,71.43,sysselsatte_botid,prosent
0829,5_9,2011,90.48,sysselsatte_botid,prosent
0829,alle,2011,71.97,sysselsatte_botid,prosent
0830,0_4,2011,83.33,sysselsatte_botid,prosent
0830,10+,2011,71.43,sysselsatte_botid,prosent
0830,5_9,2011,58.06,sysselsatte_botid,prosent
0830,alle,2011,70.00,sysselsatte_botid,prosent
0831,0_4,2011,52.27,sysselsatte_botid,prosent
0831,10+,2011,73.33,sysselsatte_botid,prosent
0831,5_9,2011,65.91,sysselsatte_botid,prosent
0831,alle,2011,62.71,sysselsatte_botid,prosent
0833,0_4,2011,78.57,sysselsatte_botid,prosent
0833,10+,2011,76.09,sysselsatte_botid,prosent
0833,5_9,2011,65.22,sysselsatte_botid,prosent
0833,alle,2011,74.23,sysselsatte_botid,prosent
0834,0_4,2011,68.97,sysselsatte_botid,prosent
0834,10+,2011,68.52,sysselsatte_botid,prosent
0834,5_9,2011,56.52,sysselsatte_botid,prosent
0834,alle,2011,67.43,sysselsatte_botid,prosent
0901,0_4,2011,47.34,sysselsatte_botid,prosent
0901,10+,2011,56.02,sysselsatte_botid,prosent
0901,5_9,2011,63.22,sysselsatte_botid,prosent
0901,alle,2011,54.07,sysselsatte_botid,prosent
0904,0_4,2011,57.48,sysselsatte_botid,prosent
0904,10+,2011,67.85,sysselsatte_botid,prosent
0904,5_9,2011,66.25,sysselsatte_botid,prosent
0904,alle,2011,63.56,sysselsatte_botid,prosent
0906,0_4,2011,52.34,sysselsatte_botid,prosent
0906,10+,2011,59.96,sysselsatte_botid,prosent
0906,5_9,2011,59.20,sysselsatte_botid,prosent
0906,alle,2011,57.18,sysselsatte_botid,prosent
0911,0_4,2011,40.74,sysselsatte_botid,prosent
0911,10+,2011,49.12,sysselsatte_botid,prosent
0911,5_9,2011,55.56,sysselsatte_botid,prosent
0911,alle,2011,46.06,sysselsatte_botid,prosent
0912,0_4,2011,75.86,sysselsatte_botid,prosent
0912,10+,2011,61.76,sysselsatte_botid,prosent
0912,5_9,2011,64.71,sysselsatte_botid,prosent
0912,alle,2011,67.50,sysselsatte_botid,prosent
0914,0_4,2011,56.67,sysselsatte_botid,prosent
0914,10+,2011,60.61,sysselsatte_botid,prosent
0914,5_9,2011,55.07,sysselsatte_botid,prosent
0914,alle,2011,58.17,sysselsatte_botid,prosent
0919,0_4,2011,61.86,sysselsatte_botid,prosent
0919,10+,2011,65.44,sysselsatte_botid,prosent
0919,5_9,2011,71.01,sysselsatte_botid,prosent
0919,alle,2011,65.33,sysselsatte_botid,prosent
0926,0_4,2011,58.67,sysselsatte_botid,prosent
0926,10+,2011,61.70,sysselsatte_botid,prosent
0926,5_9,2011,63.16,sysselsatte_botid,prosent
0926,alle,2011,61.02,sysselsatte_botid,prosent
0928,0_4,2011,53.97,sysselsatte_botid,prosent
0928,10+,2011,68.00,sysselsatte_botid,prosent
0928,5_9,2011,84.91,sysselsatte_botid,prosent
0928,alle,2011,65.70,sysselsatte_botid,prosent
0929,0_4,2011,64.38,sysselsatte_botid,prosent
0929,10+,2011,53.33,sysselsatte_botid,prosent
0929,5_9,2011,74.19,sysselsatte_botid,prosent
0929,alle,2011,63.09,sysselsatte_botid,prosent
0935,0_4,2011,48.48,sysselsatte_botid,prosent
0935,10+,2011,48.15,sysselsatte_botid,prosent
0935,5_9,2011,72.73,sysselsatte_botid,prosent
0935,alle,2011,54.88,sysselsatte_botid,prosent
0937,0_4,2011,47.06,sysselsatte_botid,prosent
0937,10+,2011,69.48,sysselsatte_botid,prosent
0937,5_9,2011,43.75,sysselsatte_botid,prosent
0937,alle,2011,56.68,sysselsatte_botid,prosent
0938,0_4,2011,60.61,sysselsatte_botid,prosent
0938,10+,2011,67.86,sysselsatte_botid,prosent
0938,5_9,2011,62.50,sysselsatte_botid,prosent
0938,alle,2011,63.77,sysselsatte_botid,prosent
0940,0_4,2011,54.39,sysselsatte_botid,prosent
0940,10+,2011,86.96,sysselsatte_botid,prosent
0940,5_9,2011,83.33,sysselsatte_botid,prosent
0940,alle,2011,65.12,sysselsatte_botid,prosent
0941,0_4,2011,80.39,sysselsatte_botid,prosent
0941,10+,2011,84.62,sysselsatte_botid,prosent
0941,5_9,2011,79.17,sysselsatte_botid,prosent
0941,alle,2011,81.58,sysselsatte_botid,prosent
1001,0_4,2011,54.94,sysselsatte_botid,prosent
1001,10+,2011,65.03,sysselsatte_botid,prosent
1001,5_9,2011,59.61,sysselsatte_botid,prosent
1001,alle,2011,61.40,sysselsatte_botid,prosent
1002,0_4,2011,55.35,sysselsatte_botid,prosent
1002,10+,2011,59.29,sysselsatte_botid,prosent
1002,5_9,2011,56.57,sysselsatte_botid,prosent
1002,alle,2011,57.37,sysselsatte_botid,prosent
1003,0_4,2011,49.73,sysselsatte_botid,prosent
1003,10+,2011,70.82,sysselsatte_botid,prosent
1003,5_9,2011,57.78,sysselsatte_botid,prosent
1003,alle,2011,64.01,sysselsatte_botid,prosent
1004,0_4,2011,51.40,sysselsatte_botid,prosent
1004,10+,2011,72.99,sysselsatte_botid,prosent
1004,5_9,2011,72.09,sysselsatte_botid,prosent
1004,alle,2011,64.81,sysselsatte_botid,prosent
1014,0_4,2011,59.15,sysselsatte_botid,prosent
1014,10+,2011,63.83,sysselsatte_botid,prosent
1014,5_9,2011,63.80,sysselsatte_botid,prosent
1014,alle,2011,62.21,sysselsatte_botid,prosent
1017,0_4,2011,48.48,sysselsatte_botid,prosent
1017,10+,2011,63.92,sysselsatte_botid,prosent
1017,5_9,2011,62.26,sysselsatte_botid,prosent
1017,alle,2011,58.19,sysselsatte_botid,prosent
1018,0_4,2011,54.36,sysselsatte_botid,prosent
1018,10+,2011,64.85,sysselsatte_botid,prosent
1018,5_9,2011,63.95,sysselsatte_botid,prosent
1018,alle,2011,60.43,sysselsatte_botid,prosent
1021,0_4,2011,54.43,sysselsatte_botid,prosent
1021,10+,2011,63.16,sysselsatte_botid,prosent
1021,5_9,2011,84.00,sysselsatte_botid,prosent
1021,alle,2011,62.11,sysselsatte_botid,prosent
1026,0_4,2011,48.65,sysselsatte_botid,prosent
1026,10+,2011,69.23,sysselsatte_botid,prosent
1026,5_9,2011,72.73,sysselsatte_botid,prosent
1026,alle,2011,59.46,sysselsatte_botid,prosent
1027,0_4,2011,68.89,sysselsatte_botid,prosent
1027,10+,2011,72.09,sysselsatte_botid,prosent
1027,5_9,2011,81.82,sysselsatte_botid,prosent
1027,alle,2011,71.72,sysselsatte_botid,prosent
1029,0_4,2011,65.41,sysselsatte_botid,prosent
1029,10+,2011,68.00,sysselsatte_botid,prosent
1029,5_9,2011,64.29,sysselsatte_botid,prosent
1029,alle,2011,66.43,sysselsatte_botid,prosent
1032,0_4,2011,50.44,sysselsatte_botid,prosent
1032,10+,2011,66.75,sysselsatte_botid,prosent
1032,5_9,2011,65.41,sysselsatte_botid,prosent
1032,alle,2011,61.68,sysselsatte_botid,prosent
1034,0_4,2011,54.72,sysselsatte_botid,prosent
1034,10+,2011,74.60,sysselsatte_botid,prosent
1034,5_9,2011,71.43,sysselsatte_botid,prosent
1034,alle,2011,66.15,sysselsatte_botid,prosent
1037,0_4,2011,50.54,sysselsatte_botid,prosent
1037,10+,2011,74.55,sysselsatte_botid,prosent
1037,5_9,2011,65.82,sysselsatte_botid,prosent
1037,alle,2011,65.00,sysselsatte_botid,prosent
1046,0_4,2011,74.71,sysselsatte_botid,prosent
1046,10+,2011,70.00,sysselsatte_botid,prosent
1046,5_9,2011,87.10,sysselsatte_botid,prosent
1046,alle,2011,75.60,sysselsatte_botid,prosent
1101,0_4,2011,62.75,sysselsatte_botid,prosent
1101,10+,2011,70.11,sysselsatte_botid,prosent
1101,5_9,2011,68.61,sysselsatte_botid,prosent
1101,alle,2011,66.36,sysselsatte_botid,prosent
1102,0_4,2011,70.60,sysselsatte_botid,prosent
1102,10+,2011,70.17,sysselsatte_botid,prosent
1102,5_9,2011,73.56,sysselsatte_botid,prosent
1102,alle,2011,70.94,sysselsatte_botid,prosent
1103,0_4,2011,69.59,sysselsatte_botid,prosent
1103,10+,2011,69.67,sysselsatte_botid,prosent
1103,5_9,2011,72.11,sysselsatte_botid,prosent
1103,alle,2011,69.98,sysselsatte_botid,prosent
1106,0_4,2011,64.12,sysselsatte_botid,prosent
1106,10+,2011,64.86,sysselsatte_botid,prosent
1106,5_9,2011,69.04,sysselsatte_botid,prosent
1106,alle,2011,65.26,sysselsatte_botid,prosent
1111,0_4,2011,65.91,sysselsatte_botid,prosent
1111,10+,2011,70.49,sysselsatte_botid,prosent
1111,5_9,2011,73.91,sysselsatte_botid,prosent
1111,alle,2011,69.53,sysselsatte_botid,prosent
1112,0_4,2011,50.00,sysselsatte_botid,prosent
1112,10+,2011,69.31,sysselsatte_botid,prosent
1112,5_9,2011,73.08,sysselsatte_botid,prosent
1112,alle,2011,62.20,sysselsatte_botid,prosent
1114,0_4,2011,84.34,sysselsatte_botid,prosent
1114,10+,2011,74.29,sysselsatte_botid,prosent
1114,5_9,2011,75.68,sysselsatte_botid,prosent
1114,alle,2011,78.95,sysselsatte_botid,prosent
1119,0_4,2011,76.64,sysselsatte_botid,prosent
1119,10+,2011,68.91,sysselsatte_botid,prosent
1119,5_9,2011,68.87,sysselsatte_botid,prosent
1119,alle,2011,73.65,sysselsatte_botid,prosent
1120,0_4,2011,71.76,sysselsatte_botid,prosent
1120,10+,2011,69.96,sysselsatte_botid,prosent
1120,5_9,2011,75.85,sysselsatte_botid,prosent
1120,alle,2011,71.90,sysselsatte_botid,prosent
1121,0_4,2011,69.11,sysselsatte_botid,prosent
1121,10+,2011,70.92,sysselsatte_botid,prosent
1121,5_9,2011,75.98,sysselsatte_botid,prosent
1121,alle,2011,71.24,sysselsatte_botid,prosent
1122,0_4,2011,70.37,sysselsatte_botid,prosent
1122,10+,2011,74.64,sysselsatte_botid,prosent
1122,5_9,2011,77.60,sysselsatte_botid,prosent
1122,alle,2011,73.01,sysselsatte_botid,prosent
1124,0_4,2011,67.29,sysselsatte_botid,prosent
1124,10+,2011,70.45,sysselsatte_botid,prosent
1124,5_9,2011,76.64,sysselsatte_botid,prosent
1124,alle,2011,70.03,sysselsatte_botid,prosent
1127,0_4,2011,70.79,sysselsatte_botid,prosent
1127,10+,2011,76.01,sysselsatte_botid,prosent
1127,5_9,2011,68.29,sysselsatte_botid,prosent
1127,alle,2011,72.56,sysselsatte_botid,prosent
1129,0_4,2011,70.37,sysselsatte_botid,prosent
1129,10+,2011,73.33,sysselsatte_botid,prosent
1129,5_9,2011,84.62,sysselsatte_botid,prosent
1129,alle,2011,74.29,sysselsatte_botid,prosent
1130,0_4,2011,60.86,sysselsatte_botid,prosent
1130,10+,2011,74.85,sysselsatte_botid,prosent
1130,5_9,2011,68.38,sysselsatte_botid,prosent
1130,alle,2011,68.29,sysselsatte_botid,prosent
1133,0_4,2011,71.36,sysselsatte_botid,prosent
1133,10+,2011,77.92,sysselsatte_botid,prosent
1133,5_9,2011,83.05,sysselsatte_botid,prosent
1133,alle,2011,74.93,sysselsatte_botid,prosent
1134,0_4,2011,67.83,sysselsatte_botid,prosent
1134,10+,2011,73.96,sysselsatte_botid,prosent
1134,5_9,2011,78.05,sysselsatte_botid,prosent
1134,alle,2011,71.83,sysselsatte_botid,prosent
1135,0_4,2011,55.32,sysselsatte_botid,prosent
1135,10+,2011,71.74,sysselsatte_botid,prosent
1135,5_9,2011,84.38,sysselsatte_botid,prosent
1135,alle,2011,64.53,sysselsatte_botid,prosent
1141,0_4,2011,85.50,sysselsatte_botid,prosent
1141,10+,2011,73.13,sysselsatte_botid,prosent
1141,5_9,2011,83.33,sysselsatte_botid,prosent
1141,alle,2011,82.46,sysselsatte_botid,prosent
1142,0_4,2011,71.23,sysselsatte_botid,prosent
1142,10+,2011,81.40,sysselsatte_botid,prosent
1142,5_9,2011,79.55,sysselsatte_botid,prosent
1142,alle,2011,74.85,sysselsatte_botid,prosent
1144,0_4,2011,70.00,sysselsatte_botid,prosent
1144,10+,2011,66.67,sysselsatte_botid,prosent
1144,5_9,2011,83.33,sysselsatte_botid,prosent
1144,alle,2011,71.05,sysselsatte_botid,prosent
1145,0_4,2011,60.00,sysselsatte_botid,prosent
1145,10+,2011,84.62,sysselsatte_botid,prosent
1145,5_9,2011,80.00,sysselsatte_botid,prosent
1145,alle,2011,68.75,sysselsatte_botid,prosent
1146,0_4,2011,79.67,sysselsatte_botid,prosent
1146,10+,2011,64.50,sysselsatte_botid,prosent
1146,5_9,2011,72.80,sysselsatte_botid,prosent
1146,alle,2011,75.32,sysselsatte_botid,prosent
1149,0_4,2011,61.21,sysselsatte_botid,prosent
1149,10+,2011,65.20,sysselsatte_botid,prosent
1149,5_9,2011,62.53,sysselsatte_botid,prosent
1149,alle,2011,63.18,sysselsatte_botid,prosent
1151,0_4,2011,87.50,sysselsatte_botid,prosent
1151,10+,2011,83.33,sysselsatte_botid,prosent
1151,alle,2011,82.35,sysselsatte_botid,prosent
1160,0_4,2011,74.55,sysselsatte_botid,prosent
1160,10+,2011,75.51,sysselsatte_botid,prosent
1160,5_9,2011,74.78,sysselsatte_botid,prosent
1160,alle,2011,74.81,sysselsatte_botid,prosent
1201,0_4,2011,62.08,sysselsatte_botid,prosent
1201,10+,2011,66.38,sysselsatte_botid,prosent
1201,5_9,2011,68.43,sysselsatte_botid,prosent
1201,alle,2011,64.96,sysselsatte_botid,prosent
1211,0_4,2011,81.51,sysselsatte_botid,prosent
1211,10+,2011,64.71,sysselsatte_botid,prosent
1211,5_9,2011,71.93,sysselsatte_botid,prosent
1211,alle,2011,75.28,sysselsatte_botid,prosent
1216,0_4,2011,57.99,sysselsatte_botid,prosent
1216,10+,2011,65.22,sysselsatte_botid,prosent
1216,5_9,2011,76.47,sysselsatte_botid,prosent
1216,alle,2011,63.14,sysselsatte_botid,prosent
1219,0_4,2011,64.97,sysselsatte_botid,prosent
1219,10+,2011,68.24,sysselsatte_botid,prosent
1219,5_9,2011,67.24,sysselsatte_botid,prosent
1219,alle,2011,66.41,sysselsatte_botid,prosent
1221,0_4,2011,55.42,sysselsatte_botid,prosent
1221,10+,2011,64.22,sysselsatte_botid,prosent
1221,5_9,2011,69.34,sysselsatte_botid,prosent
1221,alle,2011,60.64,sysselsatte_botid,prosent
1222,0_4,2011,80.33,sysselsatte_botid,prosent
1222,10+,2011,65.96,sysselsatte_botid,prosent
1222,5_9,2011,76.92,sysselsatte_botid,prosent
1222,alle,2011,74.38,sysselsatte_botid,prosent
1223,0_4,2011,70.00,sysselsatte_botid,prosent
1223,10+,2011,64.29,sysselsatte_botid,prosent
1223,5_9,2011,75.00,sysselsatte_botid,prosent
1223,alle,2011,69.19,sysselsatte_botid,prosent
1224,0_4,2011,60.82,sysselsatte_botid,prosent
1224,10+,2011,63.77,sysselsatte_botid,prosent
1224,5_9,2011,63.46,sysselsatte_botid,prosent
1224,alle,2011,62.28,sysselsatte_botid,prosent
1227,0_4,2011,69.70,sysselsatte_botid,prosent
1227,10+,2011,53.33,sysselsatte_botid,prosent
1227,5_9,2011,75.00,sysselsatte_botid,prosent
1227,alle,2011,65.38,sysselsatte_botid,prosent
1228,0_4,2011,69.79,sysselsatte_botid,prosent
1228,10+,2011,79.02,sysselsatte_botid,prosent
1228,5_9,2011,80.46,sysselsatte_botid,prosent
1228,alle,2011,75.12,sysselsatte_botid,prosent
1231,0_4,2011,64.94,sysselsatte_botid,prosent
1231,10+,2011,76.12,sysselsatte_botid,prosent
1231,5_9,2011,76.47,sysselsatte_botid,prosent
1231,alle,2011,69.41,sysselsatte_botid,prosent
1232,0_4,2011,72.97,sysselsatte_botid,prosent
1232,10+,2011,69.57,sysselsatte_botid,prosent
1232,5_9,2011,91.67,sysselsatte_botid,prosent
1232,alle,2011,75.00,sysselsatte_botid,prosent
1233,0_4,2011,67.92,sysselsatte_botid,prosent
1233,10+,2011,65.91,sysselsatte_botid,prosent
1233,5_9,2011,100.0,sysselsatte_botid,prosent
1233,alle,2011,69.23,sysselsatte_botid,prosent
1234,0_4,2011,72.41,sysselsatte_botid,prosent
1234,10+,2011,28.57,sysselsatte_botid,prosent
1234,5_9,2011,50.00,sysselsatte_botid,prosent
1234,alle,2011,57.14,sysselsatte_botid,prosent
1235,0_4,2011,57.63,sysselsatte_botid,prosent
1235,10+,2011,70.70,sysselsatte_botid,prosent
1235,5_9,2011,65.00,sysselsatte_botid,prosent
1235,alle,2011,63.62,sysselsatte_botid,prosent
1238,0_4,2011,59.20,sysselsatte_botid,prosent
1238,10+,2011,61.44,sysselsatte_botid,prosent
1238,5_9,2011,68.67,sysselsatte_botid,prosent
1238,alle,2011,60.91,sysselsatte_botid,prosent
1241,0_4,2011,75.73,sysselsatte_botid,prosent
1241,10+,2011,68.12,sysselsatte_botid,prosent
1241,5_9,2011,67.65,sysselsatte_botid,prosent
1241,alle,2011,71.84,sysselsatte_botid,prosent
1242,0_4,2011,52.00,sysselsatte_botid,prosent
1242,10+,2011,69.23,sysselsatte_botid,prosent
1242,5_9,2011,72.97,sysselsatte_botid,prosent
1242,alle,2011,64.03,sysselsatte_botid,prosent
1243,0_4,2011,66.67,sysselsatte_botid,prosent
1243,10+,2011,68.32,sysselsatte_botid,prosent
1243,5_9,2011,76.32,sysselsatte_botid,prosent
1243,alle,2011,68.85,sysselsatte_botid,prosent
1244,0_4,2011,82.46,sysselsatte_botid,prosent
1244,10+,2011,81.93,sysselsatte_botid,prosent
1244,5_9,2011,79.49,sysselsatte_botid,prosent
1244,alle,2011,82.05,sysselsatte_botid,prosent
1245,0_4,2011,64.98,sysselsatte_botid,prosent
1245,10+,2011,63.69,sysselsatte_botid,prosent
1245,5_9,2011,64.91,sysselsatte_botid,prosent
1245,alle,2011,64.55,sysselsatte_botid,prosent
1246,0_4,2011,62.84,sysselsatte_botid,prosent
1246,10+,2011,71.03,sysselsatte_botid,prosent
1246,5_9,2011,70.97,sysselsatte_botid,prosent
1246,alle,2011,67.75,sysselsatte_botid,prosent
1247,0_4,2011,65.42,sysselsatte_botid,prosent
1247,10+,2011,70.53,sysselsatte_botid,prosent
1247,5_9,2011,71.84,sysselsatte_botid,prosent
1247,alle,2011,68.50,sysselsatte_botid,prosent
1251,0_4,2011,54.84,sysselsatte_botid,prosent
1251,10+,2011,66.67,sysselsatte_botid,prosent
1251,5_9,2011,70.59,sysselsatte_botid,prosent
1251,alle,2011,62.38,sysselsatte_botid,prosent
1252,0_4,2011,83.33,sysselsatte_botid,prosent
1252,10+,2011,28.57,sysselsatte_botid,prosent
1252,alle,2011,47.83,sysselsatte_botid,prosent
1253,0_4,2011,69.55,sysselsatte_botid,prosent
1253,10+,2011,72.57,sysselsatte_botid,prosent
1253,5_9,2011,75.61,sysselsatte_botid,prosent
1253,alle,2011,71.57,sysselsatte_botid,prosent
1256,0_4,2011,64.90,sysselsatte_botid,prosent
1256,10+,2011,66.67,sysselsatte_botid,prosent
1256,5_9,2011,80.70,sysselsatte_botid,prosent
1256,alle,2011,67.73,sysselsatte_botid,prosent
1259,0_4,2011,67.97,sysselsatte_botid,prosent
1259,10+,2011,72.32,sysselsatte_botid,prosent
1259,5_9,2011,59.62,sysselsatte_botid,prosent
1259,alle,2011,68.15,sysselsatte_botid,prosent
1260,0_4,2011,66.81,sysselsatte_botid,prosent
1260,10+,2011,73.13,sysselsatte_botid,prosent
1260,5_9,2011,72.41,sysselsatte_botid,prosent
1260,alle,2011,69.15,sysselsatte_botid,prosent
1263,0_4,2011,68.03,sysselsatte_botid,prosent
1263,10+,2011,67.78,sysselsatte_botid,prosent
1263,5_9,2011,72.37,sysselsatte_botid,prosent
1263,alle,2011,68.74,sysselsatte_botid,prosent
1264,0_4,2011,74.77,sysselsatte_botid,prosent
1264,10+,2011,64.00,sysselsatte_botid,prosent
1264,5_9,2011,80.56,sysselsatte_botid,prosent
1264,alle,2011,73.70,sysselsatte_botid,prosent
1265,0_4,2011,75.00,sysselsatte_botid,prosent
1265,10+,2011,68.75,sysselsatte_botid,prosent
1265,5_9,2011,85.71,sysselsatte_botid,prosent
1265,alle,2011,74.19,sysselsatte_botid,prosent
1266,0_4,2011,65.22,sysselsatte_botid,prosent
1266,10+,2011,57.69,sysselsatte_botid,prosent
1266,5_9,2011,87.50,sysselsatte_botid,prosent
1266,alle,2011,64.91,sysselsatte_botid,prosent
1401,0_4,2011,58.32,sysselsatte_botid,prosent
1401,10+,2011,73.50,sysselsatte_botid,prosent
1401,5_9,2011,67.14,sysselsatte_botid,prosent
1401,alle,2011,65.20,sysselsatte_botid,prosent
1411,0_4,2011,73.56,sysselsatte_botid,prosent
1411,10+,2011,71.88,sysselsatte_botid,prosent
1411,5_9,2011,100.0,sysselsatte_botid,prosent
1411,alle,2011,74.80,sysselsatte_botid,prosent
1412,0_4,2011,77.50,sysselsatte_botid,prosent
1412,10+,2011,71.43,sysselsatte_botid,prosent
1412,5_9,2011,85.71,sysselsatte_botid,prosent
1412,alle,2011,77.94,sysselsatte_botid,prosent
1413,0_4,2011,69.33,sysselsatte_botid,prosent
1413,10+,2011,60.87,sysselsatte_botid,prosent
1413,5_9,2011,91.67,sysselsatte_botid,prosent
1413,alle,2011,73.88,sysselsatte_botid,prosent
1416,0_4,2011,51.35,sysselsatte_botid,prosent
1416,10+,2011,72.12,sysselsatte_botid,prosent
1416,5_9,2011,76.74,sysselsatte_botid,prosent
1416,alle,2011,63.95,sysselsatte_botid,prosent
1417,0_4,2011,78.21,sysselsatte_botid,prosent
1417,10+,2011,53.13,sysselsatte_botid,prosent
1417,5_9,2011,72.73,sysselsatte_botid,prosent
1417,alle,2011,71.43,sysselsatte_botid,prosent
1418,0_4,2011,59.70,sysselsatte_botid,prosent
