naringsregion_nr,vreg_3,botid_5,aar,tabellvariabel,tabellnavn,enhet
01,2,0_4,2013,37.87,sysselsatte_botid_land,prosent
01,2,10+,2013,44.45,sysselsatte_botid_land,prosent
01,2,5_9,2013,45.82,sysselsatte_botid_land,prosent
01,2,alle,2013,43.68,sysselsatte_botid_land,prosent
01,alle,0_4,2013,56.61,sysselsatte_botid_land,prosent
01,alle,10+,2013,50.18,sysselsatte_botid_land,prosent
01,alle,5_9,2013,55.07,sysselsatte_botid_land,prosent
01,alle,alle,2013,52.32,sysselsatte_botid_land,prosent
02,1,0_4,2013,68.63,sysselsatte_botid_land,prosent
02,1,10+,2013,63.65,sysselsatte_botid_land,prosent
02,1,5_9,2013,75.50,sysselsatte_botid_land,prosent
02,1,alle,2013,68.21,sysselsatte_botid_land,prosent
02,2,0_4,2013,34.00,sysselsatte_botid_land,prosent
02,2,10+,2013,53.84,sysselsatte_botid_land,prosent
02,2,5_9,2013,55.00,sysselsatte_botid_land,prosent
02,2,alle,2013,50.00,sysselsatte_botid_land,prosent
02,alle,0_4,2013,57.75,sysselsatte_botid_land,prosent
02,alle,10+,2013,57.81,sysselsatte_botid_land,prosent
02,alle,5_9,2013,66.77,sysselsatte_botid_land,prosent
02,alle,alle,2013,59.55,sysselsatte_botid_land,prosent
03,1,0_4,2013,65.63,sysselsatte_botid_land,prosent
03,1,10+,2013,65.86,sysselsatte_botid_land,prosent
03,1,5_9,2013,75.07,sysselsatte_botid_land,prosent
03,1,alle,2013,67.81,sysselsatte_botid_land,prosent
03,2,0_4,2013,40.94,sysselsatte_botid_land,prosent
03,2,10+,2013,50.67,sysselsatte_botid_land,prosent
03,2,5_9,2013,56.44,sysselsatte_botid_land,prosent
03,2,alle,2013,49.69,sysselsatte_botid_land,prosent
03,alle,0_4,2013,56.63,sysselsatte_botid_land,prosent
03,alle,10+,2013,56.67,sysselsatte_botid_land,prosent
03,alle,5_9,2013,67.27,sysselsatte_botid_land,prosent
03,alle,alle,2013,58.64,sysselsatte_botid_land,prosent
04,1,0_4,2013,69.95,sysselsatte_botid_land,prosent
04,1,10+,2013,63.74,sysselsatte_botid_land,prosent
04,1,5_9,2013,74.09,sysselsatte_botid_land,prosent
04,1,alle,2013,67.99,sysselsatte_botid_land,prosent
04,2,0_4,2013,30.52,sysselsatte_botid_land,prosent
04,2,10+,2013,49.68,sysselsatte_botid_land,prosent
04,2,5_9,2013,41.89,sysselsatte_botid_land,prosent
04,2,alle,2013,45.30,sysselsatte_botid_land,prosent
04,alle,0_4,2013,54.82,sysselsatte_botid_land,prosent
04,alle,10+,2013,54.26,sysselsatte_botid_land,prosent
04,alle,5_9,2013,56.20,sysselsatte_botid_land,prosent
04,alle,alle,2013,54.75,sysselsatte_botid_land,prosent
05,1,0_4,2013,68.22,sysselsatte_botid_land,prosent
05,1,10+,2013,75.72,sysselsatte_botid_land,prosent
05,1,5_9,2013,77.56,sysselsatte_botid_land,prosent
05,1,alle,2013,73.69,sysselsatte_botid_land,prosent
05,2,0_4,2013,42.58,sysselsatte_botid_land,prosent
05,2,10+,2013,64.11,sysselsatte_botid_land,prosent
05,2,5_9,2013,64.58,sysselsatte_botid_land,prosent
05,2,alle,2013,58.54,sysselsatte_botid_land,prosent
05,alle,0_4,2013,58.00,sysselsatte_botid_land,prosent
05,alle,10+,2013,70.03,sysselsatte_botid_land,prosent
05,alle,5_9,2013,72.34,sysselsatte_botid_land,prosent
05,alle,alle,2013,66.93,sysselsatte_botid_land,prosent
06,1,0_4,2013,66.27,sysselsatte_botid_land,prosent
06,1,10+,2013,74.27,sysselsatte_botid_land,prosent
06,1,5_9,2013,78.39,sysselsatte_botid_land,prosent
06,1,alle,2013,72.57,sysselsatte_botid_land,prosent
06,2,0_4,2013,40.74,sysselsatte_botid_land,prosent
06,2,10+,2013,64.35,sysselsatte_botid_land,prosent
06,2,5_9,2013,61.65,sysselsatte_botid_land,prosent
06,2,alle,2013,57.99,sysselsatte_botid_land,prosent
06,alle,0_4,2013,55.81,sysselsatte_botid_land,prosent
06,alle,10+,2013,69.45,sysselsatte_botid_land,prosent
06,alle,5_9,2013,71.02,sysselsatte_botid_land,prosent
06,alle,alle,2013,65.91,sysselsatte_botid_land,prosent
07,1,0_4,2013,68.52,sysselsatte_botid_land,prosent
07,1,10+,2013,74.52,sysselsatte_botid_land,prosent
07,1,5_9,2013,77.46,sysselsatte_botid_land,prosent
07,1,alle,2013,72.56,sysselsatte_botid_land,prosent
07,2,0_4,2013,43.00,sysselsatte_botid_land,prosent
07,2,10+,2013,64.56,sysselsatte_botid_land,prosent
07,2,5_9,2013,58.08,sysselsatte_botid_land,prosent
07,2,alle,2013,59.91,sysselsatte_botid_land,prosent
07,alle,0_4,2013,60.26,sysselsatte_botid_land,prosent
07,alle,10+,2013,67.64,sysselsatte_botid_land,prosent
07,alle,5_9,2013,68.20,sysselsatte_botid_land,prosent
07,alle,alle,2013,65.63,sysselsatte_botid_land,prosent
08,1,0_4,2013,71.17,sysselsatte_botid_land,prosent
08,1,10+,2013,72.17,sysselsatte_botid_land,prosent
08,1,5_9,2013,80.05,sysselsatte_botid_land,prosent
08,1,alle,2013,73.28,sysselsatte_botid_land,prosent
08,2,0_4,2013,46.71,sysselsatte_botid_land,prosent
08,2,10+,2013,63.36,sysselsatte_botid_land,prosent
08,2,5_9,2013,63.47,sysselsatte_botid_land,prosent
08,2,alle,2013,59.75,sysselsatte_botid_land,prosent
08,alle,0_4,2013,64.56,sysselsatte_botid_land,prosent
08,alle,10+,2013,67.02,sysselsatte_botid_land,prosent
08,alle,5_9,2013,72.99,sysselsatte_botid_land,prosent
08,alle,alle,2013,67.31,sysselsatte_botid_land,prosent
09,1,0_4,2013,73.49,sysselsatte_botid_land,prosent
09,1,10+,2013,72.38,sysselsatte_botid_land,prosent
09,1,5_9,2013,78.15,sysselsatte_botid_land,prosent
09,1,alle,2013,74.00,sysselsatte_botid_land,prosent
09,2,0_4,2013,50.40,sysselsatte_botid_land,prosent
09,2,10+,2013,55.78,sysselsatte_botid_land,prosent
09,2,5_9,2013,57.97,sysselsatte_botid_land,prosent
09,2,alle,2013,55.04,sysselsatte_botid_land,prosent
09,alle,0_4,2013,64.07,sysselsatte_botid_land,prosent
09,alle,10+,2013,60.12,sysselsatte_botid_land,prosent
09,alle,5_9,2013,67.23,sysselsatte_botid_land,prosent
09,alle,alle,2013,62.46,sysselsatte_botid_land,prosent
10,1,0_4,2013,71.79,sysselsatte_botid_land,prosent
10,1,10+,2013,66.05,sysselsatte_botid_land,prosent
10,1,5_9,2013,83.19,sysselsatte_botid_land,prosent
10,1,alle,2013,71.88,sysselsatte_botid_land,prosent
10,2,0_4,2013,25.88,sysselsatte_botid_land,prosent
10,2,10+,2013,65.25,sysselsatte_botid_land,prosent
10,2,5_9,2013,65.63,sysselsatte_botid_land,prosent
10,2,alle,2013,47.47,sysselsatte_botid_land,prosent
10,alle,0_4,2013,55.60,sysselsatte_botid_land,prosent
10,alle,10+,2013,65.73,sysselsatte_botid_land,prosent
10,alle,5_9,2013,76.84,sysselsatte_botid_land,prosent
10,alle,alle,2013,62.86,sysselsatte_botid_land,prosent
11,1,0_4,2013,64.54,sysselsatte_botid_land,prosent
11,1,10+,2013,60.47,sysselsatte_botid_land,prosent
11,1,5_9,2013,69.16,sysselsatte_botid_land,prosent
11,1,alle,2013,63.08,sysselsatte_botid_land,prosent
11,2,0_4,2013,22.11,sysselsatte_botid_land,prosent
11,2,10+,2013,51.87,sysselsatte_botid_land,prosent
11,2,5_9,2013,50.50,sysselsatte_botid_land,prosent
11,2,alle,2013,42.92,sysselsatte_botid_land,prosent
11,alle,0_4,2013,44.88,sysselsatte_botid_land,prosent
11,alle,10+,2013,56.52,sysselsatte_botid_land,prosent
11,alle,5_9,2013,60.10,sysselsatte_botid_land,prosent
11,alle,alle,2013,53.71,sysselsatte_botid_land,prosent
12,1,0_4,2013,65.53,sysselsatte_botid_land,prosent
12,1,10+,2013,67.39,sysselsatte_botid_land,prosent
12,1,5_9,2013,76.01,sysselsatte_botid_land,prosent
12,1,alle,2013,68.26,sysselsatte_botid_land,prosent
12,2,0_4,2013,36.67,sysselsatte_botid_land,prosent
12,2,10+,2013,53.92,sysselsatte_botid_land,prosent
12,2,5_9,2013,53.43,sysselsatte_botid_land,prosent
12,2,alle,2013,48.57,sysselsatte_botid_land,prosent
12,alle,0_4,2013,53.53,sysselsatte_botid_land,prosent
12,alle,10+,2013,60.35,sysselsatte_botid_land,prosent
12,alle,5_9,2013,64.23,sysselsatte_botid_land,prosent
12,alle,alle,2013,58.71,sysselsatte_botid_land,prosent
13,1,0_4,2013,61.36,sysselsatte_botid_land,prosent
13,1,10+,2013,64.47,sysselsatte_botid_land,prosent
13,1,5_9,2013,66.94,sysselsatte_botid_land,prosent
13,1,alle,2013,63.71,sysselsatte_botid_land,prosent
13,2,0_4,2013,24.04,sysselsatte_botid_land,prosent
13,2,10+,2013,54.98,sysselsatte_botid_land,prosent
13,2,5_9,2013,47.27,sysselsatte_botid_land,prosent
13,2,alle,2013,41.15,sysselsatte_botid_land,prosent
13,alle,0_4,2013,43.37,sysselsatte_botid_land,prosent
13,alle,10+,2013,60.45,sysselsatte_botid_land,prosent
13,alle,5_9,2013,56.48,sysselsatte_botid_land,prosent
13,alle,alle,2013,53.22,sysselsatte_botid_land,prosent
14,1,0_4,2013,70.53,sysselsatte_botid_land,prosent
14,1,10+,2013,66.89,sysselsatte_botid_land,prosent
14,1,5_9,2013,79.66,sysselsatte_botid_land,prosent
14,1,alle,2013,70.97,sysselsatte_botid_land,prosent
14,2,0_4,2013,29.00,sysselsatte_botid_land,prosent
14,2,10+,2013,58.16,sysselsatte_botid_land,prosent
14,2,5_9,2013,54.79,sysselsatte_botid_land,prosent
14,2,alle,2013,48.39,sysselsatte_botid_land,prosent
14,alle,0_4,2013,52.41,sysselsatte_botid_land,prosent
14,alle,10+,2013,61.65,sysselsatte_botid_land,prosent
14,alle,5_9,2013,66.31,sysselsatte_botid_land,prosent
14,alle,alle,2013,59.09,sysselsatte_botid_land,prosent
15,1,0_4,2013,66.00,sysselsatte_botid_land,prosent
15,1,10+,2013,67.94,sysselsatte_botid_land,prosent
15,1,5_9,2013,79.82,sysselsatte_botid_land,prosent
15,1,alle,2013,69.58,sysselsatte_botid_land,prosent
15,2,0_4,2013,28.13,sysselsatte_botid_land,prosent
15,2,10+,2013,61.71,sysselsatte_botid_land,prosent
15,2,5_9,2013,63.59,sysselsatte_botid_land,prosent
15,2,alle,2013,48.73,sysselsatte_botid_land,prosent
15,alle,0_4,2013,48.33,sysselsatte_botid_land,prosent
15,alle,10+,2013,64.86,sysselsatte_botid_land,prosent
15,alle,5_9,2013,72.48,sysselsatte_botid_land,prosent
15,alle,alle,2013,59.67,sysselsatte_botid_land,prosent
16,1,0_4,2013,66.98,sysselsatte_botid_land,prosent
16,1,10+,2013,70.00,sysselsatte_botid_land,prosent
16,1,5_9,2013,74.77,sysselsatte_botid_land,prosent
16,1,alle,2013,69.74,sysselsatte_botid_land,prosent
16,2,0_4,2013,36.73,sysselsatte_botid_land,prosent
16,2,10+,2013,64.19,sysselsatte_botid_land,prosent
16,2,5_9,2013,54.67,sysselsatte_botid_land,prosent
16,2,alle,2013,54.29,sysselsatte_botid_land,prosent
16,alle,0_4,2013,54.70,sysselsatte_botid_land,prosent
16,alle,10+,2013,66.92,sysselsatte_botid_land,prosent
16,alle,5_9,2013,63.94,sysselsatte_botid_land,prosent
16,alle,alle,2013,62.17,sysselsatte_botid_land,prosent
17,1,0_4,2013,77.69,sysselsatte_botid_land,prosent
17,1,10+,2013,57.76,sysselsatte_botid_land,prosent
17,1,5_9,2013,78.57,sysselsatte_botid_land,prosent
17,1,alle,2013,73.77,sysselsatte_botid_land,prosent
17,2,0_4,2013,26.67,sysselsatte_botid_land,prosent
17,2,10+,2013,51.40,sysselsatte_botid_land,prosent
17,2,5_9,2013,49.15,sysselsatte_botid_land,prosent
17,2,alle,2013,41.33,sysselsatte_botid_land,prosent
17,alle,0_4,2013,62.64,sysselsatte_botid_land,prosent
17,alle,10+,2013,54.71,sysselsatte_botid_land,prosent
17,alle,5_9,2013,71.37,sysselsatte_botid_land,prosent
17,alle,alle,2013,63.05,sysselsatte_botid_land,prosent
18,1,0_4,2013,69.92,sysselsatte_botid_land,prosent
18,1,10+,2013,69.66,sysselsatte_botid_land,prosent
18,1,5_9,2013,78.13,sysselsatte_botid_land,prosent
18,1,alle,2013,71.83,sysselsatte_botid_land,prosent
18,2,0_4,2013,24.79,sysselsatte_botid_land,prosent
18,2,10+,2013,70.41,sysselsatte_botid_land,prosent
18,2,5_9,2013,49.37,sysselsatte_botid_land,prosent
18,2,alle,2013,40.39,sysselsatte_botid_land,prosent
18,alle,0_4,2013,48.37,sysselsatte_botid_land,prosent
18,alle,10+,2013,69.96,sysselsatte_botid_land,prosent
18,alle,5_9,2013,67.15,sysselsatte_botid_land,prosent
18,alle,alle,2013,58.09,sysselsatte_botid_land,prosent
19,1,0_4,2013,69.98,sysselsatte_botid_land,prosent
19,1,10+,2013,71.90,sysselsatte_botid_land,prosent
19,1,5_9,2013,69.72,sysselsatte_botid_land,prosent
19,1,alle,2013,70.45,sysselsatte_botid_land,prosent
19,2,0_4,2013,26.60,sysselsatte_botid_land,prosent
19,2,10+,2013,63.35,sysselsatte_botid_land,prosent
19,2,5_9,2013,54.55,sysselsatte_botid_land,prosent
19,2,alle,2013,42.12,sysselsatte_botid_land,prosent
19,alle,0_4,2013,52.37,sysselsatte_botid_land,prosent
19,alle,10+,2013,68.49,sysselsatte_botid_land,prosent
19,alle,5_9,2013,65.76,sysselsatte_botid_land,prosent
19,alle,alle,2013,59.87,sysselsatte_botid_land,prosent
20,1,0_4,2013,70.45,sysselsatte_botid_land,prosent
20,1,10+,2013,71.09,sysselsatte_botid_land,prosent
20,1,5_9,2013,79.94,sysselsatte_botid_land,prosent
20,1,alle,2013,72.76,sysselsatte_botid_land,prosent
20,2,0_4,2013,39.21,sysselsatte_botid_land,prosent
20,2,10+,2013,57.82,sysselsatte_botid_land,prosent
20,2,5_9,2013,56.27,sysselsatte_botid_land,prosent
20,2,alle,2013,54.08,sysselsatte_botid_land,prosent
20,alle,0_4,2013,60.08,sysselsatte_botid_land,prosent
20,alle,10+,2013,62.38,sysselsatte_botid_land,prosent
20,alle,5_9,2013,68.96,sysselsatte_botid_land,prosent
20,alle,alle,2013,62.99,sysselsatte_botid_land,prosent
21,1,0_4,2013,76.33,sysselsatte_botid_land,prosent
21,1,10+,2013,73.95,sysselsatte_botid_land,prosent
21,1,5_9,2013,78.74,sysselsatte_botid_land,prosent
21,1,alle,2013,76.31,sysselsatte_botid_land,prosent
21,2,0_4,2013,34.97,sysselsatte_botid_land,prosent
21,2,10+,2013,69.11,sysselsatte_botid_land,prosent
21,2,5_9,2013,70.19,sysselsatte_botid_land,prosent
21,2,alle,2013,54.42,sysselsatte_botid_land,prosent
21,alle,0_4,2013,64.06,sysselsatte_botid_land,prosent
21,alle,10+,2013,72.13,sysselsatte_botid_land,prosent
21,alle,5_9,2013,76.35,sysselsatte_botid_land,prosent
21,alle,alle,2013,69.40,sysselsatte_botid_land,prosent
22,1,0_4,2013,74.49,sysselsatte_botid_land,prosent
22,1,10+,2013,72.39,sysselsatte_botid_land,prosent
22,1,5_9,2013,82.58,sysselsatte_botid_land,prosent
22,1,alle,2013,75.14,sysselsatte_botid_land,prosent
22,2,0_4,2013,47.64,sysselsatte_botid_land,prosent
22,2,10+,2013,63.28,sysselsatte_botid_land,prosent
22,2,5_9,2013,70.35,sysselsatte_botid_land,prosent
22,2,alle,2013,58.69,sysselsatte_botid_land,prosent
22,alle,0_4,2013,62.79,sysselsatte_botid_land,prosent
22,alle,10+,2013,68.05,sysselsatte_botid_land,prosent
22,alle,5_9,2013,76.34,sysselsatte_botid_land,prosent
22,alle,alle,2013,67.47,sysselsatte_botid_land,prosent
23,1,0_4,2013,73.06,sysselsatte_botid_land,prosent
23,1,10+,2013,60.80,sysselsatte_botid_land,prosent
23,1,5_9,2013,76.67,sysselsatte_botid_land,prosent
23,1,alle,2013,70.01,sysselsatte_botid_land,prosent
23,2,0_4,2013,36.78,sysselsatte_botid_land,prosent
23,2,10+,2013,62.21,sysselsatte_botid_land,prosent
23,2,5_9,2013,45.45,sysselsatte_botid_land,prosent
23,2,alle,2013,49.61,sysselsatte_botid_land,prosent
23,alle,0_4,2013,61.79,sysselsatte_botid_land,prosent
23,alle,10+,2013,61.39,sysselsatte_botid_land,prosent
23,alle,5_9,2013,66.20,sysselsatte_botid_land,prosent
23,alle,alle,2013,62.75,sysselsatte_botid_land,prosent
24,1,0_4,2013,66.59,sysselsatte_botid_land,prosent
24,1,10+,2013,69.15,sysselsatte_botid_land,prosent
24,1,5_9,2013,76.55,sysselsatte_botid_land,prosent
24,1,alle,2013,69.78,sysselsatte_botid_land,prosent
24,2,0_4,2013,36.52,sysselsatte_botid_land,prosent
24,2,10+,2013,62.04,sysselsatte_botid_land,prosent
24,2,5_9,2013,55.42,sysselsatte_botid_land,prosent
24,2,alle,2013,54.36,sysselsatte_botid_land,prosent
24,alle,0_4,2013,56.74,sysselsatte_botid_land,prosent
24,alle,10+,2013,65.34,sysselsatte_botid_land,prosent
24,alle,5_9,2013,67.79,sysselsatte_botid_land,prosent
24,alle,alle,2013,62.99,sysselsatte_botid_land,prosent
25,1,0_4,2013,69.16,sysselsatte_botid_land,prosent
25,1,10+,2013,66.48,sysselsatte_botid_land,prosent
25,1,5_9,2013,78.49,sysselsatte_botid_land,prosent
25,1,alle,2013,70.10,sysselsatte_botid_land,prosent
25,2,0_4,2013,36.12,sysselsatte_botid_land,prosent
25,2,10+,2013,59.27,sysselsatte_botid_land,prosent
25,2,5_9,2013,57.74,sysselsatte_botid_land,prosent
25,2,alle,2013,53.39,sysselsatte_botid_land,prosent
25,alle,0_4,2013,57.93,sysselsatte_botid_land,prosent
25,alle,10+,2013,62.70,sysselsatte_botid_land,prosent
25,alle,5_9,2013,70.20,sysselsatte_botid_land,prosent
25,alle,alle,2013,62.74,sysselsatte_botid_land,prosent
26,1,0_4,2013,69.71,sysselsatte_botid_land,prosent
26,1,10+,2013,63.26,sysselsatte_botid_land,prosent
26,1,5_9,2013,76.84,sysselsatte_botid_land,prosent
26,1,alle,2013,68.56,sysselsatte_botid_land,prosent
26,2,0_4,2013,37.19,sysselsatte_botid_land,prosent
26,2,10+,2013,53.67,sysselsatte_botid_land,prosent
26,2,5_9,2013,52.42,sysselsatte_botid_land,prosent
26,2,alle,2013,50.39,sysselsatte_botid_land,prosent
26,alle,0_4,2013,58.56,sysselsatte_botid_land,prosent
26,alle,10+,2013,57.51,sysselsatte_botid_land,prosent
26,alle,5_9,2013,65.56,sysselsatte_botid_land,prosent
26,alle,alle,2013,59.43,sysselsatte_botid_land,prosent
27,1,0_4,2013,64.91,sysselsatte_botid_land,prosent
27,1,10+,2013,64.13,sysselsatte_botid_land,prosent
27,1,5_9,2013,73.10,sysselsatte_botid_land,prosent
27,1,alle,2013,66.07,sysselsatte_botid_land,prosent
27,2,0_4,2013,24.49,sysselsatte_botid_land,prosent
27,2,10+,2013,57.02,sysselsatte_botid_land,prosent
27,2,5_9,2013,53.43,sysselsatte_botid_land,prosent
27,2,alle,2013,47.49,sysselsatte_botid_land,prosent
27,alle,0_4,2013,43.14,sysselsatte_botid_land,prosent
27,alle,10+,2013,59.79,sysselsatte_botid_land,prosent
27,alle,5_9,2013,61.33,sysselsatte_botid_land,prosent
27,alle,alle,2013,55.16,sysselsatte_botid_land,prosent
28,1,0_4,2013,58.85,sysselsatte_botid_land,prosent
28,1,10+,2013,61.57,sysselsatte_botid_land,prosent
28,1,5_9,2013,71.32,sysselsatte_botid_land,prosent
28,1,alle,2013,61.94,sysselsatte_botid_land,prosent
28,2,0_4,2013,22.91,sysselsatte_botid_land,prosent
28,2,10+,2013,53.58,sysselsatte_botid_land,prosent
28,2,5_9,2013,56.97,sysselsatte_botid_land,prosent
28,2,alle,2013,42.84,sysselsatte_botid_land,prosent
28,alle,0_4,2013,43.85,sysselsatte_botid_land,prosent
28,alle,10+,2013,57.30,sysselsatte_botid_land,prosent
28,alle,5_9,2013,63.46,sysselsatte_botid_land,prosent
28,alle,alle,2013,52.65,sysselsatte_botid_land,prosent
29,1,0_4,2013,61.01,sysselsatte_botid_land,prosent
29,1,10+,2013,69.17,sysselsatte_botid_land,prosent
29,1,5_9,2013,80.50,sysselsatte_botid_land,prosent
29,1,alle,2013,68.22,sysselsatte_botid_land,prosent
29,2,0_4,2013,26.22,sysselsatte_botid_land,prosent
29,2,10+,2013,61.89,sysselsatte_botid_land,prosent
29,2,5_9,2013,63.12,sysselsatte_botid_land,prosent
29,2,alle,2013,47.43,sysselsatte_botid_land,prosent
29,alle,0_4,2013,43.34,sysselsatte_botid_land,prosent
29,alle,10+,2013,65.70,sysselsatte_botid_land,prosent
29,alle,5_9,2013,72.33,sysselsatte_botid_land,prosent
29,alle,alle,2013,58.08,sysselsatte_botid_land,prosent
30,1,0_4,2013,73.82,sysselsatte_botid_land,prosent
30,1,10+,2013,71.26,sysselsatte_botid_land,prosent
30,1,5_9,2013,74.23,sysselsatte_botid_land,prosent
30,1,alle,2013,73.04,sysselsatte_botid_land,prosent
30,2,0_4,2013,29.07,sysselsatte_botid_land,prosent
30,2,10+,2013,69.29,sysselsatte_botid_land,prosent
30,2,5_9,2013,62.07,sysselsatte_botid_land,prosent
30,2,alle,2013,54.98,sysselsatte_botid_land,prosent
30,alle,0_4,2013,63.16,sysselsatte_botid_land,prosent
30,alle,10+,2013,70.59,sysselsatte_botid_land,prosent
30,alle,5_9,2013,71.43,sysselsatte_botid_land,prosent
30,alle,alle,2013,68.09,sysselsatte_botid_land,prosent
31,1,0_4,2013,71.26,sysselsatte_botid_land,prosent
31,1,10+,2013,74.13,sysselsatte_botid_land,prosent
31,1,5_9,2013,77.88,sysselsatte_botid_land,prosent
31,1,alle,2013,74.55,sysselsatte_botid_land,prosent
31,2,0_4,2013,30.77,sysselsatte_botid_land,prosent
31,2,10+,2013,59.66,sysselsatte_botid_land,prosent
31,2,5_9,2013,59.76,sysselsatte_botid_land,prosent
31,2,alle,2013,49.06,sysselsatte_botid_land,prosent
31,alle,0_4,2013,48.04,sysselsatte_botid_land,prosent
31,alle,10+,2013,67.56,sysselsatte_botid_land,prosent
31,alle,5_9,2013,69.89,sysselsatte_botid_land,prosent
31,alle,alle,2013,62.12,sysselsatte_botid_land,prosent
32,1,0_4,2013,65.35,sysselsatte_botid_land,prosent
32,1,10+,2013,64.83,sysselsatte_botid_land,prosent
32,1,5_9,2013,70.36,sysselsatte_botid_land,prosent
32,1,alle,2013,66.23,sysselsatte_botid_land,prosent
32,2,0_4,2013,29.47,sysselsatte_botid_land,prosent
32,2,10+,2013,54.77,sysselsatte_botid_land,prosent
32,2,5_9,2013,56.12,sysselsatte_botid_land,prosent
32,2,alle,2013,47.46,sysselsatte_botid_land,prosent
32,alle,0_4,2013,51.04,sysselsatte_botid_land,prosent
32,alle,10+,2013,59.99,sysselsatte_botid_land,prosent
32,alle,5_9,2013,64.37,sysselsatte_botid_land,prosent
32,alle,alle,2013,57.95,sysselsatte_botid_land,prosent
33,1,0_4,2013,70.59,sysselsatte_botid_land,prosent
33,1,10+,2013,73.60,sysselsatte_botid_land,prosent
33,1,5_9,2013,76.24,sysselsatte_botid_land,prosent
33,1,alle,2013,73.38,sysselsatte_botid_land,prosent
33,2,0_4,2013,28.39,sysselsatte_botid_land,prosent
33,2,10+,2013,65.00,sysselsatte_botid_land,prosent
33,2,5_9,2013,62.81,sysselsatte_botid_land,prosent
33,2,alle,2013,51.11,sysselsatte_botid_land,prosent
33,alle,0_4,2013,50.15,sysselsatte_botid_land,prosent
33,alle,10+,2013,70.85,sysselsatte_botid_land,prosent
33,alle,5_9,2013,71.21,sysselsatte_botid_land,prosent
33,alle,alle,2013,64.99,sysselsatte_botid_land,prosent
34,1,0_4,2013,72.19,sysselsatte_botid_land,prosent
34,1,10+,2013,68.38,sysselsatte_botid_land,prosent
34,1,5_9,2013,73.68,sysselsatte_botid_land,prosent
34,1,alle,2013,70.91,sysselsatte_botid_land,prosent
34,2,0_4,2013,19.11,sysselsatte_botid_land,prosent
34,2,10+,2013,56.95,sysselsatte_botid_land,prosent
34,2,5_9,2013,52.43,sysselsatte_botid_land,prosent
34,2,alle,2013,41.96,sysselsatte_botid_land,prosent
34,alle,0_4,2013,45.37,sysselsatte_botid_land,prosent
34,alle,10+,2013,63.39,sysselsatte_botid_land,prosent
34,alle,5_9,2013,66.48,sysselsatte_botid_land,prosent
34,alle,alle,2013,58.29,sysselsatte_botid_land,prosent
35,1,0_4,2013,69.88,sysselsatte_botid_land,prosent
35,1,10+,2013,69.40,sysselsatte_botid_land,prosent
35,1,5_9,2013,73.71,sysselsatte_botid_land,prosent
35,1,alle,2013,70.39,sysselsatte_botid_land,prosent
35,2,0_4,2013,33.73,sysselsatte_botid_land,prosent
35,2,10+,2013,60.03,sysselsatte_botid_land,prosent
35,2,5_9,2013,55.66,sysselsatte_botid_land,prosent
35,2,alle,2013,53.12,sysselsatte_botid_land,prosent
35,alle,0_4,2013,52.40,sysselsatte_botid_land,prosent
35,alle,10+,2013,63.68,sysselsatte_botid_land,prosent
35,alle,5_9,2013,63.91,sysselsatte_botid_land,prosent
35,alle,alle,2013,60.66,sysselsatte_botid_land,prosent
36,1,0_4,2013,72.71,sysselsatte_botid_land,prosent
36,1,10+,2013,70.59,sysselsatte_botid_land,prosent
36,1,5_9,2013,79.65,sysselsatte_botid_land,prosent
36,1,alle,2013,74.06,sysselsatte_botid_land,prosent
36,2,0_4,2013,43.93,sysselsatte_botid_land,prosent
36,2,10+,2013,71.76,sysselsatte_botid_land,prosent
36,2,5_9,2013,72.52,sysselsatte_botid_land,prosent
36,2,alle,2013,62.24,sysselsatte_botid_land,prosent
36,alle,0_4,2013,61.83,sysselsatte_botid_land,prosent
36,alle,10+,2013,71.16,sysselsatte_botid_land,prosent
36,alle,5_9,2013,76.86,sysselsatte_botid_land,prosent
36,alle,alle,2013,69.09,sysselsatte_botid_land,prosent
37,1,0_4,2013,70.23,sysselsatte_botid_land,prosent
37,1,10+,2013,68.68,sysselsatte_botid_land,prosent
37,1,5_9,2013,76.89,sysselsatte_botid_land,prosent
37,1,alle,2013,71.48,sysselsatte_botid_land,prosent
37,2,0_4,2013,35.27,sysselsatte_botid_land,prosent
37,2,10+,2013,64.39,sysselsatte_botid_land,prosent
37,2,5_9,2013,61.56,sysselsatte_botid_land,prosent
37,2,alle,2013,54.69,sysselsatte_botid_land,prosent
37,alle,0_4,2013,59.58,sysselsatte_botid_land,prosent
37,alle,10+,2013,66.39,sysselsatte_botid_land,prosent
37,alle,5_9,2013,71.66,sysselsatte_botid_land,prosent
37,alle,alle,2013,64.83,sysselsatte_botid_land,prosent
38,1,0_4,2013,78.03,sysselsatte_botid_land,prosent
38,1,10+,2013,76.08,sysselsatte_botid_land,prosent
38,1,5_9,2013,81.62,sysselsatte_botid_land,prosent
38,1,alle,2013,78.51,sysselsatte_botid_land,prosent
38,2,0_4,2013,41.64,sysselsatte_botid_land,prosent
38,2,10+,2013,69.77,sysselsatte_botid_land,prosent
38,2,5_9,2013,71.07,sysselsatte_botid_land,prosent
38,2,alle,2013,58.57,sysselsatte_botid_land,prosent
38,alle,0_4,2013,66.12,sysselsatte_botid_land,prosent
38,alle,10+,2013,72.94,sysselsatte_botid_land,prosent
38,alle,5_9,2013,79.02,sysselsatte_botid_land,prosent
38,alle,alle,2013,71.26,sysselsatte_botid_land,prosent
