"aar","bydel_nr","botid_3","vreg_3","enhet","tabellvariabel","tabell_navn","fylke_nr","naringsregion_nr","kommune_nr"
"2013","NULL","0-4","2","personer","23","sysselsatte_botid_land","NULL","NULL","1517"
"2013","NULL","0-4","2","prosent","44.2","sysselsatte_botid_land","NULL","NULL","1517"
"2013","NULL","0-4","alle","personer","174","sysselsatte_botid_land","NULL","NULL","1517"
"2013","NULL","0-4","alle","prosent","66.2","sysselsatte_botid_land","NULL","NULL","1517"
"2013","NULL","5+","1","personer","114","sysselsatte_botid_land","NULL","NULL","1517"
"2013","NULL","5+","1","prosent","80.3","sysselsatte_botid_land","NULL","NULL","1517"
"2013","NULL","5+","2","personer","128","sysselsatte_botid_land","NULL","NULL","1517"
"2013","NULL","5+","2","prosent","84.2","sysselsatte_botid_land","NULL","NULL","1517"
"2013","NULL","5+","alle","personer","242","sysselsatte_botid_land","NULL","NULL","1517"
"2013","NULL","5+","alle","prosent","82.3","sysselsatte_botid_land","NULL","NULL","1517"
"2013","NULL","alle","1","personer","185","sysselsatte_botid_land","NULL","NULL","1519"
"2013","NULL","alle","1","prosent","71.2","sysselsatte_botid_land","NULL","NULL","1519"
"2013","NULL","alle","2","personer","152","sysselsatte_botid_land","NULL","NULL","1519"
"2013","NULL","alle","2","prosent","47.4","sysselsatte_botid_land","NULL","NULL","1519"
"2013","NULL","alle","alle","personer","337","sysselsatte_botid_land","NULL","NULL","1519"
"2013","NULL","alle","alle","prosent","58","sysselsatte_botid_land","NULL","NULL","1519"
"2013","NULL","0-4","1","personer","91","sysselsatte_botid_land","NULL","NULL","1519"
"2013","NULL","0-4","1","prosent","67.4","sysselsatte_botid_land","NULL","NULL","1519"
"2013","NULL","0-4","2","personer","57","sysselsatte_botid_land","NULL","NULL","1519"
"2013","NULL","0-4","2","prosent","29.7","sysselsatte_botid_land","NULL","NULL","1519"
"2013","NULL","0-4","alle","personer","148","sysselsatte_botid_land","NULL","NULL","1519"
"2013","NULL","0-4","alle","prosent","45.3","sysselsatte_botid_land","NULL","NULL","1519"
"2013","NULL","5+","1","personer","94","sysselsatte_botid_land","NULL","NULL","1519"
"2013","NULL","5+","1","prosent","75.2","sysselsatte_botid_land","NULL","NULL","1519"
"2013","NULL","5+","2","personer","95","sysselsatte_botid_land","NULL","NULL","1519"
"2013","NULL","5+","2","prosent","73.6","sysselsatte_botid_land","NULL","NULL","1519"
"2013","NULL","5+","alle","personer","189","sysselsatte_botid_land","NULL","NULL","1519"
"2013","NULL","5+","alle","prosent","74.4","sysselsatte_botid_land","NULL","NULL","1519"
"2013","NULL","alle","1","personer","252","sysselsatte_botid_land","NULL","NULL","1520"
"2013","NULL","alle","1","prosent","80.8","sysselsatte_botid_land","NULL","NULL","1520"
"2013","NULL","alle","2","personer","138","sysselsatte_botid_land","NULL","NULL","1520"
"2013","NULL","alle","2","prosent","58","sysselsatte_botid_land","NULL","NULL","1520"
"2013","NULL","alle","alle","personer","390","sysselsatte_botid_land","NULL","NULL","1520"
"2013","NULL","alle","alle","prosent","70.9","sysselsatte_botid_land","NULL","NULL","1520"
"2013","NULL","0-4","1","personer","146","sysselsatte_botid_land","NULL","NULL","1520"
"2013","NULL","0-4","1","prosent","79.8","sysselsatte_botid_land","NULL","NULL","1520"
"2013","NULL","0-4","2","personer","33","sysselsatte_botid_land","NULL","NULL","1520"
"2013","NULL","0-4","2","prosent","34.7","sysselsatte_botid_land","NULL","NULL","1520"
"2013","NULL","0-4","alle","personer","179","sysselsatte_botid_land","NULL","NULL","1520"
"2013","NULL","0-4","alle","prosent","64.4","sysselsatte_botid_land","NULL","NULL","1520"
"2013","NULL","5+","1","personer","106","sysselsatte_botid_land","NULL","NULL","1520"
"2013","NULL","5+","1","prosent","82.2","sysselsatte_botid_land","NULL","NULL","1520"
"2013","NULL","5+","2","personer","105","sysselsatte_botid_land","NULL","NULL","1520"
"2013","NULL","5+","2","prosent","73.4","sysselsatte_botid_land","NULL","NULL","1520"
"2013","NULL","5+","alle","personer","211","sysselsatte_botid_land","NULL","NULL","1520"
"2013","NULL","5+","alle","prosent","77.6","sysselsatte_botid_land","NULL","NULL","1520"
"2013","NULL","alle","1","personer","118","sysselsatte_botid_land","NULL","NULL","1523"
"2013","NULL","alle","1","prosent","67.8","sysselsatte_botid_land","NULL","NULL","1523"
"2013","NULL","alle","2","personer","46","sysselsatte_botid_land","NULL","NULL","1523"
"2013","NULL","alle","2","prosent","67.6","sysselsatte_botid_land","NULL","NULL","1523"
"2013","NULL","alle","alle","personer","164","sysselsatte_botid_land","NULL","NULL","1523"
"2013","NULL","alle","alle","prosent","67.8","sysselsatte_botid_land","NULL","NULL","1523"
"2013","NULL","0-4","1","personer","54","sysselsatte_botid_land","NULL","NULL","1523"
"2013","NULL","0-4","1","prosent","61.4","sysselsatte_botid_land","NULL","NULL","1523"
"2013","NULL","0-4","2","personer","4","sysselsatte_botid_land","NULL","NULL","1523"
"2013","NULL","0-4","2","prosent","40","sysselsatte_botid_land","NULL","NULL","1523"
"2013","NULL","0-4","alle","personer","58","sysselsatte_botid_land","NULL","NULL","1523"
"2013","NULL","0-4","alle","prosent","59.2","sysselsatte_botid_land","NULL","NULL","1523"
"2013","NULL","5+","1","personer","64","sysselsatte_botid_land","NULL","NULL","1523"
"2013","NULL","5+","1","prosent","74.4","sysselsatte_botid_land","NULL","NULL","1523"
"2013","NULL","5+","2","personer","42","sysselsatte_botid_land","NULL","NULL","1523"
"2013","NULL","5+","2","prosent","72.4","sysselsatte_botid_land","NULL","NULL","1523"
"2013","NULL","5+","alle","personer","106","sysselsatte_botid_land","NULL","NULL","1523"
"2013","NULL","5+","alle","prosent","73.6","sysselsatte_botid_land","NULL","NULL","1523"
"2013","NULL","alle","1","personer","80","sysselsatte_botid_land","NULL","NULL","1524"
"2013","NULL","alle","1","prosent","88.9","sysselsatte_botid_land","NULL","NULL","1524"
"2013","NULL","alle","2","personer","13","sysselsatte_botid_land","NULL","NULL","1524"
"2013","NULL","alle","2","prosent","76.5","sysselsatte_botid_land","NULL","NULL","1524"
"2013","NULL","alle","alle","personer","93","sysselsatte_botid_land","NULL","NULL","1524"
"2013","NULL","alle","alle","prosent","86.9","sysselsatte_botid_land","NULL","NULL","1524"
"2013","NULL","0-4","1","personer",":","sysselsatte_botid_land","NULL","NULL","1524"
"2013","NULL","0-4","1","prosent",":","sysselsatte_botid_land","NULL","NULL","1524"
"2013","NULL","0-4","2","personer",":","sysselsatte_botid_land","NULL","NULL","1524"
"2013","NULL","0-4","2","prosent",":","sysselsatte_botid_land","NULL","NULL","1524"
"2013","NULL","0-4","alle","personer","27","sysselsatte_botid_land","NULL","NULL","1524"
"2013","NULL","0-4","alle","prosent","81.8","sysselsatte_botid_land","NULL","NULL","1524"
"2013","NULL","5+","1","personer","54","sysselsatte_botid_land","NULL","NULL","1524"
"2013","NULL","5+","1","prosent","90","sysselsatte_botid_land","NULL","NULL","1524"
"2013","NULL","5+","2","personer","12","sysselsatte_botid_land","NULL","NULL","1524"
"2013","NULL","5+","2","prosent","85.7","sysselsatte_botid_land","NULL","NULL","1524"
"2013","NULL","5+","alle","personer","66","sysselsatte_botid_land","NULL","NULL","1524"
"2013","NULL","5+","alle","prosent","89.2","sysselsatte_botid_land","NULL","NULL","1524"
"2013","NULL","alle","1","personer","364","sysselsatte_botid_land","NULL","NULL","1525"
"2013","NULL","alle","1","prosent","82.5","sysselsatte_botid_land","NULL","NULL","1525"
"2013","NULL","alle","2","personer","67","sysselsatte_botid_land","NULL","NULL","1525"
"2013","NULL","alle","2","prosent","88.2","sysselsatte_botid_land","NULL","NULL","1525"
"2013","NULL","alle","alle","personer","431","sysselsatte_botid_land","NULL","NULL","1525"
"2013","NULL","alle","alle","prosent","83.4","sysselsatte_botid_land","NULL","NULL","1525"
"2013","NULL","0-4","1","personer","221","sysselsatte_botid_land","NULL","NULL","1525"
"2013","NULL","0-4","1","prosent","81","sysselsatte_botid_land","NULL","NULL","1525"
"2013","NULL","0-4","2","personer","14","sysselsatte_botid_land","NULL","NULL","1525"
"2013","NULL","0-4","2","prosent","77.8","sysselsatte_botid_land","NULL","NULL","1525"
"2013","NULL","0-4","alle","personer","235","sysselsatte_botid_land","NULL","NULL","1525"
"2013","NULL","0-4","alle","prosent","80.8","sysselsatte_botid_land","NULL","NULL","1525"
"2013","NULL","5+","1","personer","143","sysselsatte_botid_land","NULL","NULL","1525"
"2013","NULL","5+","1","prosent","85.1","sysselsatte_botid_land","NULL","NULL","1525"
"2013","NULL","5+","2","personer","53","sysselsatte_botid_land","NULL","NULL","1525"
"2013","NULL","5+","2","prosent","91.4","sysselsatte_botid_land","NULL","NULL","1525"
"2013","NULL","5+","alle","personer","196","sysselsatte_botid_land","NULL","NULL","1525"
"2013","NULL","5+","alle","prosent","86.7","sysselsatte_botid_land","NULL","NULL","1525"
"2013","NULL","alle","1","personer","77","sysselsatte_botid_land","NULL","NULL","1526"
"2013","NULL","alle","1","prosent","77.8","sysselsatte_botid_land","NULL","NULL","1526"
"2013","NULL","alle","2","personer","10","sysselsatte_botid_land","NULL","NULL","1526"
"2013","NULL","alle","2","prosent","58.8","sysselsatte_botid_land","NULL","NULL","1526"
"2013","NULL","alle","alle","personer","87","sysselsatte_botid_land","NULL","NULL","1526"
"2013","NULL","alle","alle","prosent","75","sysselsatte_botid_land","NULL","NULL","1526"
"2013","NULL","0-4","1","personer",":","sysselsatte_botid_land","NULL","NULL","1526"
"2013","NULL","0-4","1","prosent",":","sysselsatte_botid_land","NULL","NULL","1526"
"2013","NULL","0-4","2","personer",":","sysselsatte_botid_land","NULL","NULL","1526"
"2013","NULL","0-4","2","prosent",":","sysselsatte_botid_land","NULL","NULL","1526"
"2013","NULL","0-4","alle","personer","39","sysselsatte_botid_land","NULL","NULL","1526"
"2013","NULL","0-4","alle","prosent","67.2","sysselsatte_botid_land","NULL","NULL","1526"
"2013","NULL","5+","1","personer","40","sysselsatte_botid_land","NULL","NULL","1526"
"2013","NULL","5+","1","prosent","88.9","sysselsatte_botid_land","NULL","NULL","1526"
"2013","NULL","5+","2","personer","8","sysselsatte_botid_land","NULL","NULL","1526"
"2013","NULL","5+","2","prosent","61.5","sysselsatte_botid_land","NULL","NULL","1526"
"2013","NULL","5+","alle","personer","48","sysselsatte_botid_land","NULL","NULL","1526"
"2013","NULL","5+","alle","prosent","82.8","sysselsatte_botid_land","NULL","NULL","1526"
"2013","NULL","alle","1","personer","338","sysselsatte_botid_land","NULL","NULL","1528"
"2013","NULL","alle","1","prosent","79.5","sysselsatte_botid_land","NULL","NULL","1528"
"2013","NULL","alle","2","personer","157","sysselsatte_botid_land","NULL","NULL","1528"
"2013","NULL","alle","2","prosent","61.6","sysselsatte_botid_land","NULL","NULL","1528"
"2013","NULL","alle","alle","personer","495","sysselsatte_botid_land","NULL","NULL","1528"
"2013","NULL","alle","alle","prosent","72.8","sysselsatte_botid_land","NULL","NULL","1528"
"2013","NULL","0-4","1","personer","147","sysselsatte_botid_land","NULL","NULL","1528"
"2013","NULL","0-4","1","prosent","71.4","sysselsatte_botid_land","NULL","NULL","1528"
"2013","NULL","0-4","2","personer","33","sysselsatte_botid_land","NULL","NULL","1528"
"2013","NULL","0-4","2","prosent","43.4","sysselsatte_botid_land","NULL","NULL","1528"
"2013","NULL","0-4","alle","personer","180","sysselsatte_botid_land","NULL","NULL","1528"
"2013","NULL","0-4","alle","prosent","63.8","sysselsatte_botid_land","NULL","NULL","1528"
"2013","NULL","5+","1","personer","191","sysselsatte_botid_land","NULL","NULL","1528"
"2013","NULL","5+","1","prosent","87.2","sysselsatte_botid_land","NULL","NULL","1528"
"2013","NULL","5+","2","personer","124","sysselsatte_botid_land","NULL","NULL","1528"
"2013","NULL","5+","2","prosent","69.3","sysselsatte_botid_land","NULL","NULL","1528"
"2013","NULL","5+","alle","personer","315","sysselsatte_botid_land","NULL","NULL","1528"
"2013","NULL","5+","alle","prosent","79.1","sysselsatte_botid_land","NULL","NULL","1528"
"2013","NULL","alle","1","personer","166","sysselsatte_botid_land","NULL","NULL","1529"
"2013","NULL","alle","1","prosent","75.8","sysselsatte_botid_land","NULL","NULL","1529"
"2013","NULL","alle","2","personer","46","sysselsatte_botid_land","NULL","NULL","1529"
"2013","NULL","alle","2","prosent","63.9","sysselsatte_botid_land","NULL","NULL","1529"
"2013","NULL","alle","alle","personer","212","sysselsatte_botid_land","NULL","NULL","1529"
"2013","NULL","alle","alle","prosent","72.9","sysselsatte_botid_land","NULL","NULL","1529"
"2013","NULL","0-4","1","personer","83","sysselsatte_botid_land","NULL","NULL","1529"
"2013","NULL","0-4","1","prosent","70.9","sysselsatte_botid_land","NULL","NULL","1529"
"2013","NULL","0-4","2","personer","7","sysselsatte_botid_land","NULL","NULL","1529"
"2013","NULL","0-4","2","prosent","43.8","sysselsatte_botid_land","NULL","NULL","1529"
"2013","NULL","0-4","alle","personer","90","sysselsatte_botid_land","NULL","NULL","1529"
"2013","NULL","0-4","alle","prosent","67.7","sysselsatte_botid_land","NULL","NULL","1529"
"2013","NULL","5+","1","personer","83","sysselsatte_botid_land","NULL","NULL","1529"
"2013","NULL","5+","1","prosent","81.4","sysselsatte_botid_land","NULL","NULL","1529"
"2013","NULL","5+","2","personer","39","sysselsatte_botid_land","NULL","NULL","1529"
"2013","NULL","5+","2","prosent","69.6","sysselsatte_botid_land","NULL","NULL","1529"
"2013","NULL","5+","alle","personer","122","sysselsatte_botid_land","NULL","NULL","1529"
"2013","NULL","5+","alle","prosent","77.2","sysselsatte_botid_land","NULL","NULL","1529"
"2013","NULL","alle","1","personer","381","sysselsatte_botid_land","NULL","NULL","1531"
"2013","NULL","alle","1","prosent","81.2","sysselsatte_botid_land","NULL","NULL","1531"
"2013","NULL","alle","2","personer","128","sysselsatte_botid_land","NULL","NULL","1531"
"2013","NULL","alle","2","prosent","70.3","sysselsatte_botid_land","NULL","NULL","1531"
"2013","NULL","alle","alle","personer","509","sysselsatte_botid_land","NULL","NULL","1531"
"2013","NULL","alle","alle","prosent","78.2","sysselsatte_botid_land","NULL","NULL","1531"
"2013","NULL","0-4","1","personer","241","sysselsatte_botid_land","NULL","NULL","1531"
"2013","NULL","0-4","1","prosent","78","sysselsatte_botid_land","NULL","NULL","1531"
"2013","NULL","0-4","2","personer","35","sysselsatte_botid_land","NULL","NULL","1531"
"2013","NULL","0-4","2","prosent","62.5","sysselsatte_botid_land","NULL","NULL","1531"
"2013","NULL","0-4","alle","personer","276","sysselsatte_botid_land","NULL","NULL","1531"
"2013","NULL","0-4","alle","prosent","75.6","sysselsatte_botid_land","NULL","NULL","1531"
"2013","NULL","5+","1","personer","140","sysselsatte_botid_land","NULL","NULL","1531"
"2013","NULL","5+","1","prosent","87.5","sysselsatte_botid_land","NULL","NULL","1531"
"2013","NULL","5+","2","personer","93","sysselsatte_botid_land","NULL","NULL","1531"
"2013","NULL","5+","2","prosent","73.8","sysselsatte_botid_land","NULL","NULL","1531"
"2013","NULL","5+","alle","personer","233","sysselsatte_botid_land","NULL","NULL","1531"
"2013","NULL","5+","alle","prosent","81.5","sysselsatte_botid_land","NULL","NULL","1531"
"2013","NULL","alle","1","personer","302","sysselsatte_botid_land","NULL","NULL","1532"
"2013","NULL","alle","1","prosent","74.9","sysselsatte_botid_land","NULL","NULL","1532"
"2013","NULL","alle","2","personer","111","sysselsatte_botid_land","NULL","NULL","1532"
"2013","NULL","alle","2","prosent","68.9","sysselsatte_botid_land","NULL","NULL","1532"
"2013","NULL","alle","alle","personer","413","sysselsatte_botid_land","NULL","NULL","1532"
"2013","NULL","alle","alle","prosent","73.2","sysselsatte_botid_land","NULL","NULL","1532"
"2013","NULL","0-4","1","personer","198","sysselsatte_botid_land","NULL","NULL","1532"
"2013","NULL","0-4","1","prosent","73.3","sysselsatte_botid_land","NULL","NULL","1532"
"2013","NULL","0-4","2","personer","42","sysselsatte_botid_land","NULL","NULL","1532"
"2013","NULL","0-4","2","prosent","56.8","sysselsatte_botid_land","NULL","NULL","1532"
"2013","NULL","0-4","alle","personer","240","sysselsatte_botid_land","NULL","NULL","1532"
"2013","NULL","0-4","alle","prosent","69.8","sysselsatte_botid_land","NULL","NULL","1532"
"2013","NULL","5+","1","personer","104","sysselsatte_botid_land","NULL","NULL","1532"
"2013","NULL","5+","1","prosent","78.2","sysselsatte_botid_land","NULL","NULL","1532"
"2013","NULL","5+","2","personer","69","sysselsatte_botid_land","NULL","NULL","1532"
"2013","NULL","5+","2","prosent","79.3","sysselsatte_botid_land","NULL","NULL","1532"
"2013","NULL","5+","alle","personer","173","sysselsatte_botid_land","NULL","NULL","1532"
"2013","NULL","5+","alle","prosent","78.6","sysselsatte_botid_land","NULL","NULL","1532"
"2013","NULL","alle","1","personer","457","sysselsatte_botid_land","NULL","NULL","1534"
"2013","NULL","alle","1","prosent","78.7","sysselsatte_botid_land","NULL","NULL","1534"
"2013","NULL","alle","2","personer","222","sysselsatte_botid_land","NULL","NULL","1534"
"2013","NULL","alle","2","prosent","66.3","sysselsatte_botid_land","NULL","NULL","1534"
"2013","NULL","alle","alle","personer","679","sysselsatte_botid_land","NULL","NULL","1534"
"2013","NULL","alle","alle","prosent","74.1","sysselsatte_botid_land","NULL","NULL","1534"
"2013","NULL","0-4","1","personer","234","sysselsatte_botid_land","NULL","NULL","1534"
"2013","NULL","0-4","1","prosent","73.6","sysselsatte_botid_land","NULL","NULL","1534"
"2013","NULL","0-4","2","personer","35","sysselsatte_botid_land","NULL","NULL","1534"
"2013","NULL","0-4","2","prosent","34.3","sysselsatte_botid_land","NULL","NULL","1534"
"2013","NULL","0-4","alle","personer","269","sysselsatte_botid_land","NULL","NULL","1534"
"2013","NULL","0-4","alle","prosent","64","sysselsatte_botid_land","NULL","NULL","1534"
"2013","NULL","5+","1","personer","223","sysselsatte_botid_land","NULL","NULL","1534"
"2013","NULL","5+","1","prosent","84.8","sysselsatte_botid_land","NULL","NULL","1534"
"2013","NULL","5+","2","personer","187","sysselsatte_botid_land","NULL","NULL","1534"
"2013","NULL","5+","2","prosent","80.3","sysselsatte_botid_land","NULL","NULL","1534"
"2013","NULL","5+","alle","personer","410","sysselsatte_botid_land","NULL","NULL","1534"
"2013","NULL","5+","alle","prosent","82.7","sysselsatte_botid_land","NULL","NULL","1534"
"2013","NULL","alle","1","personer","306","sysselsatte_botid_land","NULL","NULL","1535"
"2013","NULL","alle","1","prosent","82.7","sysselsatte_botid_land","NULL","NULL","1535"
"2013","NULL","alle","2","personer","112","sysselsatte_botid_land","NULL","NULL","1535"
"2013","NULL","alle","2","prosent","58.9","sysselsatte_botid_land","NULL","NULL","1535"
"2013","NULL","alle","alle","personer","418","sysselsatte_botid_land","NULL","NULL","1535"
"2013","NULL","alle","alle","prosent","74.6","sysselsatte_botid_land","NULL","NULL","1535"
"2013","NULL","0-4","1","personer","184","sysselsatte_botid_land","NULL","NULL","1535"
"2013","NULL","0-4","1","prosent","84.8","sysselsatte_botid_land","NULL","NULL","1535"
"2013","NULL","0-4","2","personer","29","sysselsatte_botid_land","NULL","NULL","1535"
"2013","NULL","0-4","2","prosent","31.2","sysselsatte_botid_land","NULL","NULL","1535"
"2013","NULL","0-4","alle","personer","213","sysselsatte_botid_land","NULL","NULL","1535"
"2013","NULL","0-4","alle","prosent","68.7","sysselsatte_botid_land","NULL","NULL","1535"
"2013","NULL","5+","1","personer","122","sysselsatte_botid_land","NULL","NULL","1535"
"2013","NULL","5+","1","prosent","79.7","sysselsatte_botid_land","NULL","NULL","1535"
"2013","NULL","5+","2","personer","83","sysselsatte_botid_land","NULL","NULL","1535"
"2013","NULL","5+","2","prosent","85.6","sysselsatte_botid_land","NULL","NULL","1535"
"2013","NULL","5+","alle","personer","205","sysselsatte_botid_land","NULL","NULL","1535"
"2013","NULL","5+","alle","prosent","82","sysselsatte_botid_land","NULL","NULL","1535"
"2013","NULL","alle","1","personer","257","sysselsatte_botid_land","NULL","NULL","1539"
"2013","NULL","alle","1","prosent","85.1","sysselsatte_botid_land","NULL","NULL","1539"
"2013","NULL","alle","2","personer","74","sysselsatte_botid_land","NULL","NULL","1539"
"2013","NULL","alle","2","prosent","76.3","sysselsatte_botid_land","NULL","NULL","1539"
"2013","NULL","alle","alle","personer","331","sysselsatte_botid_land","NULL","NULL","1539"
"2013","NULL","alle","alle","prosent","83","sysselsatte_botid_land","NULL","NULL","1539"
"2013","NULL","0-4","1","personer","120","sysselsatte_botid_land","NULL","NULL","1539"
"2013","NULL","0-4","1","prosent","83.9","sysselsatte_botid_land","NULL","NULL","1539"
"2013","NULL","0-4","2","personer","23","sysselsatte_botid_land","NULL","NULL","1539"
"2013","NULL","0-4","2","prosent","62.2","sysselsatte_botid_land","NULL","NULL","1539"
"2013","NULL","0-4","alle","personer","143","sysselsatte_botid_land","NULL","NULL","1539"
"2013","NULL","0-4","alle","prosent","79.4","sysselsatte_botid_land","NULL","NULL","1539"
"2013","NULL","5+","1","personer","137","sysselsatte_botid_land","NULL","NULL","1539"
"2013","NULL","5+","1","prosent","86.2","sysselsatte_botid_land","NULL","NULL","1539"
"2013","NULL","5+","2","personer","51","sysselsatte_botid_land","NULL","NULL","1539"
"2013","NULL","5+","2","prosent","85","sysselsatte_botid_land","NULL","NULL","1539"
"2013","NULL","5+","alle","personer","188","sysselsatte_botid_land","NULL","NULL","1539"
"2013","NULL","5+","alle","prosent","85.8","sysselsatte_botid_land","NULL","NULL","1539"
"2013","NULL","alle","1","personer","64","sysselsatte_botid_land","NULL","NULL","1543"
"2013","NULL","alle","1","prosent","77.1","sysselsatte_botid_land","NULL","NULL","1543"
"2013","NULL","alle","2","personer","28","sysselsatte_botid_land","NULL","NULL","1543"
"2013","NULL","alle","2","prosent","71.8","sysselsatte_botid_land","NULL","NULL","1543"
"2013","NULL","alle","alle","personer","92","sysselsatte_botid_land","NULL","NULL","1543"
"2013","NULL","alle","alle","prosent","75.4","sysselsatte_botid_land","NULL","NULL","1543"
"2013","NULL","0-4","1","personer",":","sysselsatte_botid_land","NULL","NULL","1543"
"2013","NULL","0-4","1","prosent",":","sysselsatte_botid_land","NULL","NULL","1543"
"2013","NULL","0-4","2","personer",":","sysselsatte_botid_land","NULL","NULL","1543"
"2013","NULL","0-4","2","prosent",":","sysselsatte_botid_land","NULL","NULL","1543"
"2013","NULL","0-4","alle","personer","30","sysselsatte_botid_land","NULL","NULL","1543"
"2013","NULL","0-4","alle","prosent","66.7","sysselsatte_botid_land","NULL","NULL","1543"
"2013","NULL","5+","1","personer","37","sysselsatte_botid_land","NULL","NULL","1543"
"2013","NULL","5+","1","prosent","82.2","sysselsatte_botid_land","NULL","NULL","1543"
"2013","NULL","5+","2","personer","25","sysselsatte_botid_land","NULL","NULL","1543"
"2013","NULL","5+","2","prosent","78.1","sysselsatte_botid_land","NULL","NULL","1543"
"2013","NULL","5+","alle","personer","62","sysselsatte_botid_land","NULL","NULL","1543"
"2013","NULL","5+","alle","prosent","80.5","sysselsatte_botid_land","NULL","NULL","1543"
"2013","NULL","alle","1","personer","109","sysselsatte_botid_land","NULL","NULL","1545"
"2013","NULL","alle","1","prosent","87.2","sysselsatte_botid_land","NULL","NULL","1545"
"2013","NULL","alle","2","personer","36","sysselsatte_botid_land","NULL","NULL","1545"
"2013","NULL","alle","2","prosent","72","sysselsatte_botid_land","NULL","NULL","1545"
"2013","NULL","alle","alle","personer","145","sysselsatte_botid_land","NULL","NULL","1545"
"2013","NULL","alle","alle","prosent","82.9","sysselsatte_botid_land","NULL","NULL","1545"
"2013","NULL","0-4","1","personer","66","sysselsatte_botid_land","NULL","NULL","1545"
"2013","NULL","0-4","1","prosent","89.2","sysselsatte_botid_land","NULL","NULL","1545"
"2013","NULL","0-4","2","personer","8","sysselsatte_botid_land","NULL","NULL","1545"
"2013","NULL","0-4","2","prosent","53.3","sysselsatte_botid_land","NULL","NULL","1545"
"2013","NULL","0-4","alle","personer","74","sysselsatte_botid_land","NULL","NULL","1545"
"2013","NULL","0-4","alle","prosent","83.1","sysselsatte_botid_land","NULL","NULL","1545"
"2013","NULL","5+","1","personer","43","sysselsatte_botid_land","NULL","NULL","1545"
"2013","NULL","5+","1","prosent","84.3","sysselsatte_botid_land","NULL","NULL","1545"
"2013","NULL","5+","2","personer","28","sysselsatte_botid_land","NULL","NULL","1545"
"2013","NULL","5+","2","prosent","80","sysselsatte_botid_land","NULL","NULL","1545"
"2013","NULL","5+","alle","personer","71","sysselsatte_botid_land","NULL","NULL","1545"
"2013","NULL","5+","alle","prosent","82.6","sysselsatte_botid_land","NULL","NULL","1545"
"2013","NULL","alle","1","personer","82","sysselsatte_botid_land","NULL","NULL","1546"
"2013","NULL","alle","1","prosent","79.6","sysselsatte_botid_land","NULL","NULL","1546"
"2013","NULL","alle","2","personer","17","sysselsatte_botid_land","NULL","NULL","1546"
"2013","NULL","alle","2","prosent","81","sysselsatte_botid_land","NULL","NULL","1546"
"2013","NULL","alle","alle","personer","99","sysselsatte_botid_land","NULL","NULL","1546"
"2013","NULL","alle","alle","prosent","79.8","sysselsatte_botid_land","NULL","NULL","1546"
"2013","NULL","0-4","1","personer","35","sysselsatte_botid_land","NULL","NULL","1546"
"2013","NULL","0-4","1","prosent","70","sysselsatte_botid_land","NULL","NULL","1546"
"2013","NULL","0-4","2","personer","5","sysselsatte_botid_land","NULL","NULL","1546"
"2013","NULL","0-4","2","prosent","83.3","sysselsatte_botid_land","NULL","NULL","1546"
"2013","NULL","0-4","alle","personer","40","sysselsatte_botid_land","NULL","NULL","1546"
"2013","NULL","0-4","alle","prosent","71.4","sysselsatte_botid_land","NULL","NULL","1546"
"2013","NULL","5+","1","personer","47","sysselsatte_botid_land","NULL","NULL","1546"
"2013","NULL","5+","1","prosent","88.7","sysselsatte_botid_land","NULL","NULL","1546"
"2013","NULL","5+","2","personer","12","sysselsatte_botid_land","NULL","NULL","1546"
"2013","NULL","5+","2","prosent","80","sysselsatte_botid_land","NULL","NULL","1546"
"2013","NULL","5+","alle","personer","59","sysselsatte_botid_land","NULL","NULL","1546"
"2013","NULL","5+","alle","prosent","86.8","sysselsatte_botid_land","NULL","NULL","1546"
"2013","NULL","alle","1","personer","153","sysselsatte_botid_land","NULL","NULL","1547"
"2013","NULL","alle","1","prosent","84.5","sysselsatte_botid_land","NULL","NULL","1547"
"2013","NULL","alle","2","personer","45","sysselsatte_botid_land","NULL","NULL","1547"
"2013","NULL","alle","2","prosent","64.3","sysselsatte_botid_land","NULL","NULL","1547"
"2013","NULL","alle","alle","personer","198","sysselsatte_botid_land","NULL","NULL","1547"
"2013","NULL","alle","alle","prosent","78.9","sysselsatte_botid_land","NULL","NULL","1547"
"2013","NULL","0-4","1","personer","83","sysselsatte_botid_land","NULL","NULL","1547"
"2013","NULL","0-4","1","prosent","81.4","sysselsatte_botid_land","NULL","NULL","1547"
"2013","NULL","0-4","2","personer","11","sysselsatte_botid_land","NULL","NULL","1547"
"2013","NULL","0-4","2","prosent","47.8","sysselsatte_botid_land","NULL","NULL","1547"
"2013","NULL","0-4","alle","personer","94","sysselsatte_botid_land","NULL","NULL","1547"
"2013","NULL","0-4","alle","prosent","75.2","sysselsatte_botid_land","NULL","NULL","1547"
"2013","NULL","5+","1","personer","70","sysselsatte_botid_land","NULL","NULL","1547"
"2013","NULL","5+","1","prosent","88.6","sysselsatte_botid_land","NULL","NULL","1547"
"2013","NULL","5+","2","personer","34","sysselsatte_botid_land","NULL","NULL","1547"
"2013","NULL","5+","2","prosent","72.3","sysselsatte_botid_land","NULL","NULL","1547"
"2013","NULL","5+","alle","personer","104","sysselsatte_botid_land","NULL","NULL","1547"
"2013","NULL","5+","alle","prosent","82.5","sysselsatte_botid_land","NULL","NULL","1547"
